,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilities,,,,,,,,,,,168726.000,65706.000,,,43053.000,
AccountsPayableCurrent,2080.000,2000.000,2000.000,2088.000,3820.000,265649.000,614106.000,264486.000,392878.000,1037470.000,343736.000,440113.000,346181.000,436734.000,308857.000,314850.000
AccountsPayableRelatedPartiesCurrent,,,,,,78271.000,77748.000,-2894.000,24779.000,123296.000,,,,,,
AccountsReceivableNetCurrent,,,,,,70408.000,284401.000,231209.000,325129.000,386340.000,306012.000,390944.000,422402.000,265537.000,189068.000,
AccruedLiabilitiesAndOtherLiabilities,,,,,,446877.000,217141.000,550430.000,685078.000,671984.000,714384.000,648072.000,,,386355.000,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,1174131.000,485449.000,,522077.000
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,236768.000,154887.000,,124250.000
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,,,,,,,213475.000,117571.000,,,130350.000,
AccruedSalariesCurrent,,,,,,,,,,,,,798576.000,287662.000,,153500.000
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,447769.000,470539.000,,,222141.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,765906.000,857848.000,904602.000,1044191.000,1194091.000,1384826.000,1570681.000,1738826.000,1865127.000,1761469.000,1876488.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,-9777.000,-16361.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,,22610.000,22610.000,22610.000,22610.000,15819494.000,15965252.000,16131624.000,16274258.000,16472449.000,16821767.000,17163770.000,17432281.000,17713257.000,30044778.000,30112417.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,0.000,,,,,
Assets,24.000,21606.000,23728.000,4788.000,2070.000,17029847.000,15534970.000,13296614.000,10775372.000,8909539.000,6343598.000,4380633.000,3491999.000,4049865.000,4947218.000,3072548.000
