,2016-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,20494.000
CostOfGoodsSold,4985.000
CostOfServicesDirectMaterials,4985.000
CurrentFederalTaxExpenseBenefit,-9306.000
CurrentStateAndLocalTaxExpenseBenefit,9306.000
GrossProfit,5390.000
IncreaseDecreaseInAccountsPayable,9887.000
IncreaseDecreaseInAccountsReceivable,-825.000
IncreaseDecreaseInPrepaidExpense,3563.000
ManagementFeeExpense,2806.000
NetCashProvidedByUsedInFinancingActivities,37000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,37000.000
NetCashProvidedByUsedInOperatingActivities,-16506.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-16506.000
NetIncomeLoss,-29131.000
OperatingExpenses,34521.000
ProceedsFromIssuanceOfCommonStock,37000.000
ProfessionalFees,24911.000
Revenues,10375.000
SalesRevenueNet,10375.000
SellingGeneralAndAdministrativeExpense,9610.000
