,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccountsPayable,,,,,,750.000
AccountsPayableAndAccruedLiabilities,924.000,,,462.000,,
AccountsPayableOther,,,,,,831.000
AccountsPayableTrade,750.000,750.000,750.000,750.000,750.000,
AccruedLiabilities,,,31470.000,31932.000,32394.000,33043.000
AdditionalPaidInCapital,28696.000,31696.000,34696.000,37696.000,40696.000,71696.000
Assets,0.000,0.000,0.000,0.000,0.000,
AssetsCurrent,,,0.000,0.000,0.000,
Cash,0.000,0.000,0.000,0.000,0.000,
CommonStockParOrStatedValuePerShare,,,13304.000,,,
CommonStockValue,13304.000,13304.000,,13304.000,,13304.000
CommonStockValueOutstanding,,,,,13304.000,
ConvertibleDebt,23106.000,23106.000,23106.000,23106.000,23106.000,33606.000
ConvertibleNotesPayableCurrent,,,,,,28000.000
DebtCurrent,,31084.000,,,,
DueToRelatedParties,6000.000,6986.000,7545.000,7545.000,7545.000,8376.000
Liabilities,30622.000,,,,,
LiabilitiesAndStockholdersEquity,0.000,0.000,0.000,0.000,0.000,
LiabilitiesCurrent,61464.000,61926.000,62871.000,63333.000,63795.000,75775.000
PrepaidExpense,0.000,0.000,0.000,0.000,0.000,
RetainedEarningsAccumulatedDeficit,-103464.000,-106926.000,-110871.000,-114333.000,-117795.000,-160775.000
StockholdersEquity,-61464.000,-61926.000,-62871.000,-63333.000,-63795.000,-75775.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-30622.000,,,,,
UnamortizedDebtIssuanceExpense,,,,,,10500.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,133041120.000,133041120.000,,,,
