,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31
AccountsPayableCurrent,,,,,20964.000,31740.000,22996.000,23056.000,31447.000,77760.000,66760.000
AccountsReceivableNetCurrent,,,,,11529.000,11092.000,,,,,
AccruedIncomeTaxesCurrent,,,,,,39602.000,23417.000,35269.000,38191.000,48067.000,48067.000
AccruedLiabilitiesCurrent,,1750.000,1286.000,1786.000,,,,,,,
AccruedPayrollTaxesCurrent,,,,,54423.000,110247.000,143459.000,182142.000,218556.000,257586.000,295613.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-3465.000,-4473.000,-6237.000,-8066.000,-10367.000,-12457.000,-14964.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,,,,,3465.000,,,,,,
AdditionalPaidInCapital,,,,,1127625.000,1893230.000,1748722.000,2211957.000,2405805.000,2239737.000,1941428.000
AdditionalPaidInCapitalPreferredStock,11400.000,21240.000,21240.000,21240.000,,,,,,,
Assets,11346.000,14981.000,12606.000,221.000,639703.000,443283.000,111944.000,117666.000,124618.000,150326.000,168250.000
AssetsCurrent,,,,,605514.000,400782.000,68365.000,84853.000,37474.000,65272.000,75698.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,44115.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,18915.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,5100.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,20100.000,,,
CashAndCashEquivalentsAtCarryingValue,11346.000,14981.000,2606.000,221.000,5614.000,26587.000,325.000,44990.000,24245.000,57681.000,69340.000
CommonStockParOrStatedValuePerShare,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,2000000000.000,2000000000.000,2000000000.000,15000000000.000
CommonStockSharesIssued,9140000.000,10360000.000,8000000.000,10360000.000,18787000.000,19382000.000,21072000.000,30637844.000,924862512.000,1288927901.000,1780726756.000
CommonStockSharesOutstanding,9140000.000,10360000.000,8000000.000,10360000.000,18787000.000,19382000.000,21072000.000,30637844.000,924862512.000,1288927901.000,1780726756.000
CommonStockValue,8000.000,10360.000,10360.000,10360.000,18787.000,19382.000,21072.000,30638.000,924838.000,1288928.000,1780727.000
ConvertibleDebtNoncurrent,,,,,90000.000,90000.000,90000.000,,,,
ConvertibleNotesPayable,,,,,,10064.000,30907.000,4263.000,9166.000,,
ConvertibleNotesPayableCurrent,,,,,105954.000,177278.000,270658.000,327549.000,100589.000,132057.000,202031.000
DebtInstrumentUnamortizedDiscount,,,,,201046.000,111536.000,90693.000,,18334.000,203225.000,221175.000
DepositLiabilitiesAccruedInterest,,,,,,,7877.000,603.000,1205.000,105.000,106.000
DerivativeLiabilitiesCurrent,,,,,,,153458.000,203145.000,-164245.000,111711.000,-89378.000
DueFromRelatedPartiesCurrent,,,,,1913.000,1838.000,55.000,55.000,55.000,4198.000,4198.000
DueToRelatedPartiesNoncurrent,7270.000,7270.000,7270.000,7270.000,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,40596.000,8333.000,17351.000,4424.000,2212.000,286.000,286.000
FiniteLivedIntangibleAssetsNet,,,,,16689.000,18001.000,19079.000,18313.000,32644.000,30554.000,38052.000
IncomeTaxExaminationPenaltiesAndInterestAccrued,,,,,,,,41812.000,57479.000,72381.000,89056.000
InterestAndDividendsPayableCurrent,,,,,4567.000,10936.000,19635.000,22373.000,6084.000,14284.000,17465.000
InventoryNet,,,,,,,,,2160.000,2160.000,2160.000
Liabilities,7270.000,9020.000,8556.000,9056.000,324440.000,483977.000,781746.000,863655.000,657374.000,826607.000,942552.000
LiabilitiesAndStockholdersEquity,11346.000,14981.000,12606.000,221.000,639703.000,443283.000,111944.000,117666.000,124618.000,150326.000,168250.000
