,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,8587.000,13137.000,24393.000,18289.000,3402.000,4380.000,10091.000,16511.000,,636451.000,2900020.000,1330789.000,1389875.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,80000.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,185723.000,130487.000,148461.000,,,,,,,,,,,,,,,
AccountsPayableCurrent,331755.000,372523.000,712902.000,515964.000,,,,,,,,,,,325371.000,,,,
AccountsPayableOtherCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,10000.000
AccountsPayableTradeCurrent,,,,,,,,,,,,,,,,368131.000,2517321.000,851339.000,848675.000
AccountsReceivableNet,,,,,,,,,,,,,,29554.000,,,,,
AccountsReceivableNetCurrent,302872.000,350443.000,701619.000,521548.000,,,,,,,899.000,9970.000,29802.000,190.000,63691.000,60136.000,92733.000,9661.000,12538.000
AccruedLiabilitiesCurrent,162038.000,,,,4350.000,4350.000,23915.000,78965.000,17680.000,5800.000,16882.000,7002.000,,,2716.000,59466.000,127216.000,133892.000,192656.000
AccruedSalariesCurrent,,,,,,,,,,,186641.000,248890.000,203487.000,270652.000,53025.000,168079.000,203734.000,135787.000,82487.000
AccruedSalariesCurrentAndNoncurrent,,,,,,,,,,,,,,,53025.000,,,,
AccumulatedAmortizationDeferredFinanceCosts,,,2730.000,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,270501.000,269913.000,85086.000,-102103.000,,,,,,938.000,2089.000,4273.000,1646.000,1430.000,24309.000,1430.000,
AdditionalPaidInCapital,74201.000,70304.000,270151.000,208304.000,-53446.000,-80433.000,-392007.000,-147846.000,-345573.000,-1851159.000,-2859333.000,-3906613.000,-5854610.000,1452206.000,-709906.000,2993633.000,6643648.000,6791750.000,5181232.000
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,,,43277.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,29554.000,,,,,
Assets,1212329.000,1253665.000,1599420.000,1412757.000,505707.000,488200.000,27222.000,34661.000,41213.000,40819.000,52835.000,66172.000,83220.000,50931.000,538295.000,1596516.000,4791172.000,718994.000,294086.000
AssetsCurrent,331357.000,412810.000,711951.000,522054.000,3000.000,2509.000,27222.000,34661.000,37238.000,37043.000,49258.000,59035.000,57514.000,27409.000,225204.000,1341342.000,569016.000,600938.000,196864.000
AssetsNoncurrent,,,887349.000,889034.000,,,,,,,3577.000,7137.000,25706.000,23522.000,2926.000,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,,225884.000,
BankOverdrafts,,,,73077.000,9345.000,,,,,1151.000,,,1225.000,988.000,1996.000,7.000,2792.000,7.000,40.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,,,,,,1310058.000,1310058.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,,,,,,,5200000.000,
Cash,7281.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,7281.000,40867.000,,,,83.000,4659.000,53.000,1042.000,100.000,8799.000,8884.000,,,36513.000,109792.000,134598.000,256302.000,117493.000
CashFDICInsuredAmount,,,,,,,,,,,,,,,,,,,250000.000
CommonStockParOrStatedValuePerShare,0.001,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,250000000.000,250000000.000,750000000.000,750000000.000,1500000000.000,4000000000.000,10000000000.000,5000000000.000,9500000000.000,9500000000.000,360000000.000,360000000.000,360000000.000,360000000.000,360000000.000
CommonStockSharesIssued,47248851.000,51945563.000,53445563.000,53445563.000,53445562.000,83652788.000,74206359.000,141491271.000,524525774.000,2254479622.000,3482654232.000,4585054232.000,7321459232.000,14643024.000,223778886.000,230413988.000,246914217.000,249225683.000,272839903.000
