,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AllocatedShareBasedCompensationExpense,,,,,,,12500000.000,10100000.000,9900000.000,6000000.000,5700000.000,5300000.000,
AmortizationOfFinancingCosts,,,737000.000,,,,1028000.000,,,,1241000.000,,
AssetImpairmentCharges,6718000.000,23626000.000,19808000.000,3172000.000,7751000.000,33000.000,6272000.000,8882000.000,1566000.000,1912000.000,305000.000,5789000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,1613000.000,,,,3083000.000,,,,-55977000.000,,
ContractualInterestExpenseOnPrepetitionLiabilitiesNotRecognizedInStatementOfOperations,,,,,,,,,,,,25284000.000,
CostsAndExpenses,555767000.000,566739000.000,523726000.000,491991000.000,506921000.000,483258000.000,460980000.000,399773000.000,259822000.000,238606000.000,198722000.000,212616000.000,
DebtorReorganizationItemsDebtorInPossessionFacilityFinancingCosts,,,,,,,,,,,,478000.000,
DebtorReorganizationItemsLegalAndAdvisoryProfessionalFees,,,,,,,,,,,,405000.000,
DebtorReorganizationItemsWriteOffOfDeferredFinancingCostsAndDebtDiscounts,,,,,,,,,,,,12544000.000,
DeferredIncomeTaxExpenseBenefit,,,-11030000.000,,,,-16232000.000,,,,-8066000.000,,
DepreciationDepletionAndAmortization,72490000.000,72983000.000,72465000.000,71829000.000,73855000.000,74763000.000,84975000.000,72950000.000,68854000.000,68642000.000,69645000.000,69877000.000,
EarningsPerShareBasic,,,,,-0.040,,-0.780,-1.500,-0.950,-1.190,-1.090,-1.530,
EarningsPerShareDiluted,,,,,-0.040,,-0.780,-1.500,-0.950,-1.190,-1.090,-1.530,
EffectiveIncomeTaxRateContinuingOperations,,,,,0.580,,0.300,0.350,0.270,-0.630,0.120,0.210,
GainLossOnSaleOfBusiness,,,,,,,,-34989000.000,0.000,,,0.000,
GainLossOnSaleOfPropertyPlantEquipment,1746000.000,265000.000,-977000.000,8964000.000,-454000.000,-1261000.000,-4210000.000,-9010000.000,-1804000.000,368000.000,450000.000,,
GainsLossesOnExtinguishmentOfDebt,,,,,,,,13085000.000,4975000.000,,,0.000,
GeneralAndAdministrativeExpense,20922000.000,18863000.000,20887000.000,19368000.000,32723000.000,35161000.000,33912000.000,34815000.000,26709000.000,16705000.000,22262000.000,39717000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,12043000.000,-29979000.000,-29254000.000,35746000.000,-4235000.000,-12425000.000,-53833000.000,-115349000.000,-66074000.000,-78763000.000,-67637000.000,-107461000.000,
