,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,83698.000,324580.000,358116.000,393399.000,288507.000,311602.000,463517.000,203355.000,266085.000,476170.000,226755.000,151005.000,478505.000,317515.000,422062.000,227656.000,227425.000,135354.000,405423.000,131445.000,171256.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,,,,1500.000,,,,1500.000,,,
AccruedIncomeTaxesNoncurrent,,,,,,,,,,0.000,,,,0.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,197089.000,223554.000,234358.000,249133.000,263413.000,277537.000,298065.000,312751.000,327517.000,341910.000,373616.000,394307.000,415014.000,434510.000,428979.000,446542.000,464574.000,442418.000
Assets,6323737.000,5341349.000,3936750.000,4260032.000,5570512.000,4217334.000,5832601.000,4621851.000,3733645.000,4803748.000,3487758.000,4270675.000,4951515.000,1994870.000,1336322.000,3007232.000,2334213.000,1534371.000,3086804.000,2181264.000,1656095.000
AssetsCurrent,3005955.000,2127174.000,759588.000,1137769.000,2556327.000,1285342.000,2991969.000,1873277.000,1076679.000,2168318.000,942936.000,1818397.000,2501667.000,1064905.000,426989.000,2117640.000,1464117.000,596005.000,2166001.000,1278493.000,835639.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,,,,,,,,,,,,417155.000,396297.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,,,,,,,83431.000,62573.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,,,,,83431.000,83431.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,,,,,83431.000,83431.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,,,,,83431.000,83431.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,,,,,83431.000,83431.000,,
CashAndCashEquivalentsAtCarryingValue,2851214.000,1983725.000,583720.000,889836.000,2436023.000,1126720.000,2818998.000,1771094.000,976544.000,2056996.000,826216.000,1589002.000,2319385.000,949806.000,334766.000,1822572.000,1221080.000,396878.000,2016463.000,1157252.000,677985.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,,500000.000,500000.000,500000.000,,,,,,,
ClassOfWarrantOrRightOutstanding,,,,2910534.000,4716917.000,4716917.000,7048354.000,7048354.000,7048299.000,12762585.000,12762585.000,17262585.000,22887585.000,21487585.000,22275085.000,29025085.000,35362585.000,35362585.000,43695918.000,38647619.000,38647619.000
CommonStockIncludingAdditionalPaidInCapital,39657925.000,39865402.000,41186685.000,43790968.000,47057196.000,47194724.000,49998703.000,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,-100300.000,,,,,,,,,,,,,,,,,,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,58315941.000,58490941.000,59075441.000,60946689.000,63836689.000,63836689.000,68141107.000,68141107.000,68141107.000,73855392.000,74585392.000,79585392.000,85835392.000,85905392.000,86880392.000,95739442.000,96114442.000,96114442.000,96114442.000,96114442.000,96114442.000
CommonStockSharesOutstanding,58315941.000,58490941.000,59075441.000,60946689.000,63836689.000,63836689.000,68141107.000,68141107.000,68141107.000,73855392.000,74585392.000,79585392.000,85835392.000,85905392.000,86880392.000,95739442.000,96114442.000,96114442.000,96114442.000,96114442.000,96114442.000
