,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,255000000.000,287000000.000,380000000.000,293000000.000,314000000.000,292000000.000,377000000.000,247000000.000,287000000.000,287000000.000,337000000.000,263000000.000,297000000.000,268000000.000,269000000.000,307000000.000,269000000.000,296000000.000,317000000.000,252000000.000,252000000.000,293000000.000,316000000.000,333000000.000
AccountsReceivableGross,,,,,,,909000000.000,,,,1130000000.000,,,,1045000000.000,,,,1078000000.000,,,,1168000000.000,
AccountsReceivableNet,,,,,,,905000000.000,,,,1123000000.000,,,,1038000000.000,,,,1074000000.000,,,,1164000000.000,
AccountsReceivableNetCurrent,898000000.000,781000000.000,711000000.000,954000000.000,878000000.000,883000000.000,905000000.000,1199000000.000,1101000000.000,1055000000.000,1123000000.000,1299000000.000,1216000000.000,1144000000.000,1038000000.000,1219000000.000,1244000000.000,1278000000.000,1074000000.000,1086000000.000,1022000000.000,1046000000.000,1164000000.000,1178000000.000
AccruedEmployeeBenefitsCurrent,,190000000.000,221000000.000,189000000.000,189000000.000,194000000.000,235000000.000,199000000.000,193000000.000,205000000.000,230000000.000,194000000.000,210000000.000,226000000.000,248000000.000,183000000.000,198000000.000,216000000.000,215000000.000,186000000.000,197000000.000,211000000.000,241000000.000,208000000.000
AccruedEnvironmentalLossContingenciesCurrent,,,,,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,2000000.000,1000000.000,2000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,73000000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,1160000000.000,,,,1313000000.000,,,,1404000000.000,1456000000.000,1492000000.000,1525000000.000,1351000000.000,1388000000.000,1416000000.000,1453000000.000,1489000000.000,1519000000.000,1555000000.000,1592000000.000,1627000000.000,1661000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,,,,1000000.000,1000000.000,2000000.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,821000000.000,804000000.000,,-1225000000.000,-1097000000.000,-1080000000.000,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-491000000.000,-483000000.000,-849000000.000,-834000000.000,,,-1226000000.000,-1224000000.000,-1096000000.000,-1078000000.000,-521000000.000,-515000000.000,-509000000.000,-506000000.000,-862000000.000,-849000000.000,-836000000.000,-826000000.000,-845000000.000,-833000000.000,-821000000.000,-808000000.000,-951000000.000,-935000000.000
AdditionalPaidInCapital,1864000000.000,,,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,1848000000.000,1862000000.000,1860000000.000,1873000000.000,1887000000.000,1894000000.000,1892000000.000,1904000000.000,1914000000.000,1925000000.000,1904000000.000,1896000000.000,1907000000.000,1959000000.000,1922000000.000,1942000000.000,1948000000.000,1978000000.000,1933000000.000,1939000000.000,1949000000.000,1964000000.000,1914000000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,4000000.000,,,,7000000.000,,,,7000000.000,,,,4000000.000,,,,4000000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,,,,,,,,,,,,-33000000.000
AssetRetirementObligation,,,,,,,25000000.000,,,,25000000.000,,,,22000000.000,,,,18000000.000,,,,19000000.000,
Assets,5937000000.000,5715000000.000,6001000000.000,5824000000.000,5812000000.000,5863000000.000,6392000000.000,6251000000.000,6047000000.000,6279000000.000,6225000000.000,6107000000.000,6080000000.000,6125000000.000,6269000000.000,6319000000.000,6312000000.000,6042000000.000,6024000000.000,5896000000.000,5859000000.000,6008000000.000,6352000000.000,6234000000.000
AssetsCurrent,1994000000.000,2082000000.000,2268000000.000,2156000000.000,2167000000.000,2226000000.000,2484000000.000,2391000000.000,2269000000.000,2531000000.000,2676000000.000,2544000000.000,2327000000.000,2380000000.000,2546000000.000,2628000000.000,2694000000.000,2419000000.000,2284000000.000,2203000000.000,2197000000.000,2344000000.000,2142000000.000,2063000000.000
AssetsHeldInTrust,,,,,,,,,,,40000000.000,41000000.000,43000000.000,43000000.000,45000000.000,46000000.000,47000000.000,70000000.000,74000000.000,76000000.000,78000000.000,80000000.000,82000000.000,85000000.000
BillingsInExcessOfCostCurrent,83000000.000,85000000.000,101000000.000,118000000.000,70000000.000,112000000.000,134000000.000,114000000.000,108000000.000,139000000.000,115000000.000,78000000.000,58000000.000,53000000.000,74000000.000,78000000.000,117000000.000,141000000.000,125000000.000,72000000.000,100000000.000,99000000.000,166000000.000,88000000.000
BuildingsAndImprovementsGross,,,1431000000.000,,,,1486000000.000,,,,1531000000.000,,,,1498000000.000,,,,1579000000.000,,,,1752000000.000,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,,,,,,,,97000000.000,97000000.000,90000000.000,96000000.000,96000000.000,96000000.000,96000000.000,,,,155000000.000,
CapitalizedComputerSoftwareGross,,,199000000.000,,,,208000000.000,,,,216000000.000,,,,172000000.000,,,,180000000.000,,,,199000000.000,
CashAndCashEquivalentsAtCarryingValue,381000000.000,536000000.000,915000000.000,551000000.000,669000000.000,766000000.000,1057000000.000,652000000.000,623000000.000,895000000.000,1043000000.000,742000000.000,592000000.000,769000000.000,990000000.000,904000000.000,960000000.000,671000000.000,894000000.000,793000000.000,852000000.000,957000000.000,720000000.000,608000000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
