,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,28127000.000,57851000.000,34629000.000,28009000.000,32200000.000,82128000.000,31617000.000,19054000.000,45530000.000,59086000.000,22110000.000,19146000.000,32779000.000,56967000.000,23440000.000,16578000.000,17475000.000,37792000.000,16412000.000
AccountsReceivableNetCurrent,48964000.000,136256000.000,157418000.000,57380000.000,51360000.000,170106000.000,180043000.000,57186000.000,61919000.000,184798000.000,133221000.000,29920000.000,32051000.000,98965000.000,100810000.000,19618000.000,25250000.000,60504000.000,63200000.000
AccruedAdvertisingCurrent,,,,,,,10613000.000,,,,11356000.000,,,,,5258000.000,,,
AccruedIncomeTaxesCurrent,229000.000,373000.000,377000.000,336000.000,379000.000,414000.000,493000.000,495000.000,688000.000,712000.000,1100000.000,285000.000,457000.000,298000.000,431000.000,267000.000,305000.000,465000.000,269000.000
AccruedLiabilitiesCurrent,23527000.000,32979000.000,50380000.000,30246000.000,31476000.000,45722000.000,51353000.000,24655000.000,24492000.000,35348000.000,40765000.000,23932000.000,22735000.000,26914000.000,32137000.000,21582000.000,20444000.000,25442000.000,28897000.000
AccruedMarketingCostsCurrent,,,,,,,2904000.000,,,,5786000.000,,,,,4013000.000,,,
AccruedRoyaltiesCurrent,,,,,,,8385000.000,,,,6626000.000,,,,,1097000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,62841000.000,,,,71915000.000,,,,,75853000.000,76295000.000,76806000.000,74367000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2025000.000,75000.000,-225000.000,1021000.000,-158000.000,976000.000,1071000.000,195000.000,-434000.000,124000.000,-7000.000,-577000.000,312000.000,-1251000.000,-3453000.000,-5450000.000,-4365000.000,-5944000.000,-7039000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,,,5400000.000,,,,,,,,,,,,
