,2012-12-31,2014-12-31
AdjustmentForAmortization,,-635273.000
AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt,,445017.000
CashAndCashEquivalentsPeriodIncreaseDecrease,127534.000,697789.000
ConversionOfStockAmountConverted1,17800.000,
CostOfGoodsAndServicesSold,14832.000,
CostOfGoodsSold,14832.000,541.000
CostOfMerchandiseSalesBuyingAndOccupancyCosts,,541.000
DebtInstrumentIncreaseAdditionalBorrowings,,-2297200.000
DerivativeGainLossOnDerivativeNet,,1292419.000
DividendsPreferredStock,38794.000,105079.000
EarningsPerShareBasicAndDiluted,-0.030,-0.040
EquityMethodInvestmentRealizedGainLossOnDisposal,,-542780.000
GainLossOnSaleOfDerivatives,,-1292419.000
GainLossOnSaleOfStockInSubsidiaryOrEquityMethodInvestee,,542780.000
GrossProfit,104419.000,110746.000
IncomeLossFromContinuingOperations,-1581129.000,-2368311.000
IncomeLossFromEquityMethodInvestments,,542780.000
IncreaseDecreaseInAccountsPayable,5674.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-19343.000
IncreaseDecreaseInAccountsReceivable,,-54488.000
IncreaseDecreaseInAccountsReceivableRelatedParties,-58360.000,
IncreaseDecreaseInAccruedLiabilities,-693.000,
IncreaseDecreaseInInterestPayableNet,,-60749.000
IncreaseDecreaseInInventories,-3448.000,1461.000
IncreaseDecreaseInPrepaidExpense,-2840.000,-4270.000
InterestExpense,60.000,696073.000
NetCashProvidedByUsedInFinancingActivities,1130000.000,2514276.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1130000.000,2514276.000
NetCashProvidedByUsedInInvestingActivities,,-542780.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-542780.000
NetCashProvidedByUsedInOperatingActivities,-1002466.000,-1273707.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1002466.000,-1273707.000
NetIncomeLoss,-1581189.000,-4899583.000
NetIncomeLossAvailableToCommonStockholdersBasic,-1619983.000,-5004662.000
OperatingExpenses,1685548.000,2479057.000
OtherCostAndExpenseOperating,81886.000,197089.000
OtherSalesRevenueNet,,111036.000
PreferredStockDividends,-38794.000,
ProceedsFromConvertibleDebt,,-16601.000
ProceedsFromIssuanceOfCommonStock,,77076.000
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,-54650.000
ProceedsFromIssuanceOfRedeemablePreferredStock,1130000.000,340000.000
ProceedsFromWarrantExercises,9936.000,40000.000
ProfessionalAndContractServicesExpense,,57650.000
ProfessionalFees,111327.000,642740.000
ProfitLoss,,-4899583.000
ProvisionForDoubtfulAccounts,13300.000,
RepaymentsOfConvertibleDebt,,240000.000
Revenues,119251.000,111287.000
SalesRevenueGoodsNet,14251.000,251.000
SalesRevenueNet,119251.000,111287.000
SalesRevenueServicesNet,105000.000,
SellingGeneralAndAdministrativeExpense,1479035.000,1639228.000
ShareBasedCompensation,636438.000,
ShareBasedGoodsAndNonemployeeServicesTransactionExpense,,-1061358.000
StockAndWarrantsIssuedDuringPeriodValuePreferredStockAndWarrants,,340000.000
StockIssuedDuringPeriodValueConversionOfUnits,,18253.000
StockIssuedDuringPeriodValueIssuedForCash,,77076.000
StockIssuedDuringPeriodValueIssuedForNoncashConsiderations,,35897.000
StockIssuedDuringPeriodValueIssuedForServices,626502.000,1061358.000
StockIssuedDuringPeriodValueOther,,207843.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,129834534.000
WeightedAverageNumberOfSharesOutstandingBasic,60904780.000,
