,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,3870792.000,4017949.000,4575810.000,4746190.000,4946450.000,5207465.000,6081105.000,6683193.000,6974574.000,7347610.000,7716062.000,8090969.000,8456891.000,8720455.000
AccountsPayableTradeCurrent,,,,,,,626809.000,,,,850262.000,,,
AccountsReceivableNetCurrent,,,,,7127.000,8757.000,,,,,,,,
AccruedProfessionalFeesCurrent,,,,,,,200131.000,,,,461633.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,105301.000,,,,1203.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-331.000,-331.000,-331.000,-331.000,-331.000,-331.000,-331.000,-331.000,-331.000,-331.000,-331.000,-331.000,-331.000,-331.000
AdditionalPaidInCapitalCommonStock,7803054.000,,25999397.000,25999402.000,25999410.000,25999421.000,27624231.000,27624231.000,27624231.000,27624231.000,27654134.000,27705278.000,27688320.000,27653866.000
Assets,1670351.000,1714240.000,1699405.000,1622583.000,1624271.000,1534007.000,389836.000,237922.000,178819.000,178679.000,18013.000,17936.000,17885.000,16490.000
AssetsCurrent,399751.000,446852.000,433007.000,357915.000,361692.000,269759.000,343533.000,226323.000,178796.000,178679.000,18013.000,17936.000,17885.000,16490.000
CashAndCashEquivalentsAtCarryingValue,74316.000,147980.000,43726.000,55157.000,98253.000,32415.000,125982.000,18107.000,311.000,194.000,1989.000,1912.000,1861.000,466.000
ClassOfWarrantOrRightOutstanding,,,,,,,4015073.000,,,,,,,
CommonStockDiscountOnShares,,26627233.000,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.010,0.001
CommonStockSharesAuthorized,60000000000.000,60000000000.000,20000000.000,20000000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,15422158183.000,52644170611.000,17548138.000,17548138.000,17548138.000,17548138.000,19986471.000,19986471.000,19986471.000,19986471.000,24844611.000,51101646.000,327569398.000,399658514.000
CommonStockSharesOutstanding,15422158183.000,52644170611.000,17548138.000,17548138.000,17548138.000,17548138.000,19986471.000,19986471.000,19986471.000,19986471.000,24844611.000,51101646.000,327569398.000,399658514.000
CommonStockValue,15422158.000,52644171.000,17548.000,,,,,,,,24844.000,51101.000,327569.000,399658.000
CommonStockValueOutstanding,,,,17548.000,17548.000,17548.000,19986.000,19986.000,19986.000,19986.000,,,,
ConvertibleLongTermNotesPayable,85559.000,69553.000,50734.000,1691610.000,1924579.000,2229874.000,1951791.000,2198101.000,2458794.000,2743283.000,2943006.000,3146561.000,5059766.000,5460762.000
ConvertibleNotesPayable,,,,,3991256.000,4307131.000,,,,,,,,
ConvertibleNotesPayableCurrent,6689379.000,6108837.000,6429007.000,2036742.000,2066677.000,2077257.000,2112601.000,2127482.000,2142529.000,2149308.000,2125237.000,2126541.000,315568.000,462292.000
CustomerDepositsCurrent,,,,,,,10053.000,,,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,0.100,0.100,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,3894700.000,4072567.000,,,,,,,,
DeferredCompensationArrangementWithIndividualRecordedLiability,,,,,,,,,,,0.000,,,
DeferredCompensationEquity,,,,,,,696691.000,398109.000,99527.000,,,,,
DeferredTaxAssetsGross,,,,,,,,,,,7812000.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,3888411.000,,,,4028000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,6200000.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,7100000.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpense,,,,,,,6631877.000,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,1445337.000,,,,1682000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,,,,1298129.000,,,,2102000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,6631877.000,,,,7812000.000,,,
DerivativeLiabilitiesCurrent,,,,,,,400000.000,400000.000,400000.000,400000.000,400000.000,15000.000,100000.000,266667.000
DividendsPayableCurrent,,,,,,,2350272.000,,,,2694145.000,,,
DueToRelatedPartiesCurrent,44826.000,44826.000,80659.000,81682.000,79727.000,79826.000,159480.000,161376.000,161376.000,161376.000,,167206.000,,
Goodwill,1215002.000,1215002.000,1215002.000,1215002.000,1215002.000,1215002.000,,,,,,,,
InterestPayableCurrent,,,,,,,1164041.000,,,,1518459.000,,,
InventoryFinishedGoodsNetOfReserves,,,,,128497.000,129162.000,123054.000,115059.000,115059.000,115059.000,16024.000,16024.000,,
InventoryNet,289232.000,209270.000,312853.000,246863.000,205919.000,197215.000,183721.000,178485.000,178485.000,178485.000,16024.000,16024.000,16024.000,16024.000
InventoryWorkInProcessNetOfReserves,,,,,77422.000,68053.000,60667.000,63426.000,63426.000,63426.000,,,,
Liabilities,19696480.000,18662544.000,20370527.000,18757099.000,20327227.000,21730129.000,23338373.000,24813249.000,25974142.000,27051077.000,27894647.000,28669167.000,29313908.000,30211218.000
LiabilitiesAndStockholdersEquity,1670351.000,1714240.000,1699405.000,1622583.000,1624271.000,1534007.000,389836.000,237922.000,178819.000,178679.000,18013.000,17936.000,17885.000,16490.000
LiabilitiesCurrent,19033677.000,17945250.000,20094204.000,16852630.000,18092747.000,19132362.000,21143626.000,22251888.000,23175848.000,23180686.000,24228436.000,25105405.000,23772141.000,23740509.000
LinesOfCreditCurrent,,,,,,,,15377.000,15377.000,15377.000,12026.000,12026.000,12026.000,12336.000
LitigationReserve,,,,,,,,,,,,576000.000,628000.000,583000.000
LitigationReserveCurrent,,,,,,,,,,,586203.000,,,
LoansPayableCurrent,140160.000,36885.000,97016.000,207798.000,,,,,,,167206.000,167206.000,167206.000,173473.000
LoansPayableToBankCurrent,,,,,246773.000,51392.000,,,,,12026.000,12026.000,12026.000,12336.000
LongTermNotesPayable,,,,,,,69500.000,169500.000,339500.000,372200.000,387200.000,417200.000,482000.000,
OtherAccruedLiabilitiesCurrent,,,,,,,36101.000,,,,221907.000,,,
PreferredStockSharesAuthorized,19885000.000,19885000.000,6600.000,6600.000,6600.000,6600.000,6600.000,6600.000,6600.000,6600.000,6500.000,6500.000,6500.000,6500.000
PrepaidExpenseAndOtherAssetsCurrent,36203.000,89602.000,76428.000,55895.000,50393.000,31372.000,33830.000,29731.000,,,,,,
PropertyPlantAndEquipmentGross,,,,,,,151604.000,,,,1203.000,,,
PropertyPlantAndEquipmentNet,55598.000,52386.000,51396.000,49666.000,47577.000,49246.000,46303.000,11599.000,23.000,,,,,
RetainedEarningsAccumulatedDeficit,-41251010.000,-42964911.000,-44687736.000,-43151135.000,-44719583.000,-46212760.000,-49895732.000,-51821104.000,-53339682.000,-54516284.000,-55555281.000,-56407279.000,-57311581.000,-58247921.000
SharesOutstanding,,,,,,,,,,,24844611.000,,,
StockholdersEquity,,,-18671122.000,-17134516.000,-18702956.000,-20196122.000,-22948537.000,-24575327.000,-25795323.000,-26872398.000,-27876634.000,-28651231.000,-29296023.000,-30194728.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-18026129.000,-16948304.000,-18671122.000,-17134516.000,-18702956.000,-20196122.000,-22948537.000,-24575327.000,-25795323.000,-26872398.000,-27876634.000,-28651231.000,-29296023.000,-30194728.000
WorkersCompensationLiabilityCurrent,,,,,,,707561.000,,,,867316.000,,,
