,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,88458.000,85331.000,89939.000,82752.000,90622.000,89666.000,107597.000,101628.000,102512.000,87965.000,5590.000,10102.000
AccountsPayableInterestBearingInterestRate,,,,,0.083,0.083,,,,,,
AccountsReceivableGrossCurrent,,,,,0.000,,,,,,,
AccountsReceivableNetCurrent,499.000,479.000,2250.000,1619.000,0.000,,,,,,,
AccruedLiabilitiesCurrent,,,,,3721.000,4189.000,4644.000,4482.000,5350.000,,,
AccruedProfessionalFeesCurrentAndNoncurrent,,,,,58760.000,62663.000,70897.000,70897.000,70897.000,,,
AdditionalPaidInCapital,,,,,,,,97656.000,98936.000,98936.000,289444.000,289444.000
AdditionalPaidInCapitalCommonStock,37124.000,37124.000,37124.000,37124.000,37124.000,37124.000,97656.000,,,,,
Assets,,,,,3102.000,1426.000,60.000,3436.000,758.000,545.000,0.000,0.000
AssetsCurrent,8032.000,11141.000,11708.000,24534.000,,,,,,,,
CapitalRequiredForCapitalAdequacy,,,,,,,,,61812.000,,,
CashAndCashEquivalentsAtCarryingValue,4078.000,7327.000,7263.000,18069.000,318.000,271.000,60.000,3436.000,758.000,545.000,,
CashUninsuredAmount,,,,,,0.000,0.000,0.000,0.000,0.000,,
CommonStockNoParValue,0.000,,,,0.000,,,,,,,
CommonStockSharesAuthorized,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000
CommonStockSharesIssued,3678000.000,3678000.000,3678000.000,3678000.000,3678000.000,3678000.000,3678000.000,3678000.000,3678000.000,3678000.000,4597500.000,4597500.000
CommonStockSharesOutstanding,3678000.000,3678000.000,3678000.000,3678000.000,3678.000,3678.000,3678000.000,3678000.000,3678000.000,3678000.000,4597500.000,4597500.000
CommonStockValue,197795.000,197795.000,197795.000,197795.000,197795.000,197795.000,197795.000,197795.000,197795.000,197795.000,197795.000,197795.000
ConvertibleDebt,,,,,,,,,72000.000,,,
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,0.300,,,
DebtInstrumentUnamortizedDiscount,,,,,0.000,0.000,0.000,0.000,0.000,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,0.000,,,,,,,
DeferredTaxAssetsNet,,,,,0.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,173800.000,179500.000,184100.000,179000.000,182500.000,177300.000,,
DeferredTaxAssetsValuationAllowance,,,,,173800.000,179500.000,184100.000,179000.000,182500.000,177300.000,,
DeferredTaxLiabilitiesCurrent,,,16500.000,15000.000,,,,,,,,
DepositLiabilityCurrent,,,,,,12000.000,,,,,,
InterestPayableCurrent,13614.000,15448.000,17073.000,17784.000,23150.000,25050.000,8526.000,9482.000,10506.000,11495.000,,
InterestPayableCurrentAndNoncurrent,,,,,,,,,17.000,,,
InventoryNet,3455.000,3335.000,2195.000,2852.000,2310.000,1155.000,,,,,,
Liabilities,201652.000,221216.000,240179.000,233905.000,245961.000,258905.000,208691.000,199178.000,204086.000,190528.000,5590.000,10102.000
LiabilitiesAndStockholdersEquity,8032.000,11141.000,11708.000,24534.000,3102.000,1426.000,60.000,3436.000,758.000,545.000,0.000,0.000
LiabilitiesCurrent,201652.000,221216.000,240179.000,,150592.000,251905.000,201691.000,192178.000,204086.000,190528.000,5590.000,10102.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,36820.000,125189.000,85568.000,81068.000,,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,95369.000,7000.000,7000.000,7000.000,,,,
NotesPayable,,,,,132189.000,132189.000,92568.000,88068.000,,,,
NotesPayableRelatedPartiesClassifiedCurrent,99580.000,120437.000,116667.000,118369.000,36820.000,125189.000,85568.000,81068.000,91068.000,91068.000,,
