,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableCurrent,29159.000,45107.000,61136.000,63489.000,43087.000,46469.000,39990.000,40287.000,42810.000,117409.000,113228.000,75800.000
AccountsReceivableNetCurrent,2663.000,3644.000,,,,,1374.000,1374.000,,,,
AssetRetirementObligation,,,,,,,364864.000,291920.000,294278.000,296887.000,255492.000,166946.000
AssetRetirementObligationCurrent,,,,,,,157286.000,110279.000,155936.000,157363.000,114767.000,82052.000
AssetRetirementObligationsNoncurrent,434804.000,438674.000,394823.000,435362.000,440082.000,444885.000,207578.000,181641.000,138342.000,139524.000,140725.000,84894.000
Assets,2508107.000,2219257.000,1912917.000,1710749.000,1477279.000,1294102.000,844426.000,415005.000,295869.000,252440.000,233853.000,218006.000
AssetsCurrent,915987.000,819619.000,660626.000,543865.000,378191.000,256344.000,283816.000,174755.000,172279.000,167279.000,167279.000,167279.000
CapitalizedCostsProvedProperties,,,,,,,33601539.000,,,,33516315.000,
CashAndCashEquivalentsAtCarryingValue,168164.000,183088.000,215623.000,247987.000,184064.000,156403.000,148550.000,173381.000,172279.000,167279.000,167279.000,167279.000
DueFromAffiliateCurrent,745160.000,632887.000,445003.000,295878.000,194127.000,99941.000,133892.000,,,,,
DueToAffiliateCurrent,150054.000,75054.000,25000.000,,,857.000,,52773.000,45290.000,18250.000,219107.000,279682.000
GasImbalancePayableCurrentAndNoncurrent,,,,,,,0.000,,,,,
GeneralPartnersCapitalAccount,,,,,,,,,,-180106.000,-353974.000,-304422.000
GeneralPartnersCapitalAccountUnitsOutstanding,,,,,75.363,75.363,,75.363,75.363,75.363,,75.363
LiabilitiesAndStockholdersEquity,2508107.000,2219257.000,1912917.000,1710749.000,1477279.000,1294102.000,844426.000,415005.000,295869.000,252440.000,233853.000,218006.000
LiabilitiesCurrent,179213.000,120161.000,86136.000,63489.000,43087.000,47326.000,197276.000,203339.000,244036.000,293022.000,447102.000,437534.000
LiabilitiesNoncurrent,434804.000,438674.000,394823.000,435362.000,440082.000,444885.000,207578.000,181641.000,138342.000,139524.000,140725.000,84894.000
LiabilityForUncertainTaxPositionsCurrent,,,,,,,0.000,,,,,
LimitedPartnersCapitalAccount,1672397.000,1456920.000,1254470.000,1060553.000,870176.000,685148.000,341773.000,,,0.000,0.000,
LimitedPartnersCapitalAccountUnitsOutstanding,,,,,1431.897,1431.897,,1431.897,1431.897,1431.897,,1431.897
OilAndGasPropertyFullCostMethodNet,1592120.000,1399638.000,1252291.000,1166884.000,1099088.000,1037758.000,560610.000,240250.000,123590.000,85161.000,66574.000,50727.000
PartnersCapital,1894090.000,1660422.000,1431958.000,1211898.000,994110.000,801891.000,439572.000,30025.000,-86509.000,-180106.000,-353974.000,-304422.000
PartnersCapitalAccountUnits,,,1507.260,,1507.260,1507.260,1507.260,1507.260,1507.260,1507.260,1507.260,1507.260
StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves,,,,,,,560610.000,,,,145990.000,
