,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,173224000.000,185611000.000,174008000.000,176025000.000,165319000.000,168406000.000,162656000.000,158549000.000,143938000.000,121720000.000,106074000.000,145150000.000,164650000.000,135639000.000,149491000.000
AccountsPayableCurrent,,46839000.000,,,,42273000.000,,,,32162000.000,,,,31402000.000,
AccountsReceivableNetCurrent,113678000.000,123612000.000,114170000.000,116456000.000,85040000.000,89361000.000,107976000.000,106465000.000,101207000.000,71670000.000,33914000.000,29653000.000,80956000.000,85034000.000,82943000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,30840000.000,,,,23357000.000,,,,16191000.000,,,,37013000.000,
AccruedIncomeTaxesCurrent,8416000.000,8538000.000,3694000.000,22444000.000,6677000.000,2102000.000,1348000.000,1501000.000,158000.000,2166000.000,4339000.000,0.000,15666000.000,11022000.000,8479000.000
AccruedProfessionalFeesCurrent,,2860000.000,,,,2120000.000,,,,2598000.000,,,,3083000.000,
AccruedSalesCommissionCurrent,,13242000.000,,,,10567000.000,,,,7283000.000,,,,3314000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,-169885000.000,,,,166338000.000,,,,122399000.000,,,,106862000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,436000.000,475000.000,657000.000,210000.000,0.000,58000.000,20993000.000,22408000.000,25362000.000,30822000.000,33946000.000,38107000.000,34429000.000,23107000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,21276000.000,22896000.000,25041000.000,22066000.000,23274000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,25114000.000,21751000.000,23553000.000,25251000.000,22066000.000,23332000.000,20993000.000,22408000.000,25362000.000,30822000.000,33946000.000,38107000.000,34429000.000,23107000.000,27377000.000
AdditionalPaidInCapital,-53714000.000,2237000.000,-46077000.000,-63164000.000,32070000.000,34530000.000,37506000.000,40490000.000,43173000.000,45935000.000,48990000.000,52065000.000,111737000.000,114004000.000,116506000.000
AllowanceForDoubtfulAccountsReceivableCurrent,8581000.000,8841000.000,8173000.000,8585000.000,8155000.000,6945000.000,5796000.000,4631000.000,4631000.000,4403000.000,0.000,3225000.000,3239000.000,3360000.000,0.000
Assets,823244000.000,857790000.000,864601000.000,844840000.000,783079000.000,748837000.000,735063000.000,705138000.000,649614000.000,606352000.000,577861000.000,655962000.000,923678000.000,820622000.000,814084000.000
AssetsCurrent,455604000.000,526905000.000,516251000.000,504275000.000,447769000.000,429959000.000,420192000.000,417863000.000,370142000.000,329976000.000,422631000.000,505711000.000,371428000.000,291817000.000,289014000.000
AssetsFairValueDisclosure,9824000.000,48369000.000,48554000.000,34606000.000,34397000.000,34456000.000,34580000.000,34690000.000,38396000.000,20401000.000,15713000.000,10890000.000,10479000.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,0.000,0.000,,,,,,,,,154829000.000,,,0.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,0.000,0.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,,,,,2053000.000,,,,,
BusinessCombinationIndemnificationAssetsAmountAsOfAcquisitionDate,,,,,,,,,,,,,4000000.000,,
CashAndCashEquivalentsAtCarryingValue,205250000.000,262921000.000,268502000.000,264004000.000,244186000.000,254580000.000,210096000.000,181587000.000,175462000.000,158121000.000,136096000.000,346074000.000,138425000.000,115445000.000,120225000.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,205250000.000,262921000.000,268502000.000,264004000.000,,254580000.000,,,,158121000.000,,,,115445000.000,
CashFlowHedgesDerivativeInstrumentsAtFairValueNet,,,657000.000,-210000.000,0.000,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,21923241.000,21934569.000,21923241.000,22241704.000,22257546.000,22286123.000,22457981.000,22570673.000,22575789.000,22591411.000,22695729.000,22908954.000,26113688.000,26128807.000,26143631.000
CommonStockSharesOutstanding,21923241.000,21933427.000,22164349.000,22212794.000,22227077.000,22251226.000,22411951.000,22358589.000,21910740.000,21830081.000,21930512.000,21993027.000,24988526.000,25003715.000,25018539.000
CommonStockValue,219000.000,219000.000,222000.000,222000.000,223000.000,223000.000,225000.000,226000.000,226000.000,226000.000,227000.000,229000.000,261000.000,261000.000,261000.000
CostMethodInvestments,,1100000.000,1100000.000,1100000.000,1100000.000,1200000.000,1100000.000,1100000.000,1100000.000,1200000.000,1200000.000,1200000.000,1200000.000,1200000.000,
DebtInstrumentCarryingAmount,,,,,,,,,,1130000.000,1124000.000,1060000.000,155065000.000,152958000.000,150012000.000
DecreaseInUnrecognizedTaxBenefitsIsReasonablyPossible,,,,,,,,,,,36000000.000,36100000.000,37900000.000,,19400000.000
DeferredCosts,88501000.000,72121000.000,64647000.000,59897000.000,50782000.000,45717000.000,41124000.000,36314000.000,33805000.000,30437000.000,20305000.000,19303000.000,17257000.000,14506000.000,13409000.000
DeferredCostsCurrent,28497000.000,34031000.000,30972000.000,24385000.000,25040000.000,14500000.000,13282000.000,12322000.000,9367000.000,7059000.000,3481000.000,2855000.000,13036000.000,4261000.000,5801000.000
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,63089000.000,
DeferredRevenueCurrent,314992000.000,320347000.000,321241000.000,305115000.000,259842000.000,239902000.000,251798000.000,247797000.000,220887000.000,185323000.000,116738000.000,103574000.000,112234000.000,90365000.000,99036000.000
DeferredRevenueNoncurrent,145119000.000,143725000.000,135656000.000,122998000.000,113264000.000,113426000.000,106222000.000,100714000.000,94197000.000,89999000.000,56729000.000,62313000.000,52480000.000,48506000.000,43568000.000
DeferredTaxAssetsDeferredIncome,,92048000.000,,,,55974000.000,,,,45927000.000,,,,30575000.000,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,18399000.000,,,,14847000.000,,,,0.000,
DeferredTaxAssetsGross,,257791000.000,,,,263120000.000,,,,277414000.000,,,,265394000.000,
DeferredTaxAssetsInProcessResearchAndDevelopment,,,,,,,,,,17330000.000,,,,0.000,
DeferredTaxAssetsLiabilitiesNet,,-22097000.000,,,,-40200000.000,,,,-41461000.000,,,,,
DeferredTaxAssetsNetCurrent,10849000.000,17938000.000,17296000.000,16036000.000,11553000.000,2329000.000,2269000.000,2089000.000,2080000.000,13781000.000,14314000.000,14298000.000,19107000.000,0.000,
DeferredTaxAssetsNetNoncurrent,9020000.000,9421000.000,8602000.000,6322000.000,8390000.000,1720000.000,1575000.000,1141000.000,1119000.000,3064000.000,2875000.000,1731000.000,4174000.000,9119000.000,9206000.000
DeferredTaxAssetsOperatingLossCarryforwards,,66582000.000,,,,109963000.000,,,,135423000.000,,,,159763000.000,
DeferredTaxAssetsOther,,7093000.000,,,,18471000.000,,,,18015000.000,,,,28356000.000,
