,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,261035.000,336670.000,590375.000,208130.000,298095.000,479352.000,315067.000,351251.000
AccountsPayableOtherCurrent,,,,,,,12319.000,12319.000
AccountsReceivableNetCurrent,66356.000,75777.000,165338.000,180429.000,59146.000,52960.000,48936.000,88767.000
AccruedIncomeTaxesCurrent,19179.000,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,467615.000,498484.000,534980.000,601797.000,636645.000,677593.000,719505.000,763250.000
AdditionalPaidInCapital,6948359.000,6948359.000,6948359.000,6948359.000,6948359.000,6948359.000,7136111.000,7136111.000
AssetRetirementObligationsNoncurrent,160162.000,212664.000,225789.000,252040.000,223296.000,225858.000,228420.000,230982.000
Assets,9065961.000,8455238.000,7363890.000,7392106.000,4219105.000,4649004.000,5434886.000,4331904.000
AssetsCurrent,2358382.000,2993054.000,1938202.000,2008510.000,1182650.000,1553562.000,1853381.000,827554.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,-409797.000,,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,2130500.000,,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,1720703.000,,,
CapitalizedCostsProvedProperties,2155500.000,2130500.000,2130500.000,2130500.000,2130500.000,2130500.000,2506004.000,2506004.000
CapitalizedCostsUnprovedProperties,,,,,0.000,,,
Cash,827916.000,1382166.000,1010142.000,865457.000,358519.000,75589.000,521778.000,512662.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,104235236.000,104235236.000,104235236.000,104235236.000,104235236.000,104235236.000,104235236.000,104235236.000
CommonStockSharesOutstanding,104235236.000,104235236.000,104235236.000,104235236.000,104235236.000,104235236.000,104235236.000,104235236.000
CommonStockValue,104235.000,104235.000,104235.000,104235.000,104235.000,104235.000,104235.000,104235.000
DebtInstrumentFaceAmount,,,,,,,35000.000,35000.000
DebtInstrumentInterestRateStatedPercentage,,,,0.065,,,0.045,0.045
DeferredIncomeTaxesAndOtherAssetsCurrent,,835275.000,,,,,,
DeferredRevenueCurrent,4992074.000,6528474.000,4599000.000,5122806.000,5796556.000,6409056.000,7838223.000,6587788.000
DeferredTaxAssetsGross,,,,,1243375.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,362262.000,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,332332.000,,,
DeferredTaxAssetsNet,,,,,825356.000,,,
DeferredTaxAssetsNetCurrent,813365.000,,604275.000,774719.000,29930.000,29930.000,29930.000,29930.000
DeferredTaxAssetsNetNoncurrent,,,,,332332.000,432267.000,526947.000,493537.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,1110835.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,56619.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAssetRetirementObligations,,,,,75921.000,,,
DeferredTaxAssetsValuationAllowance,,,,,-418019.000,,,
DeferredTaxLiabilities,,,,,-463093.000,,,
DeferredTaxLiabilitiesInvestments,,,,,-54900.000,,,
DeferredTaxLiabilitiesNoncurrent,497027.000,346526.000,346526.000,346526.000,0.000,,,
DeferredTaxLiabilitiesPrepaidExpenses,,,,,-6633.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,-381505.000,,,
DueFromAffiliateCurrent,,,,,280046.000,,0.000,0.000
DueFromAffiliates,,,,,,,280046.000,
DueToRelatedPartiesCurrent,44986.000,75659.000,1437.000,89641.000,0.000,81421.000,67454.000,136748.000
FurnitureAndFixturesGross,,,,,256825.000,,,
Goodwill,2740171.000,2740171.000,2740171.000,2740171.000,0.000,,,
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,614500.000,,,849689.000,849689.000,849689.000,849689.000
LeaseholdImprovementsGross,,,,,15000.000,,,
Liabilities,682438.000,567028.000,575024.000,598566.000,223296.000,225858.000,251307.000,250997.000
LiabilitiesAndStockholdersEquity,9065961.000,8455238.000,7363890.000,7392106.000,4219105.000,4649004.000,5434886.000,4331904.000
LiabilitiesCurrent,5317274.000,6954600.000,5206068.000,5513654.000,6147822.000,7019093.000,8244265.000,7099435.000
LongTermNotesPayable,25249.000,,2709.000,,0.000,,22887.000,20015.000
MachineryAndEquipmentGross,,,,,32544.000,,,
MinorityInterest,-896381.000,-956796.000,-579528.000,-386902.000,-991919.000,-1144847.000,-1506044.000,-1470465.000
NotesPayable,,7838.000,,,,,34089.000,31344.000
NotesPayableCurrent,,13797.000,15256.000,11683.000,7852.000,3945.000,11202.000,11329.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,87795.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,139009.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,133156.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,127303.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,121450.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,184443.000,,,
OperatingLossCarryforwards,,,,,3300000.000,,,
OperatingLossCarryforwardsValuationAllowance,,,,,1200000.000,,,
OtherAssetsNoncurrent,159462.000,187936.000,802436.000,821283.000,56210.000,56210.000,56210.000,56210.000
OtherLoansPayable,,,,11683.000,,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,0.000,,0.000,0.000
PrepaidExpenseAndOtherAssets,650745.000,699836.000,158447.000,187905.000,455009.000,1395083.000,1252737.000,196195.000
PrepaidExpenseOtherNoncurrent,1832500.000,,,,,,,
PropertyPlantAndEquipmentNet,1975446.000,1919577.000,1883081.000,1822142.000,1798224.000,1757276.000,2148659.000,2104914.000
PropertyPlantAndEquipmentOther,287561.000,287561.000,287561.000,293439.000,304369.000,304369.000,362160.000,362160.000
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,,,,,-226848.000,,,
PropertyPlantAndEquipmentOtherNet,,,,,77521.000,,,
RetainedEarningsAccumulatedDeficit,-3089964.000,-5162188.000,-4890268.000,-5385806.000,-8212688.000,-8503694.000,-8794988.000,-8788409.000
StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves,,,,,380206.000,,,
StockholdersEquity,3962630.000,1890406.000,2162326.000,1666788.000,-1160094.000,-1451100.000,-1554642.000,-1548063.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3066249.000,933610.000,1582798.000,1279886.000,-2152013.000,-2595947.000,-3060686.000,-3018528.000
ValuationAllowanceAmount,,1832500.000,1832500.000,1832500.000,,,,
