,2011-09-30,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,-113.000
CostOfGoodsAndServicesSold,0.000,0.000
DebtConversionConvertedInstrumentAmount1,,0.000
Depreciation,1408.000,1408.000
EarningsPerShareBasicAndDiluted,0.000,0.000
GrossProfit,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,8275.000,
IncomeTaxExpenseBenefit,0.000,0.000
IncreaseDecreaseInAccountsPayable,,5263.000
IncreaseDecreaseInAccountsPayableRelatedParties,,3000.000
IncreaseDecreaseInAccountsReceivable,,0.000
IncreaseDecreaseInAccruedLiabilities,,0.000
IncreaseDecreaseInDueToOfficersAndStockholdersCurrent,,0.000
InterestExpense,1677.000,5396.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,0.000
NetCashProvidedByUsedInFinancingActivities,,0.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000
NetCashProvidedByUsedInInvestingActivities,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000
NetCashProvidedByUsedInOperatingActivities,,-113.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-113.000
NetIncomeLoss,-8275.000,-9917.000
NonoperatingIncomeExpense,,-9917.000
OperatingExpenses,6598.000,4521.000
OperatingIncomeLoss,,-4521.000
PaidInKindInterest,,0.000
PaymentsToAcquireMachineryAndEquipment,,0.000
ProceedsFromIssuanceOfCommonStock,,0.000
ProceedsFromRelatedPartyDebt,,0.000
Revenues,0.000,0.000
SalesRevenueNet,0.000,0.000
SellingGeneralAndAdministrativeExpense,5190.000,3113.000
ShareBasedCompensation,,0.000
