,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,31080000.000,35332000.000,28108000.000,5036000.000,4127000.000,5160000.000,4833000.000,4142000.000,3949000.000
AccountsReceivableNetCurrent,50794000.000,54215000.000,52347000.000,41246000.000,44370000.000,53568000.000,64391000.000,68181000.000,74974000.000
AccrualForEnvironmentalLossContingencies,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,,3175000.000,
AccruedBonusesCurrent,,,,,,,,20898000.000,
AccruedLiabilitiesCurrent,12165000.000,15233000.000,18227000.000,58003000.000,48789000.000,36475000.000,39394000.000,50952000.000,38704000.000
AccruedProfessionalFeesCurrent,,,,,,,,0.000,
AssetRetirementObligation,,9908000.000,,,,,,,
AssetRetirementObligationsNoncurrent,9621000.000,9908000.000,10181000.000,10585000.000,10972000.000,11240000.000,11366000.000,13350000.000,13599000.000
Assets,1274291000.000,1118569000.000,1161446000.000,1061436000.000,1045843000.000,1126830000.000,1137232000.000,1128827000.000,1199722000.000
AssetsCurrent,108598000.000,70420000.000,93657000.000,103595000.000,97286000.000,78910000.000,84242000.000,78989000.000,90100000.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,1543796000.000,,,,1652930000.000,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,2482211000.000,,,,2697073000.000,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,938415000.000,,,,1044143000.000,
CapitalizedCostsProvedProperties,,,,1957648000.000,,,,2091337000.000,
CapitalizedCostsUnprovedProperties,625392000.000,574727000.000,621140000.000,524563000.000,530580000.000,609783000.000,620502000.000,605736000.000,671131000.000
CashAndCashEquivalentsAtCarryingValue,8368000.000,6048000.000,5570000.000,13233000.000,5013000.000,9770000.000,4848000.000,9772000.000,14005000.000
DeferredCompensationLiabilityClassifiedNoncurrent,3714000.000,6247000.000,8401000.000,7902000.000,3849000.000,5264000.000,6300000.000,1485000.000,1873000.000
DeferredRevenue,3813000.000,3427000.000,3333000.000,3257000.000,3054000.000,3477000.000,3082000.000,518000.000,658000.000
DerivativeAssetFairValueGrossLiability,342000.000,3200000.000,,,1564000.000,2545000.000,2034000.000,3879000.000,6528000.000
DerivativeAssetsCurrent,38913000.000,8294000.000,34336000.000,48260000.000,46851000.000,13412000.000,13285000.000,0.000,
DerivativeFairValueOfDerivativeAsset,40047000.000,11494000.000,48389000.000,64534000.000,56143000.000,15990000.000,15342000.000,3879000.000,
DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,39705000.000,8294000.000,48389000.000,64534000.000,54579000.000,13445000.000,13308000.000,0.000,6669000.000
DerivativeFairValueOfDerivativeLiability,379000.000,7158000.000,,,1564000.000,5481000.000,2323000.000,20598000.000,11469000.000
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,37000.000,3958000.000,,,,2936000.000,289000.000,16719000.000,4941000.000
DerivativeLiabilitiesCurrent,,1108000.000,,,,1835000.000,137000.000,16237000.000,4941000.000
DerivativeLiabilitiesNoncurrent,37000.000,2850000.000,,,,1101000.000,152000.000,482000.000,0.000
DerivativeLiabilityFairValueGrossAsset,342000.000,3200000.000,,,1564000.000,2545000.000,2034000.000,3879000.000,6528000.000
DividendsPayableCurrent,52724000.000,,,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,1211290000.000,,,,1267179000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesDevelopmentCosts,,,,84746000.000,,,,36509000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesIncomeTaxExpense,,,,,,,,3516000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,920683000.000,,,,1033405000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,,205861000.000,,,,193749000.000,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,365711000.000,,,,430390000.000,
GeneralPartnersCapitalAccount,,,,,,,0.000,0.000,0.000
Liabilities,502154000.000,93929000.000,111250000.000,150783000.000,186791000.000,349552000.000,364264000.000,403166000.000,451724000.000
LiabilitiesAndStockholdersEquity,1274291000.000,1118569000.000,1161446000.000,1061436000.000,1045843000.000,1126830000.000,1137232000.000,1128827000.000,1199722000.000
LiabilitiesCurrent,95969000.000,65497000.000,46335000.000,63039000.000,52916000.000,43470000.000,44364000.000,71331000.000,47594000.000
LimitedPartnersCapitalAccount,648672000.000,,,,,,,,
LongTermLineOfCredit,389000000.000,6000000.000,43000000.000,66000000.000,116000000.000,285000000.000,299000000.000,316000000.000,388000000.000
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAmortizationAndImpairment,1232584000.000,1382428000.000,1430004000.000,1543796000.000,1571587000.000,1601401000.000,1630119000.000,1652930000.000,1679267000.000
OilAndGasPropertySuccessfulEffortMethodGross,2394096000.000,2427965000.000,2481864000.000,2482211000.000,2509472000.000,2646558000.000,2680570000.000,2697073000.000,2776651000.000
OilAndGasPropertySuccessfulEffortMethodNet,1161512000.000,1045537000.000,1051860000.000,938415000.000,937885000.000,1045157000.000,1050451000.000,1044143000.000,1097384000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,4751000.000,,,,3297000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,1416000.000,,,,1603000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,0.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,1000.000,,,,12000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,1683000.000,,,,35000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,1651000.000,,,,1647000.000,
OtherAccruedLiabilitiesCurrent,,,,,,,,9104000.000,
OtherAssetsNoncurrent,3083000.000,2050000.000,15862000.000,,,,,,
PartnersCapitalAttributableToNoncontrollingInterest,2576000.000,2351000.000,2308000.000,1144000.000,1113000.000,1083000.000,1046000.000,1021000.000,1005000.000
PartnersCapitalIncludingPortionAttributableToNoncontrollingInterest,651248000.000,903736000.000,929260000.000,831491000.000,805051000.000,723277000.000,718953000.000,671646000.000,713853000.000
PrepaidExpenseAndOtherAssetsCurrent,10523000.000,1863000.000,1404000.000,856000.000,1052000.000,2160000.000,1718000.000,1036000.000,1121000.000
PrepaidExpenseAndOtherAssetsNoncurrent,,,,19247000.000,10504000.000,2612000.000,2402000.000,5167000.000,11659000.000
PropertyPlantAndEquipmentNet,1162610000.000,1046099000.000,1051927000.000,938594000.000,938053000.000,1045308000.000,1050588000.000,1044671000.000,1097963000.000
PropertyPlantAndEquipmentOtherAccumulatedDepreciation,13558000.000,14124000.000,14687000.000,14660000.000,14676000.000,14693000.000,14706000.000,14327000.000,14369000.000
PropertyPlantAndEquipmentOtherNet,1098000.000,562000.000,67000.000,179000.000,168000.000,151000.000,137000.000,528000.000,579000.000
StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves,,,,554972000.000,,,,603015000.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,772137000.000,1024640000.000,1050196000.000,910653000.000,859052000.000,777278000.000,772968000.000,725661000.000,747998000.000
TemporaryEquityCarryingAmountAttributableToParent,120889000.000,120904000.000,120936000.000,79162000.000,54001000.000,54001000.000,54015000.000,54015000.000,34145000.000
