,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableOtherCurrent,639000000.000,669000000.000,659000000.000,678000000.000,513000000.000,591000000.000,696000000.000,750000000.000,753000000.000,830000000.000,807000000.000,786000000.000,1529000000.000,1581000000.000,1455000000.000,1193000000.000,1054000000.000,1095000000.000,985000000.000,763000000.000,705000000.000,819000000.000,860000000.000,908000000.000,991000000.000
AccountsPayableTradeCurrent,1353000000.000,1365000000.000,1512000000.000,1471000000.000,1079000000.000,1510000000.000,1485000000.000,1451000000.000,1409000000.000,1197000000.000,1269000000.000,1229000000.000,1581000000.000,1529000000.000,1344000000.000,1400000000.000,1335000000.000,1035000000.000,940000000.000,906000000.000,640000000.000,545000000.000,529000000.000,642000000.000,638000000.000
AccountsReceivableGrossCurrent,1279000000.000,1455000000.000,1439000000.000,1388000000.000,1116000000.000,1019000000.000,1123000000.000,1255000000.000,1379000000.000,1548000000.000,1531000000.000,1531000000.000,2591000000.000,2312000000.000,2020000000.000,1975000000.000,1677000000.000,1617000000.000,1332000000.000,1123000000.000,1041000000.000,1182000000.000,1110000000.000,1374000000.000,1338000000.000
AccountsReceivableNetCurrent,1269000000.000,1446000000.000,1430000000.000,1379000000.000,1107000000.000,1005000000.000,1113000000.000,1245000000.000,1369000000.000,1538000000.000,1520000000.000,1520000000.000,2580000000.000,2301000000.000,2009000000.000,1959000000.000,1663000000.000,1602000000.000,1318000000.000,1105000000.000,1023000000.000,1167000000.000,1092000000.000,1356000000.000,1320000000.000
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,,651000000.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,45064000000.000,45643000000.000,45000000000.000,46002000000.000,46948000000.000,47331000000.000,49669000000.000,51032000000.000,53267000000.000,53353000000.000,54416000000.000,54534000000.000,54592000000.000,51183000000.000,51410000000.000,51889000000.000,57262000000.000,62406000000.000,67416000000.000,72086000000.000,75523000000.000,77292000000.000,73219000000.000,73350000000.000,73797000000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,-227000000.000,-223000000.000,-218000000.000,-215000000.000,-225000000.000,-221000000.000,-216000000.000,-213000000.000,180000000.000,177000000.000,172000000.000,170000000.000,204000000.000,200000000.000,197000000.000,192000000.000,194000000.000,190000000.000,185000000.000,174000000.000,172000000.000,167000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,1802000000.000,1954000000.000,1783000000.000,2094000000.000,1996000000.000,1813000000.000,1542000000.000,1715000000.000,1448000000.000,1150000000.000,1442000000.000,1163000000.000,983000000.000,681000000.000,725000000.000,513000000.000,424000000.000,447000000.000,450000000.000,452000000.000,456000000.000,454000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1951000000.000,2021000000.000,1412000000.000,1575000000.000,1731000000.000,1565000000.000,1879000000.000,1771000000.000,1592000000.000,1326000000.000,1502000000.000,1268000000.000,973000000.000,1270000000.000,993000000.000,779000000.000,481000000.000,528000000.000,321000000.000,230000000.000,257000000.000,265000000.000,278000000.000,284000000.000,287000000.000
AdditionalPaidInCapital,5028000000.000,4489000000.000,3827000000.000,3507000000.000,3564000000.000,3604000000.000,3644000000.000,3688000000.000,3717000000.000,3747000000.000,3777000000.000,3780000000.000,3836000000.000,3943000000.000,4004000000.000,4088000000.000,4542000000.000,4736000000.000,4773000000.000,4996000000.000,7501000000.000,7500000000.000,7487000000.000,7237000000.000,7207000000.000
