,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-13,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndNotesReceivableNet,,,,,,,113300000.000,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,28036000.000,24524000.000,33545000.000,36357000.000,47562000.000,46911000.000,38337000.000,35215000.000,43381000.000,49799000.000,38159000.000,72421000.000,61359000.000,76080000.000,44246000.000,49030000.000,50811000.000,59349000.000,92012000.000,98661000.000,116814000.000,116277000.000,57465000.000,72170000.000
AccruedInvestmentIncomeReceivable,,,,,45800000.000,54500000.000,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,,,,,143800000.000,170200000.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,73803000.000,,,,83268000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1247000.000,-832000.000,-488000.000,-93000.000,324000.000,168000.000,144000.000,142000.000,139000.000,94000.000,95000.000,91000.000,-952000.000,-318000.000,-306000.000,-2938000.000,-5609000.000,-5947000.000,-7620000.000,-5078000.000,-6975000.000,-5450000.000,-8723000.000,-11803000.000
AdditionalPaidInCapital,2757158000.000,2847054000.000,2939492000.000,2941818000.000,2984345000.000,3015240000.000,3043334000.000,2913814000.000,2931769000.000,2741531000.000,2624582000.000,2495338000.000,2413115000.000,2355627000.000,2254283000.000,2114747000.000,2084942000.000,2050681000.000,2005509000.000,1957692000.000,1928962000.000,1876342000.000,1830025000.000,1763146000.000
Assets,7389727000.000,5330771000.000,7975873000.000,9100674000.000,19232157000.000,19569404000.000,20636858000.000,21289337000.000,20620024000.000,22148374000.000,22477981000.000,22912382000.000,22447391000.000,24097605000.000,23178837000.000,23647801000.000,4901700000.000,4818050000.000,4559808000.000,4360767000.000,5162231000.000,5490215000.000,5629553000.000,6261563000.000
AssetsFairValueDisclosure,,,,,1630723000.000,1604011000.000,1744412000.000,1735976000.000,1736703000.000,1810017000.000,4033562000.000,4250666000.000,,,,,,,,,,,,
AssetsHeldForSaleCurrent,,,,,,,,,,,6413000.000,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,11059000.000,,,,,,,,,
AssetsUnderManagementCarryingAmount,,,,,,,,,,,40000000000.000,40000000000.000,,,,,,,,,,,,
AvailableForSaleSecuritiesEquitySecuritiesNoncurrent,,,,,20896000.000,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,120615000.000,135734000.000,142219000.000,131231000.000,,,,,,,,,,,,,,,,
BusinessCombinationLiabilitiesArisingFromContingenciesAmountRecognized,,,,,,,,,107342000.000,128545000.000,,,,,,,,,,,,,,
Capital,,,,,,,100000000.000,,,,,,,,,,,,,,,,,
