,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AccountsPayableCurrent,264000000.000,845900000.000,780700000.000,729300000.000,760200000.000,758500000.000,708900000.000,677500000.000,754600000.000,758100000.000,802100000.000,738300000.000,818300000.000,787100000.000,812800000.000,756800000.000,789800000.000
AccountsReceivableNetCurrent,330100000.000,1127900000.000,1109600000.000,986300000.000,1054500000.000,1065900000.000,1075600000.000,1000700000.000,1067400000.000,1111000000.000,1134900000.000,981200000.000,1001000000.000,1080000000.000,1118700000.000,1016800000.000,974000000.000
AccrualForEnvironmentalLossContingencies,,3500000.000,3400000.000,3400000.000,4700000.000,4600000.000,4500000.000,5200000.000,5100000.000,4400000.000,4300000.000,4200000.000,4100000.000,4000000.000,4300000.000,4300000.000,4000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1166500000.000,1249000000.000,1318700000.000,1425900000.000,1534000000.000,1632700000.000,1751600000.000,1854800000.000,1956300000.000,2065000000.000,2154700000.000,2256800000.000,2349500000.000,2463400000.000,2564900000.000,2653100000.000,2750500000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,-1600000.000,,,,-200000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,29500000.000,,,,47500000.000,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-73100000.000,-62000000.000,-299200000.000,-288200000.000,-277400000.000,-280100000.000,-500500000.000,-496600000.000,-488900000.000,-497900000.000,-300600000.000,-307300000.000,-317200000.000,-303300000.000,-495300000.000,-517100000.000,-541200000.000
AdditionalPaidInCapital,302200000.000,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,2764100000.000,2762700000.000,2769700000.000,2784800000.000,2799000000.000,2810800000.000,2821500000.000,2841800000.000,2856900000.000,2871400000.000,2872100000.000,2885100000.000,2888600000.000,2839800000.000,2849300000.000,2870100000.000
AllowanceForDoubtfulAccountsReceivableCurrent,8700000.000,30800000.000,30100000.000,31600000.000,29000000.000,23400000.000,26900000.000,27300000.000,26700000.000,29600000.000,26800000.000,22800000.000,23400000.000,24100000.000,25100000.000,26900000.000,24700000.000
