,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,417124000.000,507815000.000,372543000.000,316599000.000,372173000.000,405050000.000,277881000.000,214148000.000,298947000.000,235064000.000,253747000.000,230970000.000,293691000.000,252682000.000,337493000.000,276852000.000,303110000.000,316962000.000,317248000.000,309157000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,60633000.000,,,,76798000.000,,,,86884000.000,,,,100356000.000,,,,94481000.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,20369000.000,,,,6978000.000,,,,-353000.000,,,,-3378000.000,,,,165000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-89196000.000,-106731000.000,-86784000.000,-80324000.000,-80389000.000,-56879000.000,-52615000.000,-53647000.000,-53936000.000,-51108000.000,-65597000.000,-69893000.000,-48659000.000,-72716000.000,-64013000.000,-96789000.000,-108733000.000,-100833000.000,-51522000.000,-46167000.000
AdditionalPaidInCapitalCommonStock,562327000.000,812823000.000,811085000.000,823696000.000,827682000.000,830758000.000,832351000.000,834460000.000,837991000.000,840667000.000,851158000.000,858925000.000,865632000.000,873175000.000,874806000.000,877275000.000,879169000.000,882386000.000,905573000.000,914894000.000
AdvancesFromFederalHomeLoanBanks,,484565000.000,,,,1872700000.000,2353000000.000,,3773000000.000,3953000000.000,4004000000.000,,,,5877000000.000,,,,5506000000.000,
Assets,13774821000.000,16509440000.000,18242878000.000,18306488000.000,18362872000.000,17612089000.000,17640984000.000,17630948000.000,19753820000.000,20510342000.000,21617788000.000,23347219000.000,24120491000.000,25214743000.000,26601026000.000,26641399000.000,27354310000.000,28703045000.000,27838086000.000,27776579000.000
AvailableForSaleSecurities,1937748000.000,1722556000.000,1619878000.000,1497278000.000,1357752000.000,1205340000.000,1115627000.000,1118646000.000,1029667000.000,987345000.000,776311000.000,719645000.000,656587000.000,574104000.000,555019000.000,504769000.000,461141000.000,486902000.000,485836000.000,447593000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,6037000.000,6568000.000,4818000.000,2720000.000,1889000.000,1203000.000,1832000.000,2844000.000,4380000.000,4589000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,6605000.000,6541000.000,7550000.000,7015000.000,7371000.000,9633000.000,7383000.000,5675000.000,4109000.000,3643000.000
