,2012-08-31,2012-11-30,2013-02-28,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,,,76043.000,109904.000,591378.000,555366.000,479084.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,600.000,600.000,2000.000,,,,,
AccountsReceivableNetCurrent,,,,1797.000,145368.000,37597.000,84472.000,38605.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,278.000,694.000,1111.000,1528.000,1944.000
AdditionalPaidInCapital,8100.000,8100.000,42300.000,1937319.000,14332204.000,20772983.000,21002476.000,22271576.000
Assets,5052.000,1352.000,28773.000,269716.000,881567.000,310505.000,392823.000,226057.000
AssetsCurrent,5052.000,1352.000,28773.000,264994.000,877261.000,306616.000,389351.000,223001.000
BusinessCombinationStepAcquisitionEquityInterestInAcquireePercentage,,,,,,0.100,,
Cash,,,,261592.000,654498.000,153834.000,180793.000,
CashAndCashEquivalentsAtCarryingValue,5052.000,1352.000,28773.000,261592.000,654498.000,153834.000,180793.000,36977.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,5000000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,9000000.000,9000000.000,12000000.000,14031065.000,19183098.000,21103430.000,21640560.000,27522626.000
CommonStockSharesOutstanding,9000000.000,9000000.000,12000000.000,14031065.000,19183098.000,21103430.000,21640560.000,27522626.000
CommonStockValue,900.000,900.000,1200.000,1401.000,1918.000,2110.000,2164.000,2752.000
ConvertibleDebtCurrent,,,,,,,13217.000,30643.000
ConvertibleNotesPayable,,,,,,130217.000,,
ConvertibleNotesPayableCurrent,,,,132677.000,13150.000,65382.000,322422.000,444414.000
DebtInstrumentFaceAmount,,,,,,,866819.000,1380319.000
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,136850.000,,,
DeferredRevenue,,,,,62859.000,,,
DeferredRevenueCurrent,,,,,62859.000,62859.000,269267.000,241404.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,5440000.000,,
DeferredTaxAssetsValuationAllowance,,,,,,5440000.000,,
DerivativeLiabilities,,,,1053500.000,211685.000,,,
EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,,,,,,991148.000,1851226.000,4740865.000
EquityMethodInvestmentOwnershipPercentage,,,,0.681,1.000,1.000,,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,1053500.000,211685.000,,,
Liabilities,600.000,600.000,2000.000,1262220.000,397598.000,1810246.000,3138641.000,6082683.000
LiabilitiesAndStockholdersEquity,5052.000,1352.000,28773.000,269716.000,881567.000,310505.000,392823.000,226057.000
LiabilitiesCurrent,,,,1262220.000,397598.000,1810246.000,3138641.000,6082683.000
LoansPayableCurrent,,,,,,,,167450.000
MinorityInterest,,,,-919517.000,,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,78324.000,58743.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,32635.000,32635.000,
OperatingLossCarryforwards,,,,,,16000000.000,,
PreferredStockParOrStatedValuePerShare,,,,0.000,0.000,,0.000,0.000
PreferredStockSharesAuthorized,,,,100000000.000,100000000.000,,100000000.000,100000000.000
PrepaidExpenseAndOtherAssetsCurrent,,,,1605.000,66447.000,115185.000,124086.000,147419.000
PropertyPlantAndEquipmentGross,,,,5000.000,5000.000,5000.000,5000.000,5000.000
PropertyPlantAndEquipmentNet,,,,4722.000,4306.000,3889.000,3472.000,3056.000
RetainedEarningsAccumulatedDeficit,-4548.000,-8248.000,-16727.000,-2011707.000,-13850153.000,-22274834.000,-23750458.000,-28130954.000
SaleOfStockPricePerShare,,,0.011,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,,3100000.000,,
SharesIssuedPricePerShare,,,,,2.900,,0.400,
StockholdersEquity,4452.000,752.000,26773.000,-72987.000,,,,-5856626.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4452.000,752.000,26773.000,-992504.000,483969.000,-1499741.000,-2745818.000,-5856626.000
WarrantsAndRightsOutstanding,,,,,,145838.000,140360.000,9466.000
