,2012-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,11182000.000
AdvertisingExpense,5400000.000
AmortizationOfIntangibleAssets,2100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,15783765.000
CapitalExpendituresIncurredButNotYetPaid,1306000.000
CapitalLeaseObligationsIncurred,1007000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,8487000.000
ComprehensiveIncomeNetOfTax,-21029000.000
ConversionOfStockSharesConverted1,18554573.000
CostOfGoodsSoldSubscription,56770000.000
CostOfRevenue,103600000.000
CostOfServices,46830000.000
CurrentFederalTaxExpenseBenefit,0.000
CurrentForeignTaxExpenseBenefit,0.000
CurrentIncomeTaxExpenseBenefit,0.000
CurrentStateAndLocalTaxExpenseBenefit,0.000
DeferredFederalIncomeTaxExpenseBenefit,0.000
DeferredForeignIncomeTaxExpenseBenefit,0.000
DeferredIncomeTaxExpenseBenefit,0.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,0.000
DefinedContributionPlanCostRecognized,1000000.000
Depreciation,21300000.000
DepreciationDepletionAndAmortization,23356000.000
EarningsPerShareBasic,-0.390
EarningsPerShareDiluted,-0.390
EffectOfExchangeRateOnCashAndCashEquivalents,107000.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.340
FederalIncomeTaxExpenseBenefitContinuingOperations,0.000
FiniteLivedIntangibleAssetsAcquired,25106000.000
ForeignIncomeTaxExpenseBenefitContinuingOperations,0.000
GeneralAndAdministrativeExpense,39725000.000
GoodwillAcquiredDuringPeriod,89968000.000
GoodwillAllocationAdjustment,-193000.000
GrossProfit,188672000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-596000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign,-20362000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-20958000.000
IncomeTaxExpenseBenefit,0.000
IncomeTaxExpenseBenefitContinuingOperations,0.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,7165000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,0.000
