,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CapitalExpendituresIncurredButNotYetPaid,,,2040000.000,,132000.000,,,,14000.000,,,,40000.000
CapitalLeaseObligationsIncurred,,,453000.000,,0.000,,,,1586000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-3157000.000,,,,,,-10014000.000,,,,-7827000.000
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,-12972000.000,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,-11914000.000,-10985000.000,-9799000.000,-11030000.000,-9276000.000,-6783000.000,-7202000.000,-7810000.000,-7629000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-3017000.000,-6110000.000,-10246000.000,-10385000.000,,,,,,,,,
ConcentrationRiskPercentage1,0.060,,,,,,,,,,,,
CostOfRevenue,3398000.000,1077000.000,1652000.000,2849000.000,1998000.000,2994000.000,2340000.000,1924000.000,2269000.000,3118000.000,2493000.000,1642000.000,2279000.000
DepreciationDepletionAndAmortization,,,488000.000,,833000.000,,,,594000.000,,,,521000.000
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,-1089000.000,,0.000,,,,,,,,,
EarningsPerShareBasic,,-0.470,,-0.500,,,,,,,,,
EarningsPerShareBasicAndDiluted,-2.360,,-0.520,,-0.490,-0.450,-0.400,,-0.380,-0.280,-0.290,-0.310,-0.310
EarningsPerShareDiluted,,-0.530,,-0.500,,,,,,,,,
GainLossOnDispositionOfAssets1,,,,,-4000.000,,,,-5000.000,,,,4000.000
GainsLossesOnExtinguishmentOfDebt,49000.000,,49000.000,0.000,49000.000,,,,,,,,
GrossProfit,1102000.000,269000.000,1138000.000,780000.000,58000.000,363000.000,135000.000,-11000.000,400000.000,1931000.000,1141000.000,1048000.000,1875000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,,,,,66000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-11914000.000,-10985000.000,-9799000.000,-11030000.000,-9276000.000,-6783000.000,-7202000.000,-7810000.000,-7629000.000
