,2011-12-31,2012-12-31,2013-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,,,607480.000
AdvertisingExpense,1757057.000,257944.000,0.000
AdvertisingRevenue,2046594.000,-964442.000,
AllocatedShareBasedCompensationExpense,,233150.000,42500.000
CashAcquiredFromAcquisition,60000.000,,
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-716382.000
ContributionsFromNoncontrollingInterests,199800.000,,
CostOfGoodsSold,1439700.000,2129240.000,2537248.000
CostOfServicesEnvironmentalRemediation,676688.000,,
CostsAndExpensesRelatedParty,,,474559.000
DeferredCompensationArrangementWithIndividualCompensationExpense,,,281900.000
DefinedBenefitPlanRecognizedNetGainLossDueToSettlements1,,,224674.000
Depreciation,1009.000,6499.000,5009.000
DepreciationExpenseOnReclassifiedAssets,,,5009.000
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,15734.000,564981.000
FairValueAssumptionsExpectedDividendRate,,0.000,
FairValueAssumptionsExpectedVolatilityRate,,0.680,
FairValueAssumptionsRiskFreeInterestRate,,0.002,
GainLossOnDispositionOfAssets,,,100609.000
GainsLossesOnExtinguishmentOfDebt,,,135261.000
GeneralAndAdministrativeExpense,484905.000,2460462.000,2722316.000
GrossProfit,494711.000,1161574.000,1156772.000
IncomeLossFromContinuingOperations,-3610840.000,-3719547.000,-5057431.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,620670.000,716382.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-1459578.000,-3262175.000,-4582669.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-3678440.000,-3882845.000,-5299051.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,2218862.000,620670.000,716382.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.060,-0.120,-0.170
IncreaseDecreaseInAccountsPayable,375586.000,454147.000,164875.000
IncreaseDecreaseInAccountsReceivable,-205444.000,-1384611.000,1210493.000
IncreaseDecreaseInDemandDeposits,122688.000,561714.000,-664328.000
IncreaseDecreaseInDueToOtherRelatedParties,-50046.000,-2705.000,
IncreaseDecreaseInInterestPayableNet,-2921.000,16086.000,309026.000
IncreaseDecreaseInInventories,54467.000,-52973.000,-943894.000
IncreaseDecreaseInNotesPayableRelatedParties,641328.000,246801.000,69758.000
IncreaseDecreaseInOtherOperatingLiabilities,2002.000,233623.000,50525.000
IncreaseDecreaseInPrepaidExpense,-100994.000,6360.000,-341529.000
IncreaseDecreaseInRestrictedCash,,,-1342158.000
IncrementalCommonSharesAttributableToEquityUnitPurchaseAgreements,,,15000.000
InterestExpense,-67600.000,-136459.000,702371.000
InterestExpenseDebt,,46666.000,
InterestIncomeExpenseNet,,,207.000
InterestPaid,64679.000,91912.000,604012.000
IssuanceOfStockAndWarrantsForServicesOrClaims,670950.000,487700.000,621020.000
LeaseAndRentalExpense,,12800.000,
MarketingAndAdvertisingExpense,,,1042284.000
MergerAndAcquisitionCosts,5667.000,,
MinorityInterestInNetIncomeLossOfConsolidatedEntities,-2218862.000,,
NetCashProvidedByUsedInFinancingActivities,1303287.000,4311208.000,4321788.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1303287.000,4311208.000,4321788.000
NetCashProvidedByUsedInInvestingActivities,-5851.000,-10915.000,72697.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-5851.000,-10915.000,72697.000
NetCashProvidedByUsedInOperatingActivities,-1174748.000,-3738579.000,-5058813.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1174748.000,-3738579.000,-5058813.000
NetIncomeLoss,-1459578.000,-3262175.000,-4582669.000
NoncashContributionExpense,422978.000,,
OperatingExpenses,4105551.000,4881121.000,6214203.000
OtherCostAndExpenseOperating,,120573.000,179844.000
OtherExpenses,,-163298.000,
OtherNonoperatingIncomeExpense,,,-241620.000
PartnersCapitalAccountUnitsContributed,622778.000,,
PaymentsToAcquireProductiveAssets,,,995053.000
ProceedsFromAccountsReceivableSecuritization,317293.000,691027.000,-695820.000
ProceedsFromIssuanceOfDebt,,,5400000.000
