,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,4798494.000,1236955.000,1569166.000,1646476.000,1412314.000,1598165.000,940271.000,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,4812639.000,1249407.000,1698051.000,1822769.000,1602785.000,1786197.000,1125366.000,,
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,9518.000,21845.000,22004.000,22285.000,21878.000,21265.000,20653.000,20040.000,19131.000,18011.000,16891.000,15770.000,15839.000,14145.000,12452.000,128885.000,176293.000,,,,,
AccountsPayableCurrent,478011.000,174038.000,263934.000,350329.000,222983.000,355909.000,1365663.000,567185.000,448282.000,1473341.000,850789.000,932105.000,1238176.000,524795.000,1814210.000,1050515.000,1316292.000,817021.000,1794127.000,1251473.000,707292.000,1055324.000,933176.000,917928.000
AccruedEmployeeBenefitsCurrent,,,,,147936.000,127912.000,5949.000,40290.000,31256.000,78697.000,14539.000,54671.000,37902.000,92292.000,31956.000,,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,476063.000,419706.000,302880.000,437315.000,1210044.000,1558360.000,1307951.000,1522632.000,1143106.000,5430071.000,4056655.000,,,,,,,,,
AccruedLiabilitiesCurrent,178125.000,248616.000,569867.000,528962.000,454059.000,397421.000,281002.000,416050.000,1189391.000,1538320.000,1288820.000,1504621.000,1126215.000,5414301.000,4040816.000,,,,1646476.000,1412314.000,1598165.000,940271.000,1161359.000,987612.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,1342521.000,1163604.000
AccruedProfessionalFeesCurrent,,,,,84141.000,110052.000,51050.000,98123.000,96570.000,115814.000,117240.000,224285.000,224203.000,201290.000,43973.000,149142.000,92146.000,108674.000,330490.000,467317.000,42536.000,37853.000,102673.000,124653.000
AccruedRentNoncurrent,,,,,22004.000,22285.000,21878.000,21265.000,20653.000,20040.000,19131.000,18011.000,16891.000,15770.000,15839.000,14145.000,12452.000,128885.000,176293.000,190471.000,188032.000,185095.000,181162.000,175992.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,64585.000,67310.000,69963.000,75327.000,81033.000,86740.000,92446.000,91903.000,97986.000,105221.000,113193.000,121341.000,130316.000,99575.000,70074.000,83272.000,92036.000,101516.000,113480.000,126438.000
AdditionalPaidInCapital,,39604125.000,41838614.000,41883663.000,45861056.000,51462593.000,56759697.000,56801449.000,56869787.000,75044029.000,75670718.000,75728876.000,102463552.000,102908178.000,105015871.000,141793196.000,142521354.000,144827490.000,145469078.000,145915762.000,146273031.000,146805233.000,147374028.000,148128172.000
AdditionalPaidInCapitalCommonStock,39555140.000,,,,,,,,,,,,,,,,,,,,,,,
Assets,5610089.000,4297751.000,6249257.000,4988771.000,7704075.000,12105212.000,16789245.000,14467991.000,12545202.000,28694977.000,25369554.000,22229580.000,45929396.000,45844501.000,43908086.000,76049740.000,68336766.000,64562756.000,60101570.000,53666043.000,48940846.000,45313216.000,41706853.000,37696938.000
AssetsCurrent,5573845.000,4268959.000,6228183.000,4965517.000,7681631.000,12085492.000,16726678.000,14401356.000,12484273.000,28639755.000,25320038.000,22168043.000,45855112.000,45764333.000,43827821.000,75969713.000,68264584.000,64356233.000,59901133.000,53478804.000,48673440.000,45055290.000,41453761.000,37456804.000
CapitalLeaseObligations,,,,,,,,,,,,,,,,,,,,,,,0.000,
CashAndCashEquivalentsAtCarryingValue,3406091.000,2151432.000,6029067.000,4722795.000,7514843.000,11973860.000,1409939.000,646045.000,879076.000,12962966.000,2215958.000,1072465.000,14801544.000,11263677.000,9096778.000,41323435.000,37221453.000,32750459.000,28235016.000,22227962.000,18717104.000,17638100.000,13893064.000,9981044.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,11973860.000,,,,,,,13000934.000,10030873.000,7053310.000,40076603.000,,,,,,,,
CertificatesOfDepositAtCarryingValue,2001688.000,2003707.000,,,,,6502825.000,5005380.000,4008305.000,4010160.000,4011576.000,3712961.000,3713885.000,3714634.000,3715383.000,3715935.000,3716399.000,3716823.000,3717229.000,3717599.000,2767946.000,568031.000,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000,150000000.000
CommonStockSharesIssued,21654680.000,21654680.000,24701420.000,24741520.000,30741520.000,34741520.000,41420687.000,41420687.000,41470687.000,53986937.000,54132937.000,54145633.000,67169383.000,67169383.000,69119092.000,82009849.000,82096806.000,82695072.000,82850619.000,82870649.000,82870649.000,82870649.000,82972316.000,82972316.000
CommonStockSharesOutstanding,21654680.000,21654680.000,24701420.000,24741520.000,30741520.000,34741520.000,41420687.000,41420687.000,41470687.000,53986937.000,54132937.000,54145633.000,67169383.000,67169383.000,69119092.000,82009849.000,82096806.000,82695072.000,82850619.000,82870649.000,82870649.000,82870649.000,82972316.000,82972316.000
CommonStockValue,21655.000,21655.000,24701.000,24742.000,30742.000,34742.000,41421.000,41421.000,41471.000,53987.000,54133.000,54146.000,67170.000,67170.000,69119.000,82010.000,82097.000,82695.000,82851.000,82871.000,82871.000,82871.000,82972.000,82972.000
DeferredRentCreditCurrent,,,,,,,765.000,1259.000,1752.000,2245.000,2746.000,3254.000,3762.000,4270.000,4158.000,4930.000,5702.000,18093.000,18093.000,18093.000,18093.000,18093.000,18094.000,19328.000
DeferredRentCreditNoncurrent,,,,,,,22643.000,,,,21877.000,,,,19997.000,,,,194386.000,,,,199256.000,
DeferredTaxAssetsGross,,,,,,,,,,,,,,,,,,,,,,,42596726000.000,
DeferredTaxAssetsNet,,,,,,,15591000.000,,,,19387000.000,,,,24895000.000,,,,34309000.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,,,,,,,,,,,,21050217000.000,
DeferredTaxAssetsOther,,,,,,,,,,,,,,,,,,,,,,,207133000.000,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,,,,,,,,,,,,,,,,,6960838000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,,,,,,,,,,,,,,,,,1555425000.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,,,,,,,,,42596726000.000,
DepositsAssetsNoncurrent,10511.000,10511.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000,8888.000
EmployeeRelatedLiabilitiesCurrent,,,,,,,,,,,,,,,,238842.000,568886.000,836340.000,894846.000,535919.000,764800.000,445325.000,264237.000,85534.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,222000.000,176000.000,,,,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,,,,498587.000,543913.000,1042500.000,3544201.000,1819562.000,2136539.000,2360130.000,3266917.000,2794891.000,3564299.000,2979038.000,1397959.000,1008363.000,275007.000,122224.000,229172.000,122226.000,519461.000
InvestmentsFairValueDisclosure,,,,,,,,,,,,,26497589.000,26468664.000,26462962.000,26497769.000,26465464.000,26495033.000,26444150.000,26509351.000,26537413.000,26538304.000,26512753.000,26545898.000
Liabilities,656136.000,422654.000,2488559.000,2272169.000,1293160.000,2710295.000,2167130.000,1548413.000,2700826.000,6575902.000,3978302.000,4591276.000,4741412.000,9221783.000,8665756.000,9427453.000,5544737.000,3913031.000,4625259.000,3129265.000,2615713.000,2409862.000,2397923.000,2600993.000
LiabilitiesAndStockholdersEquity,5610089.000,4297751.000,6249257.000,4988771.000,7704075.000,12105212.000,16789245.000,14467991.000,12545202.000,28694977.000,25369554.000,22229580.000,45929396.000,45844501.000,43908086.000,76049740.000,68336766.000,64562756.000,60101570.000,53666043.000,48940846.000,45313216.000,41706853.000,37696938.000
LiabilitiesCurrent,656136.000,422654.000,833801.000,879291.000,677042.000,753330.000,1646665.000,983235.000,1637673.000,3011661.000,2139609.000,2436726.000,2364391.000,5939096.000,5855026.000,5849009.000,2553247.000,2386187.000,3440603.000,2663787.000,2305457.000,1995595.000,2094535.000,1905540.000
LitigationReserve,,,,,,,,,,,,,,3500000.000,3500000.000,3500000.000,,,,,,,,
LossContingencyReceivable,,,,,,,,,,,,,,3500000.000,3500000.000,3500000.000,,,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,344407.000,,,,279616.000,,,,310988.000,,,,1506495.000,,,,1321250.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,66232.000,,,,68534.000,,,,103902.000,,,,185244.000,,,,207421.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,67827.000,,,,,,,,,,,,226655.000,,,,233454.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,72198.000,,,,67828.000,,,,,,,,220053.000,,,,226655.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,70096.000,,,,72678.000,,,,100076.000,,,,213644.000,,,,220053.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,68054.000,,,,70576.000,,,,107010.000,,,,207421.000,,,,213644.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,,,,,,453478.000,,,,220023.000,
OperatingLossCarryforwards,,,,,,,22997000.000,,,,30675000.000,,,,40604000.000,,,,49922000.000,,,,56300000.000,
OtherAccruedLiabilitiesCurrent,,,,,9407.000,5823.000,10666.000,10839.000,3364.000,2930.000,5546.000,4397.000,3213.000,8531.000,11801.000,41057.000,77961.000,21614.000,17642.000,16595.000,29845.000,24957.000,,7723.000
OtherAccruedLiabilitiesNoncurrent,,,,,,,,,,,,,,,,,,,,190471.000,188032.000,185095.000,181162.000,175992.000
OtherLiabilitiesNoncurrent,,,1645240.000,1371033.000,594114.000,1934680.000,498587.000,543913.000,1042500.000,,,,,,,,,,,,,,,
OtherPrepaidExpenseCurrent,,,,,4305.000,4593.000,14713.000,4726.000,10008.000,24479.000,23151.000,58826.000,32256.000,45046.000,34380.000,109316.000,37255.000,53243.000,34716.000,36097.000,34615.000,36153.000,36444.000,57476.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
