,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2015-06-30,2015-09-30
AdjustmentForAmortization,,,,,,106341.000,,,,
AmortizationOfDebtDiscountPremium,,14978.000,,72246.000,,316907.000,,,,
AmortizationOfFinancingCosts,,465.000,,9903.000,,106341.000,,,,
AmortizationOfIntangibleAssets,,24462.000,,43662.000,,34098.000,,,,
AssetsFairValueAdjustment,,,,,,0.000,,,,
CashAcquiredFromAcquisition,,,,,,736.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,8200.000,,-32079.000,,-104030.000,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,-35028.000,,,,
Depreciation,,,,33113.000,,12058.000,,,,
DepreciationAndAmortization,28290.000,47474.000,77315.000,76775.000,60682.000,46157.000,51398.000,55156.000,38260.000,40789.000
DepreciationDepletionAndAmortization,,22547.000,,33113.000,,12058.000,,,,
DerivativeGainLossOnDerivativeNet,,,,,,-793579.000,15915.000,0.000,-3833.000,2318.000
EarningsPerShareBasic,,,,,,,,,,0.000
EarningsPerShareBasicAndDiluted,,-0.010,-0.000,0.000,0.000,-0.000,-0.000,0.000,-0.040,
EarningsPerShareDiluted,,,,,,,,,,0.000
GainLossOnDerivativeInstrumentsNetPretax,-122289.000,,,,,,,,,
GainsLossesOnRestructuringOfDebt,,,,,,,,,0.000,
GeneralAndAdministrativeExpense,161495.000,224265.000,201766.000,121231.000,231705.000,291693.000,278446.000,113308.000,662788.000,50425.000
IncomeTaxesPaid,,,,0.000,,0.000,,,,
IncreaseDecreaseInAccountsPayable,,-4180.000,,,,40324.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,-8364.000,,,,,,
IncreaseDecreaseInAccountsReceivable,,-94198.000,,-7315.000,,9052.000,,,,
IncreaseDecreaseInAccruedLiabilities,,25333.000,,,,-8460.000,,,,
IncreaseDecreaseInDeferredRevenue,,-9270.000,,12054.000,,-25903.000,,,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,793579.000,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,5283.000,,29072.000,,,,
