,2014-09-24,2014-12-31,2015-04-01,2015-07-01,2015-09-30,2015-12-30,2016-03-30,2016-06-29,2016-09-28,2016-12-28,2017-03-29
AccountsPayableCurrent,14716000.000,5528000.000,5038000.000,7156000.000,10595000.000,11046000.000,8786000.000,9050000.000,9388000.000,11637000.000,12334000.000
AccruedAdvertisingCurrent,868000.000,832000.000,,,,204000.000,1137000.000,,,0.000,
AccruedIncomeTaxesCurrent,,,,,,67000.000,107000.000,28000.000,32000.000,120000.000,88000.000
AccruedInsuranceCurrent,3946000.000,3818000.000,3982000.000,4575000.000,4851000.000,5021000.000,4971000.000,4973000.000,5161000.000,5444000.000,5585000.000
AccruedLiabilitiesForUnredeeemedGiftCards,,1535000.000,1366000.000,1385000.000,1386000.000,1810000.000,1498000.000,1525000.000,1502000.000,1870000.000,1650000.000
AccumulatedCapitalizedInterestCosts,,353000.000,,,,241000.000,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,73764000.000,75310000.000,77465000.000,79909000.000,81884000.000,84493000.000,87122000.000,90304000.000,93807000.000,96382000.000,100081000.000
AdditionalPaidInCapitalCommonStock,352977000.000,359465000.000,359934000.000,363935000.000,369984000.000,369635000.000,369617000.000,370592000.000,371024000.000,371843000.000,371984000.000
Assets,477025000.000,455306000.000,447463000.000,443323000.000,450785000.000,461028000.000,466053000.000,467018000.000,467213000.000,471305000.000,463352000.000
AssetsCurrent,53131000.000,43983000.000,40003000.000,38237000.000,39072000.000,38623000.000,39319000.000,36351000.000,30441000.000,35885000.000,20980000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,87000.000,87000.000,100000.000,
CapitalLeaseObligationsCurrent,222000.000,208000.000,203000.000,194000.000,185000.000,177000.000,171000.000,172000.000,159000.000,144000.000,125000.000
CapitalLeaseObligationsNoncurrent,691000.000,638000.000,592000.000,550000.000,506000.000,461000.000,421000.000,378000.000,347000.000,317000.000,288000.000
CapitalLeasedAssetsGross,1800000.000,1800800.000,1596400.000,1559200.000,1559200.000,1559200.000,1559200.000,1600000.000,1600000.000,1600000.000,1600000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,142000.000,128000.000,118000.000,108000.000,99000.000,89000.000,82000.000,76000.000,70000.000,64000.000,58000.000
CapitalLeasesFutureMinimumPaymentsDue,,1199000.000,,,,879000.000,,,,620000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,320000.000,,,,259000.000,,,,199000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,95000.000,,,,54000.000,,,,54000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,172000.000,,,,95000.000,,,,54000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,199000.000,,,,172000.000,,,,95000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,259000.000,,,,199000.000,,,,172000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,154000.000,,,,100000.000,,,,46000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,159000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,846000.000,,,,638000.000,,,,461000.000,
CapitalLeasesFutureMinimumSubleaseRentals,,172000.000,,,,100000.000,,,,28000.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,1700000.000,1673000.000,1478000.000,1451000.000,1461000.000,1470000.000,1478000.000,1500000.000,1500000.000,1500000.000,1500000.000
CashAndCashEquivalentsAtCarryingValue,41825000.000,11499000.000,8587000.000,6414000.000,8207000.000,6101000.000,8864000.000,9496000.000,6529000.000,2168000.000,6652000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,36929835.000,37420450.000,37438686.000,38263873.000,38284435.000,38284435.000,38296787.000,38419933.000,38473772.000,38473772.000,38467205.000
CommonStockSharesOutstanding,36929835.000,37420450.000,37438686.000,38263873.000,38284435.000,38284435.000,38296787.000,38419933.000,38473772.000,38473772.000,38467205.000
CommonStockValue,369000.000,374000.000,374000.000,382000.000,383000.000,383000.000,383000.000,384000.000,385000.000,385000.000,385000.000
DebtInstrumentInterestRateEffectivePercentage,,0.022,,,,0.020,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,4600000.000,,,,,,,,,
DeferredIncomeTaxAssetsNet,,,,,,,,,,,6482000.000
DeferredIncomeTaxLiabilities,,41696000.000,,,,42688000.000,,,,41889000.000,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,2465000.000
DeferredRentCreditNoncurrent,6750000.000,6204000.000,6579000.000,6611000.000,6865000.000,6611000.000,6982000.000,7186000.000,7765000.000,8328000.000,8415000.000
DeferredTaxAssetsDeferredGainOnSaleLeasebackTransaction,,362000.000,,,,273000.000,,,,197000.000,
DeferredTaxAssetsGross,,76752000.000,,,,65415000.000,,,,52617000.000,
DeferredTaxAssetsLiabilitiesNet,,35056000.000,,,,19807000.000,,,,7417000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,19490000.000,,,,21656000.000,,,,21457000.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,15566000.000,,,,-1849000.000,,,,,
DeferredTaxAssetsNet,,76752000.000,,,,62495000.000,,,,49306000.000,
DeferredTaxAssetsNetCurrent,577000.000,19490000.000,19360000.000,19360000.000,18975000.000,21656000.000,17955000.000,12940000.000,10032000.000,21457000.000,
DeferredTaxAssetsNetNoncurrent,28014000.000,15566000.000,10982000.000,5921000.000,5500000.000,6891000.000,6891000.000,6891000.000,6891000.000,4448000.000,
DeferredTaxAssetsOperatingLossCarryforwards,,50912000.000,,,,45081000.000,,,,30452000.000,
DeferredTaxAssetsOther,,3995000.000,,,,2293000.000,,,,2737000.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,4621000.000,,,,,,,,,
DeferredTaxAssetsTaxCreditCarryforwards,,10815000.000,,,,11433000.000,,,,11982000.000,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,200000.000,,,,400000.000,,,,700000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,,652000.000,,,,583000.000,,,,658000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,1626000.000,,,,1778000.000,,,,1932000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,3348000.000,,,,3758000.000,,,,4351000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLegalSettlements,,421000.000,,,,216000.000,,,,308000.000,
DeferredTaxAssetsValuationAllowance,,65000000.000,,,,2920000.000,,,,3311000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,,8272000.000,,,,8557000.000,,,,8809000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,26488000.000,,,,26525000.000,,,,26463000.000,
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,,,,,18488000.000,
DeferredTaxLiabilitiesNoncurrent,,,,,,8740000.000,8740000.000,8740000.000,8740000.000,14040000.000,
DeferredTaxLiabilitiesOther,,6287000.000,,,,5087000.000,,,,4323000.000,
DeferredTaxLiabilitiesPrepaidExpenses,,649000.000,,,,761000.000,,,,523000.000,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,1758000.000,,,,1771000.000,
DevelopmentInProcess,,,,,,1100000.000,,,,,
EmployeeRelatedLiabilitiesCurrent,7419000.000,7970000.000,7838000.000,6190000.000,7891000.000,6693000.000,8524000.000,7048000.000,9231000.000,5754000.000,9378000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,1000000.000,1100000.000,,600000.000,1700000.000,1800000.000,1200000.000,1100000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,2300000.000,800000.000,1400000.000,,,900000.000,,,,,
Goodwill,248674000.000,248674000.000,248674000.000,248674000.000,248674000.000,248674000.000,248674000.000,248674000.000,248674000.000,248674000.000,248674000.000
IncomeTaxesReceivable,,102000.000,102000.000,132000.000,132000.000,,,,,,
IndefiniteLivedTrademarks,61888000.000,61888000.000,61888000.000,61888000.000,61888000.000,61888000.000,61888000.000,61888000.000,61888000.000,61888000.000,61888000.000
InterestPayableCurrent,2236000.000,208000.000,808000.000,349000.000,190000.000,245000.000,248000.000,230000.000,200000.000,198000.000,192000.000
InventoryNet,1626000.000,1900000.000,1708000.000,1675000.000,1752000.000,1899000.000,1811000.000,1751000.000,1834000.000,2112000.000,1913000.000
Liabilities,277693000.000,244906000.000,229803000.000,214424000.000,211169000.000,216395000.000,215995000.000,208717000.000,203268000.000,206123000.000,193152000.000
LiabilitiesAndStockholdersEquity,477025000.000,455306000.000,447463000.000,443323000.000,450785000.000,461028000.000,466053000.000,467018000.000,467213000.000,471305000.000,463352000.000
LiabilitiesCurrent,45118000.000,31577000.000,30923000.000,30389000.000,39878000.000,39579000.000,41487000.000,34599000.000,38074000.000,45318000.000,50695000.000
LinesOfCreditCurrent,,165000000.000,150000000.000,135000000.000,125000000.000,123000000.000,120500000.000,116500000.000,107000000.000,104000000.000,101000000.000
LongTermDebt,188700000.000,165800000.000,150800000.000,135700000.000,125700000.000,123600000.000,121100000.000,117100000.000,107500000.000,,101400000.000
LongTermDebtAndCapitalLeaseObligations,,,,,,,,,,104500000.000,
NotesAndLoansReceivableNetNoncurrent,,,238000.000,220000.000,202000.000,,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,212133000.000,,,,247182000.000,,,,283144000.000,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,19917000.000,,,,21588000.000,,,,23884000.000,
OperatingLeasesFutureMinimumPaymentsDueFutureMinimumSubleaseRentals,,6775000.000,,,,5675000.000,,,,4791000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,16514000.000,,,,17834000.000,,,,20464000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,18087000.000,,,,19359000.000,,,,21604000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,19645000.000,,,,20755000.000,,,,22811000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,20175000.000,,,,22078000.000,,,,23831000.000,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,117795000.000,,,,145568000.000,,,,170550000.000,
OtherAccruedLiabilitiesCurrent,5463000.000,3390000.000,3420000.000,3494000.000,3048000.000,3227000.000,3866000.000,4012000.000,3665000.000,3579000.000,4267000.000
OtherAssetsNoncurrent,4555000.000,2199000.000,1803000.000,1743000.000,1666000.000,1804000.000,1723000.000,1633000.000,1481000.000,1392000.000,1300000.000
OtherIntangibleAssetsNet,815000.000,778000.000,742000.000,707000.000,673000.000,638000.000,605000.000,535000.000,509000.000,484000.000,454000.000
OtherLiabilitiesCurrent,13811000.000,13013000.000,13054000.000,11925000.000,16166000.000,16126000.000,17543000.000,13098000.000,13903000.000,22021000.000,22993000.000
OtherLiabilitiesNoncurrent,44337000.000,46147000.000,46833000.000,47105000.000,44474000.000,43367000.000,43658000.000,47375000.000,48039000.000,36988000.000,37749000.000
OtherSundryLiabilitiesNoncurrent,1638000.000,2730000.000,2790000.000,2805000.000,2813000.000,2826000.000,2482000.000,2618000.000,2521000.000,2354000.000,2800000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,3258000.000,5108000.000,4090000.000,4796000.000,3830000.000,2656000.000,3877000.000,5357000.000,3426000.000,3104000.000,4446000.000
PropertyPlantAndEquipmentGross,153570000.000,157400000.000,160480000.000,165734000.000,174895000.000,186914000.000,193993000.000,201274000.000,211066000.000,214852000.000,223597000.000
PropertyPlantAndEquipmentNet,79806000.000,82090000.000,83015000.000,85825000.000,93011000.000,102421000.000,106871000.000,110970000.000,117259000.000,118470000.000,123516000.000
ReceivablesNetCurrent,5720000.000,5759000.000,6031000.000,5735000.000,6051000.000,6186000.000,6687000.000,6682000.000,8495000.000,6919000.000,7969000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,125000.000,125000.000,125000.000,125000.000,125000.000,125000.000,125000.000,125000.000,125000.000,125000.000,0.000
RetainedEarningsAccumulatedDeficit,-154014000.000,-149439000.000,-142648000.000,-135418000.000,-130751000.000,-125385000.000,-119942000.000,-112675000.000,-107464000.000,-107046000.000,-102169000.000
SecuredDebtCurrent,1900000.000,,,,,,,,,,
