,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
CashAndCashEquivalentsPeriodIncreaseDecrease,,-6382.000,,,,-2318.000,,,350941.000,,,,-69580.000,
CostsAndExpenses,3051.000,10625.000,2639.000,4136.000,1155.000,9669.000,4499.000,,,,,,,
DepreciationAmortizationAndAccretionNet,,,,,,,,,,,,,2132.000,
DepreciationDepletionAndAmortization,,,,,,,,,2315.000,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,-0.000,-0.000,-0.000,-0.000,0.000,-0.010,0.000
GeneralAndAdministrativeExpense,1054.000,2204.000,839.000,685.000,0.000,2034.000,1499.000,4303.000,,,,,27962.000,24374.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,-22523.000,,,,,,
IncreaseDecreaseInAccountsPayable,,1782.000,,,,7351.000,,,,,,,45140.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,4447.000,,,,,
IncreaseDecreaseInNotesPayableRelatedParties,,-3194.000,,,,,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,-904.000,,,,-2500.000,
InterestExpense,,,,,,,,,801.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,2461.000,,,,,,,376500.000,,,,1500.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,2461.000,,,,,,,376500.000,,,,1500.000,
NetCashProvidedByUsedInOperatingActivities,,-8843.000,,,,-2318.000,,,-25559.000,,,,-71080.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-8843.000,,,,-2318.000,,,-25559.000,,,,-71080.000,
NetIncomeLoss,-3051.000,-10625.000,-2639.000,-4136.000,-1155.000,-9669.000,-4499.000,-22523.000,-34026.000,-69595.000,-50859.000,-61996.000,-1670852.000,-44093.000
OperatingExpenses,,,,,,,,22523.000,33225.000,69595.000,50859.000,62797.000,1670852.000,44093.000
OperatingIncomeLoss,,,,-4136.000,,-9669.000,-4499.000,,,,,,,
ProceedsFromIssuanceOrSaleOfEquity,,5882.000,,,,,,,,,,,,
ProceedsFromNotesPayable,,,,,,,,,375000.000,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,,1600.000,,,,1500.000,
ProfessionalFees,1997.000,8421.000,1800.000,3451.000,1155.000,7635.000,3000.000,18220.000,13429.000,7628.000,15181.000,19139.000,17824.000,14025.000
RepaymentsOfRelatedPartyDebt,,,,,,,,,100.000,,,,,
ResearchAndDevelopmentExpense,,,,,,,,,,34675.000,9712.000,,1625066.000,5694.000
SellingGeneralAndAdministrativeExpense,,,,,,,,,19796.000,27292.000,25966.000,,,
StockIssuedDuringPeriodValueIssuedForCash,,5655.000,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5000000.000,5142254.000,5147039.000,5147039.000,-13380326.000,100201647.000,100201647.000,100260385.000,143744566.000,143975266.000,146744566.000,-289158524.000,149570566.000,151744566.000
