,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdministrativeFeesExpense,,,30000.000,30000.000,30000.000,30000.000,30000.000,30000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-95529.000,,,,0.000,
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,,,0.000,,,,,
EarningsPerShareBasicAndDiluted,0.000,-0.010,-0.150,-0.140,-0.060,-0.170,0.000,0.000
GainLossOnSaleOfSecuritiesNet,,,103291.000,-103291.000,657.000,-12275.000,-25060.000,27744.000
IncreaseDecreaseInAccruedLiabilities,,,1047005.000,,,,70923.000,
IncreaseDecreaseInPrepaidExpense,,,75622.000,,,,38749.000,
InterestIncomeOther,,,239000.000,,,,727000.000,
InvestmentIncomeInterest,35231.000,29335.000,161227.000,177112.000,55234.000,91783.000,200175.000,251336.000
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,147212.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,147212.000,
NetCashProvidedByUsedInOperatingActivities,,,-95529.000,,,,-147212.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-95529.000,,,,-147212.000,
NetIncomeLoss,1980.000,-51827.000,-802394.000,-747743.000,-347057.000,-963971.000,-4271.000,-25143.000
OperatingCostsAndExpenses,33251.000,81162.000,1066912.000,821564.000,402948.000,1043479.000,179386.000,304223.000
OperatingIncomeLoss,-33251.000,-81162.000,-1066912.000,-821564.000,-402948.000,-1043479.000,-179386.000,-304223.000
PaymentsOfStockIssuanceCosts,,,0.000,,,,,
ProceedsFromContributedCapital,,,0.000,,,,,
ProceedsFromNotesPayable,,,0.000,,,,147212.000,
ProceedsFromRelatedPartyDebt,,,0.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,0.000,,,,14687500.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,4346440.000,5303868.000,5320250.000,5425188.000,5506671.000,-10786045.000,5649918.000,5666429.000
