,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,,,2000.000,,,,1250.000,,,,
AdditionalPaidInCapital,,,,,1459051.000,1459051.000,,,,,
AdditionalPaidInCapitalCommonStock,,1459051.000,1459051.000,1459051.000,,,1459051.000,1459051.000,1459051.000,1459051.000,1459051.000
Assets,,15035.000,12758.000,10758.000,10758.000,9540.000,9540.000,9575.000,9425.000,9195.000,9195.000
AssetsCurrent,,,12758.000,10758.000,10758.000,9540.000,9540.000,9575.000,9425.000,9195.000,9195.000
AssetsNoncurrent,,,0.000,0.000,,,,,,,
Cash,,5150.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,3218.000,1218.000,1218.000,,,150.000,,,
CommonStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,,2243500.000,2243500.000,2243500.000,2243500.000,2243500.000,2243500.000,2243500.000,2243500.000,2243500.000,2243500.000
CommonStockSharesOutstanding,,2243500.000,2243500.000,2243500.000,2243500.000,2243500.000,2243500.000,2243500.000,2243500.000,2243500.000,2243500.000
CommonStockValue,,2243.000,2243.000,2243.000,2243.000,2243.000,2243.000,2243.000,2243.000,2243.000,2243.000
DueToRelatedPartiesCurrent,,15200.000,,,,,,,,,
DueToRelatedPartiesNoncurrent,,,,,,,5000.000,8500.000,10600.000,12550.000,17300.000
InventoryNet,,9885.000,9540.000,9540.000,9540.000,9540.000,9540.000,9425.000,9425.000,9195.000,9195.000
Liabilities,,15200.000,2000.000,0.000,0.000,0.000,6250.000,8500.000,10600.000,12550.000,17300.000
LiabilitiesAndStockholdersEquity,,15035.000,12758.000,10758.000,10758.000,9540.000,9540.000,9575.000,9425.000,9195.000,9195.000
LiabilitiesCurrent,,,2000.000,,,,1250.000,,,,
LiabilitiesNoncurrent,,,0.000,0.000,,,,,,,
PreferredStockParOrStatedValuePerShare,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
PreferredStockSharesIssued,,0.000,,,,,,,,,
PreferredStockSharesOutstanding,,0.000,,,,,,,,,
RetainedEarningsAccumulatedDeficit,,-1461459.000,-1450536.000,-1450536.000,-1450536.000,-1451754.000,-1458004.000,-1460219.000,-1462469.000,-1464649.000,-1469399.000
SharesOutstanding,,,,,,2243500.000,,,,2243500.000,
StockholdersEquity,,-165.000,,,,9540.000,,,,-3355.000,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,-165.000,10758.000,10758.000,10758.000,9540.000,3290.000,1075.000,-1175.000,-3355.000,-8105.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,,,,,2243500.000,,,,,,
