,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,,171843.000,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,-5517.000,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,162615.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-3512.000,,-164.000,,,,-472069.000,,
CostOfGoodsAndServicesSold,252.000,0.000,,,,,,317051.000,4034.000,5406.000
DepreciationAndAmortization,,,,,,,,3207.000,2934.000,2868.000
DepreciationDepletionAndAmortization,,1256.000,,84.000,,,,3207.000,,
DerivativeGainLossOnDerivativeNet,,,,,,,,,,17000.000
EarningsPerShareBasicAndDiluted,-0.150,-0.010,-0.010,-0.000,,-0.000,,-0.040,-0.010,-0.010
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,,,,,,,211965.000,,
FairValueAdjustmentOfWarrants,,,,,,,,722500.000,-17000.000,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,0.800,,
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,0.017,,
GeneralAndAdministrativeExpense,,,,,,,,127354.000,195991.000,191838.000
GrossProfit,-252.000,0.000,,,,,,-50796.000,3238.000,8574.000
IncomeTaxExpenseBenefit,0.000,0.000,,,,-3838.000,,,,
IncomeTaxesPaid,,0.000,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,,-297108.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,21068.000,,
IncreaseDecreaseInAccruedLiabilities,,,,4550.000,,,,-168175.000,,
IncreaseDecreaseInCustomerDeposits,,0.000,,,,,,,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,-1273.000,,,,,,,,
IncreaseDecreaseInInventories,,0.000,,,,,,-78923.000,,
IncreaseDecreaseInOtherAccruedLiabilities,,-5500.000,,,,,,,,
IncreaseDecreaseInOtherNoncurrentAssets,,0.000,,,,,,7298.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,-218239.000,,
IncreaseDecreaseInRestrictedCash,,,,,,,,-126075.000,,
InterestExpense,0.000,0.000,,,,,,175196.000,9035.000,21427.000
InterestExpenseOther,,,2800.000,,,,,,,
InterestPaid,,0.000,,,,,,28597.000,,
InvestmentIncomeInterest,0.000,,,,,,,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,341912.000,,
NetCashProvidedByUsedInFinancingActivities,,8664.000,,2400.000,,,,-148000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,8664.000,,2400.000,,,,-148000.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,121243.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,121243.000,,
NetCashProvidedByUsedInOperatingActivities,,-12176.000,,-2564.000,,,,-445312.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-12176.000,,-2564.000,,,,-445312.000,,
NetIncomeLoss,-81346.000,-6659.000,-8510.000,-7198.000,-5781.000,-2654.000,-3596.000,-1492650.000,-308828.000,-316134.000
NotesReduction,,,,,,,,425000.000,,
OperatingExpenses,81094.000,6659.000,8510.000,7198.000,5782.000,6492.000,-4443.000,1274352.000,303032.000,320822.000
OperatingIncomeLoss,-81346.000,-6659.000,-8510.000,-7198.000,-5782.000,-6492.000,4443.000,-1325148.000,-299794.000,-312248.000
OtherCostAndExpenseOperating,,,,,,3150.000,,,,
OtherNoncashExpense,,,,,,,,107064.000,,
OtherNonoperatingIncomeExpense,,,,,,,,7694.000,1.000,541.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,4832.000,,
ProceedsFromRelatedPartyDebt,,8664.000,,2400.000,,,,,,
ProfessionalFees,,,,,,,,33333.000,37500.000,19459.000
RepaymentsOfConvertibleDebt,,,,,,,,25000.000,,
RepaymentsOfOtherShortTermDebt,,0.000,,,,,,,,
RepaymentsOfRelatedPartyDebt,,0.000,,,,,,123000.000,,
ResearchAndDevelopmentExpense,,,,,,,,27552.000,80962.000,50877.000
Revenues,0.000,0.000,,,,,,266255.000,7272.000,13980.000
SalariesWagesAndOfficersCompensation,,0.000,,,,,,,,
SalesRevenueNet,0.000,0.000,,,,,,266255.000,7272.000,13980.000
SellingAndMarketingExpense,,,,,,,,5324.000,2645.000,55780.000
SellingGeneralAndAdministrativeExpense,81094.000,6659.000,5710.000,7198.000,5782.000,3442.000,-1393.000,,,
ShareBasedCompensation,,,,,,,,248439.000,,
SharebasedCompensationArrangementBySharebasedPaymentAwardCompensationCost1,,,,,,,,379350.000,,
StockIssuedDuringPeriodValueAcquisitions,,,,,,,,1526089.000,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,,,,,543635.000,,
StockIssuedDuringPeriodValueNewIssues,,,,,,,,24800.000,,
StockIssuedDuringPeriodValueOther,,,,,,,,81054.000,,
StockIssuedDuringPeriodValueStockOptionsExercised,,,,,,,,167385.000,,
StockholdersEquityOther,,,,,,,,-179761.000,,
StockholdersEquityOtherShares,,,,,,,,5827656.000,,
ValuationAllowancesAndReservesAdjustments,,,,4634.000,,,,,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,10554017.000,10554017.000,10554017.000,-21115862.000,35810985.000,36745231.000,40001383.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,692879.000,,,,,,,
