,2011-07-01,2011-09-30,2011-12-31,2012-03-30,2012-06-29,2012-09-28,2012-12-31,2013-03-29,2013-06-28,2013-09-27,2013-12-31,2014-03-28,2014-06-27,2014-09-26,2014-12-31,2015-04-30,2015-07-03,2015-10-02,2015-12-31,2016-04-01,2016-07-01,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,37912000.000,35411000.000,39385000.000,30380000.000,31121000.000,31831000.000,42281000.000,25985000.000,28828000.000,30972000.000,36556000.000,27404000.000,32959000.000,32158000.000,36239000.000,,31508000.000,29017000.000,31888000.000,32619000.000,30213000.000,32941000.000,32533000.000,40654000.000,46064000.000
AccountsReceivableNetCurrent,149386000.000,156557000.000,117761000.000,139372000.000,123042000.000,138877000.000,126482000.000,129812000.000,129831000.000,121987000.000,112767000.000,121527000.000,121766000.000,126950000.000,112780000.000,,117178000.000,113961000.000,97236000.000,112921000.000,111752000.000,118826000.000,100817000.000,115497000.000,133674000.000
AccrualForEnvironmentalLossContingencies,,,-5312000.000,,,5400000.000,5301000.000,5300000.000,5200000.000,5000000.000,4809000.000,4800000.000,4800000.000,4800000.000,4922000.000,,4900000.000,5000000.000,5714000.000,5700000.000,6100000.000,6000000.000,6041000.000,6200000.000,6200000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,256000.000,,975000.000,,,,1055000.000,,,,1527000.000,,,,1306000.000,,,,1305000.000,,,,1395000.000,,
AccruedEnvironmentalLossContingenciesCurrent,,,,,,,,,,,,,,,,,,,,,,,874000.000,,
AccruedEnvironmentalLossContingenciesNoncurrent,,,-4312000.000,,,,4398000.000,,,,4379000.000,,,,4462000.000,,,,5094000.000,,,,5167000.000,,
AccruedIncomeTaxesCurrent,0.000,0.000,0.000,2117000.000,,,,194000.000,,,1564000.000,4755000.000,7015000.000,7955000.000,3144000.000,,5875000.000,3764000.000,2373000.000,4007000.000,4254000.000,3851000.000,4781000.000,3647000.000,3195000.000
AccruedIncomeTaxesNoncurrent,2905000.000,2905000.000,1793000.000,1793000.000,1793000.000,1385000.000,1510000.000,1510000.000,1510000.000,1510000.000,1576000.000,1576000.000,1576000.000,1576000.000,1750000.000,,1750000.000,1750000.000,1293000.000,1293000.000,1293000.000,1179000.000,2100000.000,1994000.000,1994000.000
AccruedLiabilitiesCurrent,26705000.000,53154000.000,25893000.000,45827000.000,51624000.000,55581000.000,26988000.000,45876000.000,46579000.000,50778000.000,25122000.000,46456000.000,47832000.000,59562000.000,22397000.000,,48687000.000,49325000.000,20730000.000,21087000.000,23355000.000,24275000.000,19945000.000,23655000.000,25878000.000
AccruedSalariesCurrent,22181000.000,,29441000.000,,,,27768000.000,,,,28202000.000,,,,35448000.000,,,,27494000.000,15803000.000,21665000.000,23637000.000,29885000.000,19239000.000,28541000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,473743000.000,481400000.000,489513000.000,499206000.000,505795000.000,501382000.000,507243000.000,514321000.000,523659000.000,514562000.000,520986000.000,529546000.000,538095000.000,545183000.000,553083000.000,,557369000.000,565086000.000,570205000.000,581200000.000,592117000.000,602084000.000,608636000.000,612286000.000,622351000.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,,,-120789000.000,-77120000.000,-61278000.000,-60564000.000,-59553000.000,-109777000.000,,-109180000.000,-109295000.000,-106457000.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,2345000.000,,,,1630000.000,,,,,,,,,,,,,,,,,,
