,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,1500000.000,,,,2500000.000,,,,6900000.000,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,-5600000.000,,,,100000.000,,
AllocatedShareBasedCompensationExpense,1500000.000,2700000.000,2200000.000,2600000.000,2500000.000,2600000.000,3400000.000,2300000.000,6900000.000,4900000.000,4600000.000
AmortizationOfIntangibleAssets,11300000.000,11600000.000,11800000.000,11800000.000,11900000.000,11700000.000,11400000.000,11400000.000,11000000.000,11100000.000,11000000.000
BusinessExitCosts1,,,,,,,,,,200000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-11200000.000,,,,100000.000,,,,500000.000,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,0.000,,,,0.000,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,0.000,,,,0.000,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,400000.000,,,,0.000,,,,0.000,,
ComprehensiveIncomeNetOfTax,-73300000.000,-12600000.000,-18200000.000,166500000.000,-33500000.000,7700000.000,-5500000.000,11100000.000,6000000.000,-31000000.000,52400000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,-200000.000,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-73500000.000,-13100000.000,-18900000.000,166000000.000,-33700000.000,7600000.000,-5500000.000,11100000.000,6000000.000,-31000000.000,52400000.000
CostOfGoodsSold,293000000.000,299700000.000,294400000.000,328400000.000,301500000.000,302800000.000,311800000.000,344400000.000,318100000.000,335800000.000,365200000.000
DefinedBenefitPlanAmortizationOfGainsLosses,-500000.000,-500000.000,-300000.000,,-700000.000,-700000.000,-600000.000,,-1100000.000,-1000000.000,-1100000.000
DefinedBenefitPlanExpectedReturnOnPlanAssets,2800000.000,2700000.000,2600000.000,,2500000.000,2500000.000,2400000.000,,2800000.000,2600000.000,2700000.000
DefinedBenefitPlanInterestCost,3100000.000,2900000.000,2800000.000,,2700000.000,2700000.000,2600000.000,,1700000.000,1600000.000,1600000.000
DefinedBenefitPlanNetPeriodicBenefitCost,1500000.000,1400000.000,1100000.000,,1600000.000,1600000.000,1500000.000,,800000.000,800000.000,800000.000
DefinedBenefitPlanServiceCost,700000.000,700000.000,600000.000,,700000.000,700000.000,700000.000,,800000.000,800000.000,800000.000
Depreciation,23700000.000,23600000.000,22600000.000,24400000.000,23600000.000,23500000.000,23400000.000,23700000.000,24800000.000,24400000.000,25500000.000
DepreciationAndAmortization,35000000.000,35200000.000,34400000.000,36200000.000,35500000.000,35200000.000,34800000.000,35100000.000,35800000.000,35500000.000,36500000.000
