,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AcceleratedShareRepurchasesSettlementPaymentOrReceipt,,,,,,,,,,,307975.000,,,,,,,,,,,,,,
AccountsPayableCurrent,1343000000.000,1173000000.000,1004000000.000,1155000000.000,1067000000.000,1077000000.000,1027000000.000,1192000000.000,1174000000.000,1056000000.000,1232000000.000,1333000000.000,1036000000.000,1118000000.000,1186000000.000,1257000000.000,484000000.000,506000000.000,482000000.000,480000000.000,455000000.000,429000000.000,463000000.000,463000000.000,439000000.000
AccountsReceivableNetCurrent,1341000000.000,1239000000.000,1067000000.000,1191000000.000,1166000000.000,1168000000.000,1162000000.000,1181000000.000,1206000000.000,1139000000.000,1227000000.000,1315000000.000,1129000000.000,1270000000.000,1351000000.000,1367000000.000,554000000.000,554000000.000,502000000.000,538000000.000,483000000.000,497000000.000,505000000.000,552000000.000,519000000.000
AccrualForEnvironmentalLossContingencies,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,41000000.000,42000000.000,34000000.000,36000000.000,37000000.000,,,,,,,,36000000.000,58000000.000,16000000.000,13000000.000,20000000.000,8000000.000,8000000.000,6000000.000,8000000.000,5000000.000,5000000.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,,41000000.000,42000000.000,41000000.000,45000000.000,37000000.000,,,,,,,,20000000.000,18000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,7000000.000,7000000.000
AccruedIncomeTaxesCurrent,,,29000000.000,29000000.000,18000000.000,13000000.000,16000000.000,,,,,,,,19000000.000,36000000.000,28000000.000,34000000.000,63000000.000,19000000.000,9000000.000,4000000.000,22000000.000,18000000.000,21000000.000
AccruedIncomeTaxesNoncurrent,,,97000000.000,103000000.000,101000000.000,106000000.000,,,,,,,,,67000000.000,32000000.000,190000000.000,174000000.000,25000000.000,27000000.000,27000000.000,22000000.000,14000000.000,13000000.000,12000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,-254000000.000,-301000000.000,-334000000.000,374000000.000,-421000000.000,450000000.000,483000000.000,550000000.000,580000000.000,620000000.000,589000000.000,598000000.000,618000000.000,633000000.000,163000000.000,174000000.000,170000000.000,186000000.000,201000000.000,208000000.000,210000000.000,230000000.000,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,-9000000.000,1000000.000,5000000.000,7000000.000,7000000.000,1000000.000,-4000000.000,1000000.000,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,25000000.000,27000000.000,24000000.000,26000000.000,-108000000.000,99000000.000,98000000.000,100000000.000,,,,,,,,,,,,,,,
