,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,3184000.000,6217000.000,4214000.000,4267000.000,4158000.000,5482000.000,4655000.000,5924000.000,3903000.000,8713000.000,5699000.000,7687000.000,6543000.000,9372000.000,5530000.000
AccountsReceivableNetCurrent,30949000.000,59286000.000,43417000.000,41881000.000,42212000.000,69603000.000,45521000.000,38337000.000,40716000.000,67504000.000,43772000.000,42247000.000,41169000.000,66424000.000,46249000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,1302000.000,,,,1398000.000,,,,1576000.000,,,,1130000.000,
AccruedIncomeTaxesCurrent,808000.000,4835000.000,4504000.000,4098000.000,2480000.000,9032000.000,3016000.000,1041000.000,1377000.000,5109000.000,1883000.000,2225000.000,2515000.000,7564000.000,6737000.000
AccruedLiabilitiesAndOtherLiabilities,6471000.000,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,3467000.000,,,,6489000.000,,,,12732000.000,,,,20522000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-91000.000,1538000.000,2018000.000,2000000.000,-383000.000,-1942000.000,-4873000.000,-3887000.000,-3984000.000,-4883000.000,-4272000.000,-5640000.000,-5788000.000,-7810000.000,-7314000.000
AdditionalPaidInCapital,414068000.000,467461000.000,488892000.000,499858000.000,508513000.000,517421000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,500896000.000,507836000.000,502232000.000,495151000.000,474225000.000,480380000.000,480604000.000,480333000.000,484259000.000
AllowanceForDoubtfulAccountsReceivable,,867000.000,,,,2356000.000,,,,2905000.000,,,,3589000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,957000.000,867000.000,1242000.000,1669000.000,1788000.000,2356000.000,2241000.000,2264000.000,2341000.000,2905000.000,2756000.000,2779000.000,2590000.000,3589000.000,4020000.000
Assets,432171000.000,512082000.000,531540000.000,543556000.000,544430000.000,599104000.000,604743000.000,607736000.000,600159000.000,607216000.000,573113000.000,582436000.000,577478000.000,582007000.000,572350000.000
AssetsCurrent,172829000.000,235828000.000,255895000.000,271141000.000,272832000.000,329015000.000,340080000.000,334608000.000,328602000.000,341089000.000,310424000.000,300626000.000,295970000.000,303296000.000,295908000.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,1300000.000,1400000.000,,,,100000.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,136408000.000,165881000.000,196466000.000,213905000.000,215694000.000,244482000.000,280315000.000,279817000.000,270705000.000,259769000.000,256909000.000,244409000.000,235267000.000,216858000.000,224933000.000
CommonStockCapitalSharesReservedForFutureIssuance,,10900000.000,,,,11149000.000,,,,12578000.000,,,,14684000.000,
CommonStockParOrStatedValuePerShare,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,,
CostMethodInvestments,,,,,,,,4000000.000,,,,,,,
DebtCurrent,,15063000.000,15058000.000,13269000.000,7000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,62500000.000,
DebtLongtermAndShorttermCombinedAmount,,41313000.000,,,,,,,,,,,,,
DeferredFinanceCostsNet,,,,,,,,,,,,,,1394000.000,
DeferredIncomeTaxLiabilities,,,,,,,,,,14786000.000,,,,19326000.000,
DeferredIncomeTaxLiabilitiesNet,,,,,,,,,,,3157000.000,2825000.000,2960000.000,1027000.000,3062000.000
