,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccruedEmployeeBenefitsCurrent,,,,,2638381.000
AccruedLiabilitiesCurrentAndNoncurrent,3602257.000,3650194.000,3779943.000,4327420.000,4398621.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-3206188.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,926945.000,743425.000,829879.000,1112371.000,1059184.000
AmountAvailableForDividendDistributionWithApprovalFromRegulatoryAgencies,,,,,7600000.000
Assets,340688970.000,350052046.000,345736291.000,339948328.000,360878780.000
AvailableForSaleSecuritiesAmortizedCost,,,55738840.000,53940820.000,51201197.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,3513000.000,1321000.000,3517000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,3333000.000,187000.000,3517000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,180000.000,1134000.000,
AvailableForSaleSecuritiesCurrent,64093000.000,59629000.000,57149000.000,55831000.000,53001000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,3631642.000,3005286.000,3011671.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,3682000.000,3076000.000,3093000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,3461949.000,4020828.000,3979542.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,3564000.000,4138000.000,4084000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,18468043.000,17775414.000,17249599.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,19166000.000,18644000.000,18133000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,55738840.000,53940820.000,51201197.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,,,30177206.000,29139292.000,26960385.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,,30737000.000,29973000.000,27691000.000
AvailableForSaleSecuritiesDebtSecurities,,,57149000.000,55831000.000,53001000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,57149000.000,55831000.000,53001000.000
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,,,1410160.000,1890180.000,1799803.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,-62362.000,-25689.000,-25401.000
AvailableForSaleSecuritiesPledgedAsCollateral,,,37231000.000,36788000.000,45136000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,-8883.000,-21527.000,
