,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,325055.000,301055.000,313634.000,292040.000,300462.000,204548.000,314293.000,211680.000,465686.000,250231.000,720878.000,294957.000,351864.000,1320020.000,1877861.000,1592348.000,2540870.000,1869265.000,3627455.000,4394068.000,3886275.000,6780781.000
AccountsReceivableNetCurrent,,,,,,,,,,,,28519.000,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,46515.000,,,87138.000,,,,151770.000,,
AcquiredFiniteLivedIntangibleAssetAmount,,,,800000.000,800000.000,800000.000,800000.000,,,,,,,,,,,,,,,
AdditionalPaidInCapital,22178436.000,22289231.000,27438395.000,30585444.000,30963228.000,31283660.000,33314851.000,38985217.000,39444988.000,40541713.000,41498003.000,69009895.000,70063045.000,99407797.000,100185024.000,100999173.000,103528029.000,105514059.000,106658494.000,109237551.000,117090270.000,117563612.000
Assets,1652489.000,1412846.000,1926853.000,2597445.000,3517420.000,2924066.000,2597295.000,6861878.000,5743865.000,4589132.000,4242002.000,35553748.000,32025144.000,51439543.000,49337710.000,46370807.000,44151136.000,39090943.000,34313816.000,29445013.000,29726876.000,25665978.000
AssetsCurrent,910392.000,691755.000,1216359.000,1908709.000,2850655.000,2279272.000,1974046.000,6260600.000,5168245.000,4036041.000,3711013.000,15095980.000,13354021.000,33589180.000,31704556.000,29036036.000,27103555.000,22337884.000,17855698.000,13285008.000,13860473.000,10091450.000
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,,,,,,,,,,,10180224.000,10180224.000,10180224.000,,,
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,,,,,,,,,,1535237.000,,,
BusinessCombinationLiabilitiesArisingFromContingenciesAmountRecognized,,,,,,,,,,,,6362642.000,4877359.000,1774552.000,1753593.000,2239603.000,2736016.000,1430393.000,,,,
Cash,878538.000,469786.000,775341.000,1445276.000,2632413.000,2068594.000,1765208.000,6048595.000,5122895.000,4016224.000,3474112.000,14878035.000,13220494.000,32823262.000,30979619.000,28697323.000,25325809.000,21881370.000,17623720.000,,,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,,,,,12546890.000,13489082.000,9521236.000
CashFDICInsuredAmount,,,,,,,,,250000.000,,,,250000.000,,,250000.000,,,,250000.000,,
CashUninsuredAmount,,,,,,,,,4872895.000,,,,12970494.000,,,27947323.000,,,,12046890.000,,
ClassOfWarrantOrRightOutstanding,,,,,75000.000,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,1815842.000,11891.000,,,,,,,,,,,,,,,,,
