,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,,,,,,51512000.000,,,,61389000.000,,,,36591000.000,,,,46386000.000,,,,23670000.000,,,
AccountsNotesAndLoansReceivableNetCurrent,8514000.000,8141000.000,7709000.000,9474000.000,8720000.000,8141000.000,6787000.000,6979000.000,8773000.000,8350000.000,17338000.000,42847000.000,42379000.000,53124000.000,53884000.000,60309000.000,44935000.000,40373000.000,33921000.000,43036000.000,43596000.000,37009000.000,38941000.000,36721000.000,43539000.000
AccountsPayableCurrent,16101000.000,11360000.000,11123000.000,9535000.000,11817000.000,13172000.000,14722000.000,12881000.000,18681000.000,26567000.000,14036000.000,13689000.000,14592000.000,17101000.000,14941000.000,15838000.000,15341000.000,21453000.000,15527000.000,13541000.000,14880000.000,14097000.000,13956000.000,10649000.000,13555000.000
AccountsPayableOtherCurrent,,16238000.000,,,,9695000.000,,,,7009000.000,,,,7027000.000,,,,9361000.000,,,,7981000.000,,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,80000.000,,,,,,,,,,,,,,,,,,,
AccountsReceivableGross,,42925000.000,,,,51194000.000,,,,45926000.000,,,,66198000.000,,,,50907000.000,,,,59232000.000,,,
AccountsReceivableNet,,42197000.000,,,,50406000.000,,,,41225000.000,,,,64885000.000,,,,48951000.000,,,,57563000.000,,,
AccountsReceivableNetCurrent,75125000.000,82780000.000,78172000.000,93197000.000,98159000.000,101918000.000,99703000.000,105104000.000,101609000.000,102614000.000,118025000.000,125062000.000,132356000.000,148067000.000,136701000.000,128338000.000,136520000.000,148768000.000,153453000.000,149005000.000,111637000.000,107805000.000,108088000.000,102499000.000,122540000.000
AccountsReceivableRelatedParties,,175000.000,,,,,,,,,,,,46591000.000,,,,53431000.000,,,,52469000.000,,,
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,,26572000.000,,,
