,2011-06-30,2011-09-30,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,68071000.000,91797000.000,135453000.000,196515000.000,233241000.000,120375000.000,148754000.000,107860000.000,136740000.000,128356000.000,199577000.000,130502000.000,112459000.000,95090000.000,83603000.000,7215000.000
AccountsPayableOtherCurrent,9306000.000,5745000.000,14150000.000,20394000.000,25969000.000,19189000.000,12728000.000,6313000.000,11317000.000,10039000.000,5911000.000,5450000.000,6532000.000,7428000.000,4357000.000,5000.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,451000.000,690000.000,355000.000,90000.000,2239000.000,6154000.000,11234000.000,1504000.000
AccountsReceivableNetCurrent,33173000.000,37178000.000,51315000.000,124861000.000,125597000.000,72094000.000,73486000.000,55681000.000,28698000.000,47723000.000,22276000.000,16319000.000,6718000.000,14561000.000,16041000.000,20578000.000
AccruedLiabilitiesCurrent,11274000.000,12329000.000,11476000.000,11212000.000,24297000.000,10520000.000,57898000.000,44629000.000,68245000.000,55636000.000,36895000.000,20277000.000,35204000.000,21588000.000,35004000.000,12029000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,133000.000,408000.000,6468000.000,8024000.000,8886000.000,9708000.000,10560000.000,12842000.000,9511000.000,12195000.000,18461000.000,15099000.000,15906000.000,16747000.000,17568000.000,15099000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-3214000.000,-17460000.000,-13346000.000,-8889000.000,-13635000.000,-16239000.000,-16910000.000,-19901000.000,-22305000.000,-983000.000,-3566000.000,-7765000.000,-66000.000,230000.000,1039000.000,-273000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,10492000.000,,,,,,,,,,,,,
AdditionalPaidInCapital,554954000.000,564255000.000,725238000.000,715033000.000,719936000.000,722302000.000,728551000.000,733753000.000,767645000.000,924185000.000,923679000.000,909783000.000,912957000.000,936323000.000,975534000.000,975041000.000
AllowanceForDoubtfulAccountsReceivable,,,,448000.000,,,,300000.000,,,,300000.000,,,,1000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,448000.000,444000.000,444000.000,315000.000,292000.000,101000.000,252000.000,702000.000,308000.000,459000.000,508000.000,567000.000,1001000.000
AssetRetirementObligation,,,23816000.000,30680000.000,32824000.000,33357000.000,20917000.000,16216000.000,16607000.000,16639000.000,26658000.000,26524000.000,26376000.000,26911000.000,27686000.000,28662000.000
AssetRetirementObligationCurrent,,,1480000.000,2358000.000,2983000.000,3099000.000,1015000.000,53000.000,61000.000,71000.000,1482000.000,295000.000,812000.000,967000.000,1235000.000,1464000.000
AssetRetirementObligationsNoncurrent,14599000.000,14707000.000,22336000.000,28322000.000,29841000.000,30258000.000,19902000.000,16163000.000,16546000.000,16568000.000,25176000.000,26229000.000,25564000.000,25944000.000,26451000.000,27198000.000
Assets,994146000.000,1077564000.000,1805536000.000,2198632000.000,2313929000.000,2035920000.000,1885816000.000,1856651000.000,1893853000.000,1963357000.000,2033565000.000,1669829000.000,1568825000.000,1534264000.000,1456715000.000,1060158000.000
AssetsCurrent,48734000.000,58878000.000,101125000.000,204319000.000,459670000.000,173900000.000,159154000.000,120726000.000,156172000.000,121613000.000,101051000.000,120196000.000,54788000.000,41364000.000,39660000.000,83548000.000
AssetsHeldForSaleCurrent,,,,500000.000,222500000.000,500000.000,10380000.000,5366000.000,5018000.000,1638000.000,0.000,0.000,,,,
AssetsHeldForSaleLongLived,,,,0.000,,,,162687000.000,,,,0.000,,,,
AssetsHeldForSaleOtherNoncurrent,,,,,,,193255000.000,,142349000.000,84935000.000,86362000.000,,,,,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,,,,,,9875000.000,9875000.000,9875000.000,9876000.000,883000.000,883000.000,532000.000,78000.000
AvailableForSaleSecurities,,,,,,,,1819000.000,11210000.000,10661000.000,8076000.000,3864000.000,2225000.000,2447000.000,968000.000,157000.000
AvailableForSaleSecuritiesCurrent,,,,,,,,,11068000.000,10538000.000,8076000.000,3864000.000,2225000.000,,,157000.000
AvailableForSaleSecuritiesEquitySecurities,,,,,,,,,9551000.000,8471000.000,5845000.000,2553000.000,537000.000,709000.000,532000.000,76000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,1958000.000,,,,,,,,,,,,
