,2011-08-31
AccountsPayable,179095.000
AccountsPayableRelatedParties,7628.000
AccruedLiabilities,425949.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,185214.000
AdditionalPaidInCapital,6254197.000
Assets,258782.000
AssetsCurrent,5664.000
CashAndCashEquivalentsAtCarryingValue,3598.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,100000000.000
CommonStockSharesOutstanding,85965059.000
CommonStockValue,85965.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,7255488.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,49309.000
FiniteLivedIntangibleAssetsNet,240376.000
Liabilities,1252032.000
LiabilitiesAndStockholdersEquity,258782.000
LiabilitiesCurrent,1252032.000
NotesPayableRelatedPartiesCurrent,227180.000
PrepaidExpense,2066.000
PropertyPlantAndEquipmentNet,12742.000
RelatedPartyDebtNoncurrent,412180.000
RetainedEarningsAccumulatedDeficit,-77924.000
StockholdersEquity,-993250.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-993250.000
