,2011-06-26,2011-09-25,2011-12-25,2012-03-25,2012-06-24,2012-09-23,2012-12-23,2013-03-24,2013-06-23,2013-09-22,2013-12-22,2014-03-23,2014-06-22,2014-09-21,2014-12-21,2015-03-22
AccountsPayableCurrent,31666000.000,34580000.000,31683000.000,44585000.000,46041000.000,44619000.000,46584000.000,40664000.000,42262000.000,42659000.000,49897000.000,48050000.000,41626000.000,48634000.000,43374000.000,32738000.000
AccountsReceivableNetCurrent,129066000.000,130875000.000,105949000.000,118033000.000,116633000.000,115874000.000,99685000.000,106223000.000,104701000.000,110455000.000,100460000.000,114376000.000,122213000.000,122176000.000,101932000.000,81797000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,,92236000.000,,,,,,
AccruedRentCurrent,3697000.000,8674000.000,13652000.000,11465000.000,9277000.000,7090000.000,4902000.000,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-728000.000,-308000.000,2072000.000,2540000.000,3008000.000,1731000.000,-1183000.000,-1024000.000,-866000.000,-894000.000,1027000.000,1096000.000,1182000.000,1233000.000,-5597000.000,-5438000.000
AdditionalPaidInCapitalCommonStock,193758000.000,193924000.000,213135000.000,223358000.000,378690000.000,380328000.000,381445000.000,382817000.000,382900000.000,383466000.000,384073000.000,384768000.000,384150000.000,383770000.000,383809000.000,383527000.000
AllowanceForDoubtfulAccountsReceivableCurrent,6768000.000,6097000.000,,5894000.000,5116000.000,3473000.000,3500000.000,3574000.000,3372000.000,3346000.000,3800000.000,4834000.000,4800000.000,4517000.000,4600000.000,1126000.000
Assets,794961000.000,677469000.000,639809000.000,640746000.000,620405000.000,620507000.000,601234000.000,654684000.000,652923000.000,642854000.000,624607000.000,632126000.000,635177000.000,628314000.000,580062000.000,542220000.000
AssetsCurrent,205450000.000,218068000.000,185966000.000,198370000.000,187011000.000,191030000.000,170234000.000,156133000.000,156002000.000,155968000.000,139120000.000,151725000.000,161205000.000,164583000.000,139152000.000,129100000.000
AssetsHeldForSaleCurrent,15420000.000,22420000.000,,,,,,,,7702000.000,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,7322000.000,7159000.000,,100000.000,28000.000,,,,,,0.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,450000.000,12975000.000,7695000.000,7176000.000,7159000.000,133000.000,112000.000,,,,,,,,11773000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,1367000.000,,,,146000.000,,,,,,,,,,,
CapitalLeaseObligations,,,,,,,,,,,,,,,,5494000.000
CapitalLeaseObligationsCurrent,,,,,,,1358000.000,,,,3598000.000,,,,7457000.000,
CapitalLeaseObligationsNoncurrent,,,,,,,6085000.000,,,,8817000.000,,,,4544000.000,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,9438000.000,,,,14854000.000,,,,12979000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,2086000.000,,,,4730000.000,,,,8020000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,1338000.000,,,,42000.000,,,,0.000,
