,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,,,,,-94000.000,,,,-67000.000,,,,-22000.000,,,,-22000.000,,,
AdvertisingExpense,,,3800000.000,2500000.000,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,1751000.000,1424000.000,,1119000.000,1480000.000,1498000.000,2563000.000,2105000.000,2406000.000,2518000.000,2354000.000,4150000.000,3083000.000,3028000.000,,4202000.000,4620000.000,3983000.000,4429000.000
AmortizationOfDebtDiscountPremium,,0.000,,,,,,,,,,,,,,,,,,,
AmortizationOfIntangibleAssets,,,200000.000,100000.000,,200000.000,200000.000,200000.000,100000.000,200000.000,200000.000,200000.000,100000.000,200000.000,200000.000,200000.000,100000.000,200000.000,200000.000,200000.000,100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,4125145.000,4098016.000,,4184299.000,3353495.000,1015783.000,-2962470.000,5264404.000,330168.000,305000.000,-5666137.000,4532214.000,161657.000,65432.000,-4693516.000,4281404.000,446434.000,61609.000,-4569447.000
CapitalLeasesIncomeStatementAmortizationExpense,,,,,,,,,,,,,,32000.000,32000.000,32000.000,4000.000,32000.000,32000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-8604000.000,,,,-6030000.000,,,,-11252000.000,,,,-3592000.000,,,,-2202000.000,,,
ComprehensiveIncomeNetOfTax,,,-8116000.000,-5154000.000,,-7490000.000,-3615000.000,-2795000.000,-5326000.000,-7305000.000,2912000.000,4330000.000,811000.000,-2712000.000,1976000.000,1488000.000,40110000.000,-10213000.000,-6866000.000,4508000.000,10251000.000
CostOfRevenue,7283000.000,5993000.000,7150000.000,5953000.000,6410000.000,7348000.000,7878000.000,8236000.000,10727000.000,9016000.000,13660000.000,12555000.000,14833000.000,14378000.000,18116000.000,16041000.000,25840000.000,18229000.000,27521000.000,28407000.000,29370000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,30000.000,,,,0.000,,,,-781000.000,,,
Depreciation,,,,,,,,,,300000.000,300000.000,200000.000,300000.000,300000.000,400000.000,500000.000,500000.000,500000.000,600000.000,800000.000,1100000.000
DepreciationDepletionAndAmortization,,381000.000,,,,428000.000,,,,455000.000,,,,513000.000,,,,709000.000,,,
EarningsPerShareBasic,,,,,,,,,,,0.070,0.130,,-0.060,0.030,0.060,1.050,,-0.120,0.130,
EarningsPerShareBasicAndDiluted,-3.170,-0.300,-0.240,-0.150,-0.180,-0.210,-0.100,-0.080,-0.140,-0.200,,,,,,,,-0.250,,,
EarningsPerShareDiluted,,,,,,,,,,,0.070,0.120,,-0.060,0.030,0.050,1.000,,-0.120,0.120,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,15000.000,,,,-306000.000,,,,119000.000,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,,,,,,16000.000,,,,0.000,,,
ExtendedProductWarrantyAccrualPreexistingIncreaseDecrease,,,,,,,,,,,,,,,,,,-1005000.000,-1044000.000,,
ExtendedProductWarrantyAccrualWarrantiesIssued,,,,,,,,,,,,,,,,,,1004000.000,1215000.000,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,,,,,0.000,,,,,,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,,,,,0.000,,,,,,,,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,192000.000,,,,-2000.000,,,,-17000.000,,,,0.000,,,,-20000.000,,,
GeneralAndAdministrativeExpense,3209000.000,3853000.000,5556000.000,3760000.000,3698000.000,3808000.000,3626000.000,4374000.000,4702000.000,4713000.000,5234000.000,4896000.000,5672000.000,8388000.000,6654000.000,7115000.000,6823000.000,10546000.000,8774000.000,8270000.000,10169000.000
GrossProfit,10437000.000,11411000.000,15115000.000,11975000.000,12187000.000,12634000.000,18460000.000,21229000.000,25114000.000,21959000.000,33401000.000,33115000.000,35939000.000,37180000.000,46315000.000,45161000.000,52385000.000,46240000.000,61944000.000,66750000.000,75740000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-10325000.000,-8051000.000,-5149000.000,-6477000.000,-7475000.000,-3564000.000,-2782000.000,-5344000.000,-7258000.000,2696000.000,4789000.000,1535000.000,-2101000.000,1221000.000,2307000.000,1905000.000,-10554000.000,-2137000.000,12161000.000,15308000.000
IncomeTaxExpenseBenefit,,20000.000,50000.000,33000.000,38000.000,7000.000,43000.000,29000.000,61000.000,79000.000,-73000.000,7000.000,218000.000,28000.000,43000.000,160000.000,-38701000.000,-684000.000,,,
IncreaseDecreaseInAccountsReceivable,,918000.000,,,,-1100000.000,,,,2088000.000,,,,3359000.000,,,,-36000.000,,,
IncreaseDecreaseInDeferredRevenue,,3000.000,,,,-359000.000,,,,853000.000,,,,503000.000,,,,3076000.000,,,
IncreaseDecreaseInInventories,,868000.000,,,,-1333000.000,,,,6291000.000,,,,2100000.000,,,,4794000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,826000.000,,,,796000.000,,,,-570000.000,,,,391000.000,,,,1972000.000,,,
IncreaseDecreaseInRestrictedCash,,0.000,,,,-107000.000,,,,1000.000,,,,0.000,,,,,,,
InterestExpense,24000.000,-29000.000,,,,,,,,,,,,,,,,,,,
InterestIncomeExpenseNet,,,60000.000,11000.000,,24000.000,19000.000,17000.000,20000.000,19000.000,14000.000,14000.000,16000.000,13000.000,13000.000,13000.000,19000.000,-36000.000,-20000.000,7000.000,4000.000
InventoryWriteDown,,,,,,33000.000,,,,105000.000,,,,128000.000,,,,27000.000,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,100000.000,100000.000,,100000.000,21000.000,300000.000,179000.000,100000.000,100000.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,-262000.000,,,,61000.000,,,,-1906000.000,,,,-3012000.000,,,,-2645000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-262000.000,,,,61000.000,,,,-1906000.000,,,,-3012000.000,,,,-2645000.000,,,
NetCashProvidedByUsedInInvestingActivities,,-384000.000,,,,918000.000,,,,2982000.000,,,,1556000.000,,,,9412000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-384000.000,,,,918000.000,,,,2982000.000,,,,1556000.000,,,,9412000.000,,,
NetCashProvidedByUsedInOperatingActivities,,-7958000.000,,,,-7009000.000,,,,-12343000.000,,,,-1830000.000,,,,-9088000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-7958000.000,,,,-7009000.000,,,,-12343000.000,,,,-1830000.000,,,,-9088000.000,,,
