,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1263000.000,1209000.000,1522000.000,2692000.000,2758000.000,1411000.000,1731000.000,1757000.000,2151000.000,1115000.000,1888000.000,3043000.000,2875000.000
AccruedLiabilitiesAndOtherLiabilities,,,,2486000.000,,,,3975000.000,,,,4178000.000,
AccruedProfessionalFeesCurrent,,,,270000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1796000.000,,,,2500000.000,,,,4165000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-1000.000,10000.000,-7000.000,4000.000,7000.000,17000.000,-7000.000,0.000,17000.000,8000.000,0.000,-3000.000
AdditionalPaidInCapital,,,,,,,,,248623000.000,250505000.000,251762000.000,,254276000.000
AdditionalPaidInCapitalCommonStock,142816000.000,143625000.000,144713000.000,147923000.000,197229000.000,198456000.000,246436000.000,247550000.000,,,,252996000.000,
Assets,68213000.000,61850000.000,55799000.000,50431000.000,88416000.000,78716000.000,117880000.000,112142000.000,102655000.000,92864000.000,82869000.000,69896000.000,55645000.000
AssetsCurrent,66940000.000,60316000.000,53521000.000,48042000.000,85625000.000,75365000.000,98494000.000,95193000.000,97533000.000,87316000.000,76411000.000,64288000.000,50118000.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,7000.000,,17000.000,8000.000,0.000,0.000
AvailableForSaleDebtSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,0.000,,,,0.000,3000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,67692000.000,49036000.000,,
AvailableForSaleSecurities,,,,,,,,91376000.000,,,,36929000.000,14537000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,91369000.000,,,,36929000.000,14540000.000
AvailableForSaleSecuritiesCurrent,,,,,,,,77069000.000,,,,35938000.000,
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,27047000.000,27048000.000,27021000.000,27022000.000,25015000.000,54784000.000,,57926000.000,67709000.000,49044000.000,,14537000.000
AvailableForSaleSecuritiesNoncurrent,,,,,,,,12104000.000,,,,0.000,
CashAndCashEquivalentsAtCarryingValue,65839000.000,32128000.000,25145000.000,20058000.000,57471000.000,49580000.000,42827000.000,17259000.000,37730000.000,18265000.000,26417000.000,27424000.000,34138000.000
CashCashEquivalentsAndShortTermInvestments,,,,,,,,,95700000.000,86000000.000,75500000.000,,48700000.000
ClassOfWarrantOrRightOutstanding,,4000.000,4000.000,78000.000,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,2709000.000,2601000.000,2398000.000,2636000.000,3340000.000,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,191689655.000,191690000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000
CommonStockSharesIssued,17322144.000,17407000.000,17609822.000,17869235.000,24152291.000,24204463.000,28127110.000,28161313.000,28161010.000,28340741.000,28384548.000,,28502470.000
CommonStockSharesOutstanding,17299472.000,17386000.000,17591032.000,17852389.000,24137395.000,24191511.000,28114158.000,28151596.000,28155302.000,28334912.000,28380663.000,,28502470.000
CommonStockValue,17000.000,17000.000,18000.000,18000.000,24000.000,24000.000,28000.000,28000.000,,,,28000.000,
CommonStockValueOutstanding,,,,,,,,,28000.000,28000.000,28000.000,,29000.000
DeferredOfferingCosts,,,,,131000.000,293000.000,302000.000,304000.000,,,,339000.000,
DeferredRentCreditCurrent,17000.000,43000.000,99000.000,107000.000,116000.000,,,,,,,,
DeferredRentCreditNoncurrent,230000.000,210000.000,196000.000,168000.000,136000.000,,,,,,,,
DeferredRevenueCurrent,12000.000,30000.000,766000.000,555000.000,556000.000,670000.000,457000.000,235000.000,0.000,0.000,0.000,0.000,
DeferredRevenueNoncurrent,,,448000.000,350000.000,228000.000,0.000,0.000,0.000,,,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,245000.000,,,,220000.000,,,,784000.000,
DeferredTaxAssetsGross,,,,45203000.000,,,,62678000.000,,,,,
DeferredTaxAssetsNet,,,,,,,,0.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,39721000.000,,,,54570000.000,,,,52829000.000,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,3655000.000,,,,5226000.000,,,,6422000.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,770000.000,,,,1410000.000,,,,2184000.000,
DeferredTaxAssetsValuationAllowance,,,,45203000.000,,,,62678000.000,,,,0.000,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,,,,,,,-83658000.000,
DividendsPayableCurrent,,,,0.000,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,1066000.000,,,,1736000.000,,,,2090000.000,
InterestReceivableCurrent,,,,21000.000,,,,,,,,,
Investments,,,,,,,14934000.000,,0.000,0.000,0.000,,
LettersOfCreditOutstandingAmount,473000.000,,,,,,,,,,,,
Liabilities,12840000.000,12815000.000,14835000.000,17924000.000,18670000.000,18054000.000,18995000.000,22481000.000,21665000.000,20998000.000,22520000.000,24355000.000,22561000.000
LiabilitiesAndStockholdersEquity,68213000.000,61850000.000,55799000.000,50431000.000,88416000.000,78716000.000,117880000.000,112142000.000,102655000.000,92864000.000,82869000.000,69896000.000,55645000.000
LiabilitiesCurrent,4545000.000,5410000.000,7850000.000,5840000.000,7794000.000,6366000.000,8350000.000,5967000.000,5062000.000,4161000.000,7088000.000,10370000.000,10086000.000
LongTermDebtCurrent,1770000.000,2679000.000,3376000.000,,1102000.000,,1100000.000,0.000,,,1559000.000,3149000.000,4771000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalRemainderOfFiscalYear,,,,,,0.000,0.000,,0.000,,,,
LongTermDebtNoncurrent,8040000.000,7147000.000,6254000.000,11488000.000,10480000.000,11564000.000,10558000.000,16477000.000,16592000.000,16710000.000,15274000.000,13809000.000,12312000.000
OperatingLeasesFutureMinimumPaymentsDue,,,,2158000.000,,2285000.000,1947000.000,1610000.000,1270000.000,4563000.000,5384000.000,5068000.000,4705000.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,976000.000,,,,1379000.000,,,,1550000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,207000.000,274000.000,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,1238000.000,1637000.000,274000.000,274000.000
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,170000.000,,231000.000,231000.000,,,1208000.000,1607000.000,1637000.000,1637000.000
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,1012000.000,,1379000.000,1379000.000,231000.000,231000.000,1217000.000,1550000.000,1607000.000,1607000.000
OperatingLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,,,,,675000.000,337000.000,,1039000.000,693000.000,316000.000,,1187000.000
OtherAssetsCurrent,,,,188000.000,,,,,,,,,
OtherAssetsNoncurrent,143000.000,145000.000,88000.000,117000.000,338000.000,478000.000,462000.000,446000.000,371000.000,355000.000,1108000.000,421000.000,429000.000
OtherLiabilitiesCurrent,,,,,,125000.000,134000.000,0.000,,,,,
OtherLiabilitiesNoncurrent,,,17000.000,78000.000,32000.000,124000.000,87000.000,37000.000,11000.000,127000.000,158000.000,176000.000,163000.000
PreferredStockParOrStatedValuePerShare,,,,,0.001,0.001,0.001,,0.001,0.001,0.001,,
PreferredStockSharesAuthorized,,,,,25000000.000,25000000.000,25000000.000,,25000000.000,25000000.000,25000000.000,,
PreferredStockSharesIssued,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,
PreferredStockSharesOutstanding,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,
PreferredStockValue,,,,,,0.000,0.000,,,,,,
PreferredStockValueOutstanding,,,,,,,,,0.000,0.000,0.000,,
PrepaidExpenseAndOtherAssetsCurrent,944000.000,1141000.000,1328000.000,963000.000,1132000.000,770000.000,883000.000,865000.000,1561000.000,1342000.000,950000.000,926000.000,1443000.000
PrepaidInsurance,,,,90000.000,,,,,,,,,
PropertyPlantAndEquipmentGross,,,,3752000.000,,,,6583000.000,,,,9036000.000,
PropertyPlantAndEquipmentNet,814000.000,1073000.000,1874000.000,1956000.000,2137000.000,2557000.000,3674000.000,4083000.000,4751000.000,4877000.000,5034000.000,4871000.000,4782000.000
RestrictedCashAndCashEquivalents,473000.000,316000.000,316000.000,316000.000,,,,,,,,,
RestrictedCashAndCashEquivalentsAtCarryingValue,157000.000,,,,,,,,316000.000,,,,
RestrictedCashAndCashEquivalentsNoncurrent,316000.000,316000.000,316000.000,316000.000,316000.000,316000.000,316000.000,316000.000,0.000,316000.000,316000.000,316000.000,316000.000
RetainedEarningsAccumulatedDeficit,-87460000.000,-94606000.000,-103777000.000,-115427000.000,-127511000.000,-137825000.000,-147596000.000,-157910000.000,-167661000.000,-178684000.000,,-207483000.000,
StockholdersEquity,55373000.000,49035000.000,40964000.000,32507000.000,69746000.000,60662000.000,98885000.000,89661000.000,80990000.000,71866000.000,60349000.000,45541000.000,33084000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,55373000.000,49035000.000,40964000.000,32507000.000,69746000.000,60662000.000,98885000.000,89661000.000,80990000.000,71866000.000,60349000.000,45541000.000,33084000.000
TemporaryEquityCarryingAmountAttributableToParent,,,,,,,,,,,,0.000,
UnrecognizedTaxBenefits,,,,0.000,,,,0.000,,,,0.000,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestAccrued,,,,0.000,,,,0.000,,,,0.000,
WarrantsAndRightsOutstanding,,0.000,,,,,,0.000,,,,0.000,
