,2011-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,3375000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,704000.000
AdditionalPaidInCapital,58003000.000
Assets,4963000.000
AssetsCurrent,3772000.000
CashAndCashEquivalentsAtCarryingValue,3453000.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,100000000.000
CommonStockSharesIssued,27997701.000
CommonStockSharesOutstanding,27997701.000
CommonStockValue,28000.000
DerivativeLiabilitiesNoncurrent,4174000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,426000.000
IntangibleAssetsNetExcludingGoodwill,1137000.000
Liabilities,13627000.000
LiabilitiesAndStockholdersEquity,4963000.000
LiabilitiesCurrent,9453000.000
NotesPayableCurrent,6078000.000
OtherAssetsNoncurrent,5000.000
PreferredStockSharesAuthorized,5000000.000
PrepaidExpenseAndOtherAssetsCurrent,319000.000
PropertyPlantAndEquipmentNet,49000.000
RetainedEarningsAccumulatedDeficit,-66796000.000
StockholdersEquity,-8664000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-8664000.000
