,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,38133000.000,22443000.000,17451000.000,18133000.000,16493000.000,14843000.000,11732000.000,14884000.000,15586000.000,11534000.000,9798000.000,11050000.000,12323000.000,14072000.000,14279000.000,12392000.000,14709000.000,9810000.000,7623000.000
AccruedIncomeTaxes,40526000.000,28520000.000,23703000.000,23414000.000,24089000.000,24381000.000,24647000.000,25922000.000,26136000.000,26284000.000,26612000.000,26582000.000,26749000.000,26917000.000,27084000.000,27233000.000,27405000.000,27578000.000,27751000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,77538000.000,,,,79515000.000,,,,81815000.000,,,,84789000.000,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,404000.000,363000.000,480000.000,610000.000,1109000.000,1563000.000,770000.000,-742000.000,-759000.000,-1487000.000,-787000.000,299000.000,419000.000,,,,,,
AdditionalPaidInCapital,449428000.000,450608000.000,451689000.000,452726000.000,453791000.000,454785000.000,455857000.000,456843000.000,458812000.000,460818000.000,461613000.000,462328000.000,464144000.000,464981000.000,465790000.000,466640000.000,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,,,,467276000.000,467913000.000,468647000.000
AllowanceForLoanAndLeaseLossesRealEstate,,,,,,,,440000.000,480000.000,488000.000,,,,,,,,,
Assets,7448192000.000,756490000.000,441287000.000,457805000.000,480445000.000,538223000.000,473331000.000,472293000.000,491545000.000,536485000.000,437316000.000,442884000.000,437456000.000,443837000.000,342782000.000,240806000.000,265956000.000,315423000.000,191648000.000
AssetsFairValueDisclosure,,,,88978000.000,99176000.000,105709000.000,110400000.000,112746000.000,113008000.000,110438000.000,98241000.000,29813000.000,29177000.000,29989000.000,29862000.000,30027000.000,33099000.000,33521000.000,33289000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,188806000.000,174255000.000,144353000.000,131579000.000,,,,
