,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsPayableCurrent,6198000.000,4755000.000,6222000.000,5835000.000,3599000.000,4666000.000,5979000.000,5893000.000,6239000.000,5195000.000,6875000.000,5640000.000,6785000.000,5958000.000,6295000.000,6236000.000,5565000.000,6086000.000,4918000.000
AccountsReceivableNetCurrent,20033000.000,21527000.000,28492000.000,26570000.000,23578000.000,22355000.000,20037000.000,18823000.000,21377000.000,21201000.000,26525000.000,23021000.000,25702000.000,21045000.000,23963000.000,23417000.000,22573000.000,22116000.000,24528000.000
AccruedLiabilitiesCurrent,9625000.000,10343000.000,12107000.000,11997000.000,10848000.000,16936000.000,15827000.000,17466000.000,15623000.000,9205000.000,9048000.000,7064000.000,9324000.000,14964000.000,12657000.000,12341000.000,9986000.000,10033000.000,9994000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,49361000.000,50069000.000,49004000.000,50202000.000,49491000.000,50606000.000,49250000.000,48136000.000,49003000.000,48337000.000,49235000.000,49993000.000,51176000.000,51458000.000,45468000.000,43234000.000,44456000.000,45272000.000,46147000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,,328000.000,271000.000,316000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,6251000.000,5663000.000,5875000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,5649000.000,6914000.000,6435000.000,6313000.000,6579000.000,5934000.000,6191000.000,6552000.000,7226000.000,6508000.000,6875000.000,7077000.000,7034000.000,7160000.000,7431000.000,7989000.000,8234000.000,8041000.000,8311000.000
AdditionalPaidInCapitalCommonStock,21272000.000,21805000.000,21265000.000,22061000.000,22485000.000,22920000.000,23261000.000,23655000.000,24159000.000,24567000.000,25022000.000,25722000.000,26146000.000,26452000.000,26855000.000,27171000.000,28073000.000,28489000.000,30106000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,2599000.000,,,,2023000.000,,,,1781000.000,,,,1904000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2918000.000,2986000.000,2890000.000,2965000.000,2937000.000,2875000.000,2599000.000,2640000.000,2234000.000,2075000.000,2023000.000,1958000.000,1873000.000,1841000.000,1781000.000,1741000.000,1964000.000,2027000.000,1904000.000
Assets,114994000.000,110144000.000,114283000.000,109308000.000,102166000.000,102046000.000,101928000.000,98696000.000,98264000.000,92565000.000,86776000.000,80128000.000,79780000.000,76960000.000,76260000.000,74242000.000,70972000.000,73738000.000,78005000.000
AssetsCurrent,89519000.000,86928000.000,90717000.000,86927000.000,81313000.000,81605000.000,82676000.000,80084000.000,79577000.000,74180000.000,68230000.000,61422000.000,60300000.000,56163000.000,54150000.000,51952000.000,48541000.000,52036000.000,56909000.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,,,,,86000.000,86000.000,
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,,,13682000.000,,,,13917000.000,,,,14107000.000,,,,15246000.000
CapitalizedComputerSoftwareNet,,,,,,,656000.000,,,,1605000.000,,,,1499000.000,,,,5814000.000
CashAndCashEquivalentsAtCarryingValue,53715000.000,51674000.000,49645000.000,44292000.000,41539000.000,45601000.000,48592000.000,45993000.000,45998000.000,41924000.000,31983000.000,25434000.000,21652000.000,21168000.000,17588000.000,13481000.000,13224000.000,18678000.000,21628000.000
CommitmentsAndContingencies,,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,3854068.000,,,,3854068.000,,,,3854068.000,,,,3854068.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000,35000000.000
CommonStockSharesIssued,18456794.000,18426761.000,18101003.000,18059021.000,18225343.000,18233586.000,18187703.000,18271522.000,18743348.000,18670906.000,18741253.000,18511107.000,18743720.000,18771983.000,18755731.000,18950487.000,19254501.000,19295873.000,19588656.000
CommonStockSharesOutstanding,18456794.000,18426761.000,18101003.000,18059021.000,18225343.000,18233586.000,18187703.000,18271522.000,18743348.000,18670906.000,18741253.000,18511107.000,18743720.000,18771983.000,18755731.000,18950487.000,19254501.000,19295873.000,19588656.000
CommonStockValue,184000.000,184000.000,181000.000,180000.000,182000.000,182000.000,182000.000,182000.000,187000.000,186000.000,187000.000,185000.000,187000.000,187000.000,187000.000,189000.000,192000.000,193000.000,196000.000
DebtLongtermAndShorttermCombinedAmount,,,,,12552000.000,13700000.000,14094000.000,,,,6274000.000,,,,10478000.000,10478000.000,7564000.000,7564000.000,7478000.000
