,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AmortizationOfDebtDiscountPremium,,,,,,,15000.000,,,,8000.000,,,,4000.000,,
AmortizationOfFinancingCostsAndDiscounts,,,38074.000,,,,54000.000,,,,65000.000,,,,35000.000,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,400000.000,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,2735211.000,,8968000.000,,,,22646.000,,,,23760000.000,,
AssetImpairmentCharges,,,,,,,,,,,,,,,,3047000.000,
CashPeriodIncreaseDecrease,,,126851.000,,,,-768000.000,,,,-29000.000,,,,-798000.000,,
ComprehensiveIncomeNetOfTax,,,,-1278627.000,-1240576.000,,-2105000.000,-1113000.000,-166000.000,-1857000.000,-138000.000,-19000.000,-561000.000,1224000.000,-562000.000,-3447000.000,501000.000
ConcentrationRiskPercentage1,,,,,,,,,,,-30.900,,,,,,
CostOfGoodsAndServicesSold,10558355.000,13007116.000,14057351.000,13988913.000,14222782.000,13679954.000,10948000.000,11155000.000,14113000.000,11749000.000,13135000.000,12731000.000,11123000.000,13383000.000,9167000.000,7607000.000,6562000.000
DebtInstrumentConvertibleInterestExpense,,,,,,,73000.000,,,,,,,,,,
DebtInstrumentDecreaseRepayments,,,,,,,-483000.000,,,,,,,,,,
DebtInstrumentIncreaseAdditionalBorrowings,,,,,,,981000.000,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,4000.000,,,,,,,,,,,,7000.000,,
DepreciationDepletionAndAmortization,,,159641.000,,,,502000.000,,,,451000.000,,,,282000.000,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,,,,,,,,,,,,-55000.000,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,,,,,,-0.010,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,,,,,,,,,,,,-157000.000,
DiscontinuedOperationProvisionForLossGainOnDisposalNetOfTax,,,,,,,,,,,,,,,,-7000.000,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,,,,,,,,,,,,,,,-68000.000,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,,,,,,,,,,,,944000.000,
DisposalGroupIncludingDiscontinuedOperationGeneralAndAdministrativeExpense,,,,,,,,,,,,,,,,315000.000,
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,,,,,,,,,,,,,4000.000,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,,,,,,,,,,,,-52000.000,
DisposalGroupIncludingDiscontinuedOperationOtherIncome,,,,,,,,,,,,,,,,1000.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,,,,,,1207000.000,
DividendsPreferredStockPaidinkind,,,,,,,,,,,,,,,360000.000,380000.000,454000.000
EarningsPerShareBasic,,0.010,,,-0.150,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.830,,-0.060,-0.200,,,-0.270,-0.150,-0.040,-0.340,-0.040,-0.030,-0.070,0.070,-0.080,,
EarningsPerShareDiluted,,0.010,,,-0.150,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,-1000.000,,,,-17000.000,,,,81000.000,,
EmployeeBenefitsAndShareBasedCompensation,,,,,,,,,,,,,,,33000.000,37000.000,31000.000
ExtinguishmentOfDebtGainLossIncomeTax,,,,,,,,,,,,,200000.000,,600000.000,3200000.000,83000.000
FairValueAdjustmentOfWarrants,,,,,,,,,,,-251000.000,84000.000,88000.000,363000.000,-78000.000,311000.000,205000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,-4000.000,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,-2641059.000,-24098.000,,,,,,,,,,,,,,,
