,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccountsAndNotesReceivableNet,,,,,,,,,,,0.000
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,722.000
AccountsPayableCurrent,400.000,950.000,200.000,2700.000,,101031.000,82203.000,121321.000,67993.000,86511.000,8568.000
AccountsReceivableNet,,,,,,4350.000,4350.000,4350.000,4394.000,,1586.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,288.000,288.000,288.000,,,
AdditionalPaidInCapital,14000.000,47000.000,47000.000,47000.000,47000.000,-107000.000,2830150.000,3757450.000,3795520.000,4138571.000,3888499.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,0.000,,,
Assets,14102.000,42423.000,36207.000,14988.000,0.000,43439.000,53192.000,64279.000,82317.000,518501.000,80417.000
AssetsCurrent,14102.000,42423.000,36207.000,14988.000,,38602.000,48355.000,59442.000,77750.000,514019.000,76020.000
CapitalizedCostsProvedProperties,,,,,,4837.000,4837.000,4837.000,,,
CashAndCashEquivalentsAtCarryingValue,14102.000,42423.000,36207.000,14988.000,,22021.000,31864.000,6421.000,10160.000,2603.000,488.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,150000000.000,150000000.000,150000000.000,150000000.000,500000000.000,500000000.000
CommonStockSharesIssued,6000000.000,9500000.000,9500000.000,9500000.000,9500000.000,107000000.000,112350000.000,114050000.000,114480000.000,116983784.000,297038096.000
CommonStockSharesOutstanding,6000000.000,9500000.000,9500000.000,9500000.000,9500000.000,107000000.000,112350000.000,114050000.000,114480000.000,116983784.000,297038096.000
CommonStockValue,6000.000,9500.000,9500.000,9500.000,9500.000,107000.000,112350.000,114050.000,114480.000,116984.000,271073.000
ConvertibleDebt,,,,,,,,,130475.000,,
DebtDefaultShorttermDebtAmount,,,,,,,,,,,23521.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,15474.000,,,,286827.000,,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,,,,,,230436.000,
DerivativeFairValueOfDerivativeNet,,,,,,,,,130475.000,230436.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,6398.000,15027.000,20493.000,44212.000,56500.000,406518.000,3562700.000,4714181.000,5089091.000,5169447.000,
DueToRelatedPartiesCurrent,,,,,,219731.000,168599.000,176586.000,119256.000,91584.000,71335.000
InterestPayableCurrent,,,,,,4195.000,11590.000,23053.000,45880.000,72411.000,102516.000
InventoryNet,,,,,,12231.000,12141.000,48671.000,48613.000,96550.000,71863.000
Liabilities,500.000,950.000,200.000,2700.000,,449957.000,673392.000,906960.000,1261408.000,1432393.000,1275942.000
LiabilitiesAndStockholdersEquity,14102.000,42423.000,36207.000,14988.000,0.000,43439.000,53192.000,64279.000,82317.000,518501.000,80417.000
LiabilitiesCurrent,500.000,950.000,200.000,2700.000,,449957.000,673392.000,906960.000,1261408.000,1432393.000,1275942.000
NotesPayable,100.000,,,,,,,,,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,219731.000,168599.000,176586.000,,,
OperatingLossCarryforwards,,,,44212.000,,,,,,,
OperatingLossCarryforwardsValuationAllowance,,,,-15474.000,,,,-286827.000,,,
OtherIntangibleAssetsNet,,,,,,4837.000,4837.000,4837.000,4567.000,4482.000,4397.000
PreferredStockParOrStatedValuePerShare,,,,,,0.001,0.001,0.001,,,
PreferredStockSharesAuthorized,,,,,,5000000.000,5000000.000,5000000.000,,,
PreferredStockSharesIssued,,,,,,0.000,0.000,0.000,,,
PreferredStockSharesOutstanding,,,,,,0.000,0.000,0.000,,,
PrepaidExpenseCurrent,,,,,,,,,14583.000,184430.000,2083.000
RetainedEarningsAccumulatedDeficit,-6398.000,-6398.000,-20493.000,-44212.000,,,,,,,-5355097.000
ShortTermBorrowings,,,,,,125000.000,411000.000,586000.000,897804.000,1181887.000,1092801.000
StockholdersEquity,13602.000,41473.000,36007.000,12288.000,,-406518.000,-620200.000,-842681.000,-1179091.000,,-1195525.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,13602.000,41473.000,36007.000,12288.000,,-406518.000,-620200.000,-842681.000,-1179091.000,-913892.000,-1195525.000
