,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,175898.000,203760.000,140748.000,165202.000,216297.000,340806.000,286459.000,170555.000,191655.000,162648.000,345794.000,336478.000,405971.000,412684.000
AccountsPayableCurrent,125208.000,101496.000,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,,,,,772.000,2558.000,1143.000,1128.000,1058.000,1318.000,11097.000,15485.000,14314.000,20141.000,41198.000,28836.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,231684.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,-79983.000,-68747.000,-87617.000
AdditionalPaidInCapital,640494.000,674494.000,258394.000,910089.000,1945475.000,2007407.000,2024755.000,2877187.000,3228725.000,4370807.000,5158424.000,5326577.000,5489351.000,5036168.000,5348053.000,5878405.000
Assets,136111.000,168249.000,191328.000,552935.000,272998.000,342263.000,341388.000,1355066.000,883015.000,829743.000,959274.000,842871.000,964697.000,650817.000,619881.000,566265.000
AssetsCurrent,70382.000,100338.000,36259.000,399413.000,36238.000,62406.000,56045.000,1085708.000,371713.000,201176.000,265466.000,185666.000,243239.000,70883.000,61524.000,58676.000
Cash,63402.000,67001.000,24051.000,239403.000,27687.000,36267.000,29617.000,1060006.000,346714.000,75969.000,108081.000,21007.000,40931.000,7442.000,610.000,3812.000
CommitmentsAndContingencies,,,,,,,,,0.000,,,,,,,
CommonStockParOrStatedValuePerShare,,,,,,,,,0.001,,,,,,,
CommonStockSharesAuthorized,,,,,,,,,500000000.000,,,,,,,
CommonStockSharesIssued,,,,,,,,,229215442.000,,,,,,,
CommonStockSharesOutstanding,,,,,,,,,229215442.000,,,,,,,
CommonStockSharesSubscriptions,,5450.000,4200.000,0.000,25000.000,163750.000,0.000,,,117553.000,0.000,0.000,1618.000,1618.000,1618.000,1618.000
ConvertibleNotesPayableCurrent,27500.000,145000.000,117702.000,4086.000,5062.000,5062.000,105062.000,137562.000,37562.000,0.000,,,167038.000,396135.000,1313151.000,208812.000
DebtInstrumentUnamortizedDiscount,,,23522.000,4976.000,0.000,0.000,0.000,0.000,0.000,0.000,,,141462.000,,,
DeferredCompensationEquity,,,,143425.000,280822.000,268630.000,256027.000,93425.000,80822.000,37352.000,28950.000,20548.000,12420.000,2009.000,0.000,
DeferredFinanceCostsNoncurrentNet,3187.000,7994.000,4438.000,1335.000,0.000,0.000,2863.000,1693.000,0.000,0.000,,,25095.000,,,
DerivativeLiabilities,,,,,,,,,,,,,,,,10790.000
DerivativeLiabilitiesCurrent,,,21249.000,6699.000,8617.000,6341.000,8286.000,12521.000,9608.000,0.000,,,202169.000,,,
DerivativeLiabilitiesNoncurrent,,,,,,,,,,,,,,35262.000,34454.000,10790.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,366547.000,445925.000,526299.000,652310.000,1944480.000,2141890.000,2225038.000,2563837.000,3080290.000,4136312.000,4902617.000,5249131.000,5823161.000,5772477.000,,
