,2011-06-30
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,35000.000
AdditionalPaidInCapital,1131000.000
Assets,242268000.000
AvailableForSaleSecurities,23918000.000
BankOwnedLifeInsurance,4640000.000
CashAndDueFromBanks,7180000.000
CashCashEquivalentsAndFederalFundsSold,44080000.000
CommonStockNoParValue,0.000
CommonStockSharesAuthorized,20000000.000
CommonStockSharesIssued,2003131.000
CommonStockSharesOutstanding,2003131.000
CommonStockValue,10665000.000
DeferredTaxAssetsNet,0.000
Deposits,227926000.000
DepositsMoneyMarketDeposits,44727000.000
DepositsSavingsDeposits,27661000.000
FederalFundsSold,36900000.000
Liabilities,235182000.000
LiabilitiesAndStockholdersEquity,242268000.000
LoansAndLeasesReceivableNetReportedAmount,152797000.000
LongTermDebt,5155000.000
OtherRealEstate,4486000.000
PropertyPlantAndEquipmentNet,7492000.000
RetainedEarningsAccumulatedDeficit,-8645000.000
ShortTermBorrowings,0.000
StockholdersEquity,7086000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,7086000.000
TimeDeposits100000OrMore,41260000.000
TimeDepositsLessThan100000,27138000.000
