,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,,,,,-6000000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,991000.000,,,,1600000.000,,,,2000000.000,,,,1000000.000,
AllocatedShareBasedCompensationExpense,7330000.000,7700000.000,2500000.000,-230000.000,6000000.000,6000000.000,4000000.000,3000000.000,4000000.000,3000000.000,1000000.000,5000000.000,1000000.000,2000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,4764000.000,5000000.000,1600000.000,-164000.000,3900000.000,4000000.000,3000000.000,1100000.000,3000000.000,2000000.000,1000000.000,2000000.000,1000000.000,1000000.000
AmortizationOfDeferredCharges,,,,,-11300000.000,,,,-15000000.000,,,,,
AmortizationOfFinancingCosts,843000.000,,,,1100000.000,1000000.000,1000000.000,900000.000,1000000.000,1000000.000,0.000,0.000,0.000,0.000
AmortizationOfIntangibleAssets,22892000.000,11300000.000,14700000.000,40708000.000,16200000.000,-7000000.000,88000000.000,-33200000.000,41000000.000,-3000000.000,-4000000.000,20000000.000,123000000.000,33000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,169000.000,,,,,,,,
AssumedPremiumsEarned,9271000.000,9500000.000,8800000.000,8329000.000,8900000.000,8000000.000,0.000,-16900000.000,0.000,0.000,0.000,1000000.000,0.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-444863000.000,,,,-20900000.000,,,,66000000.000,,,,-232000000.000,
CededPremiumsEarned,63319000.000,61900000.000,61300000.000,133081000.000,60500000.000,57000000.000,51000000.000,102500000.000,49000000.000,47000000.000,48000000.000,115000000.000,46000000.000,56000000.000
CommonStockDividendsPerShareCashPaid,,0.065,0.065,,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065,0.065
ComprehensiveIncomeNetOfTax,35944000.000,194200000.000,183600000.000,-14344000.000,9700000.000,52000000.000,-146000000.000,-58700000.000,-102000000.000,114000000.000,273000000.000,163000000.000,-178000000.000,160000000.000
CostsAndExpenses,265752000.000,222200000.000,280100000.000,210748000.000,269100000.000,193000000.000,192000000.000,100900000.000,250000000.000,212000000.000,240000000.000,262000000.000,171000000.000,334000000.000
DeferredIncomeTaxExpenseBenefit,4079000.000,,,,6200000.000,,,,23000000.000,,,,76000000.000,
DeferredPolicyAcquisitionCostAmortizationExpense,,,,,,,,,,,,,105000000.000,
DeferredPolicyAcquisitionCostAmortizationExpenseUnrealizedInvestmentGainsLosses,,,,,,,,,134000000.000,,,,-103000000.000,
DeferredPolicyAcquisitionCostsAdditions,,,,,,,,,80000000.000,,,,100000000.000,
DeferredPolicyAcquisitionCostsAndPresentValueOfFutureProfitsAdditions,,,,,,,,,80000000.000,,,,100000000.000,
DeferredPolicyAcquisitionCostsAndPresentValueOfFutureProfitsAmortization1,,,,,,,,,,,,,136000000.000,
DeferredSalesInducementsPeriodIncreaseDecrease,,,,,,,,,,,,,0.000,
Depreciation,1102000.000,,,,,,,,,,,,,
DerivativeGainLossOnDerivativeNet,-4314000.000,-28800000.000,-21200000.000,12714000.000,18400000.000,-3000000.000,36000000.000,40600000.000,27000000.000,-17000000.000,-37000000.000,-22000000.000,12000000.000,-11000000.000
DirectPremiumsEarned,67753000.000,67000000.000,65600000.000,204847000.000,63200000.000,64000000.000,68000000.000,220800000.000,64000000.000,63000000.000,69000000.000,256000000.000,57000000.000,59000000.000
Dividends,42993000.000,,,,3800000.000,,,,4000000.000,,,,4000000.000,
EarningsPerShareBasic,0.870,0.430,0.970,0.640,0.240,-0.210,1.480,0.520,0.820,0.160,0.160,0.530,1.850,0.380
EarningsPerShareDiluted,0.870,0.420,0.970,0.640,0.240,-0.210,1.480,0.510,0.820,0.160,0.160,0.520,1.850,0.380
EffectiveIncomeTaxRateContinuingOperations,0.340,2.837,,,0.395,0.000,0.330,-0.375,0.340,0.400,0.380,-0.750,0.340,0.370
EmbeddedDerivativeGainLossOnEmbeddedDerivativeNet,,,900000.000,,1500000.000,11000000.000,-2000000.000,-3500000.000,2000000.000,-1000000.000,-2000000.000,1000000.000,0.000,1000000.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,2566000.000,2700000.000,900000.000,-66000.000,2100000.000,2000000.000,1000000.000,1900000.000,1000000.000,1000000.000,0.000,3000000.000,0.000,1000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings1,-27000.000,0.000,300000.000,-773000.000,-600000.000,-80000000.000,-13000000.000,-9400000.000,-6000000.000,-1000000.000,-7000000.000,-16000000.000,-5000000.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncomeLoss,-7108000.000,10700000.000,17700000.000,-592000.000,8400000.000,16000000.000,-22000000.000,4600000.000,-11000000.000,30000000.000,27000000.000,3000000.000,-47000000.000,8000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetIssues,,,,,,0.000,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,270477000.000,102300000.000,193600000.000,207823000.000,148600000.000,168000000.000,0.000,134400000.000,88000000.000,58000000.000,40000000.000,180000000.000,132000000.000,60000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,234784000.000,66900000.000,163200000.000,164616000.000,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,0.000,0.000,1000000.000,11100000.000,0.000,15000000.000,1000000.000,0.000,0.000,0.000,0.000,9000000.000,5000000.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,35693000.000,35400000.000,29400000.000,32107000.000,34000000.000,55000000.000,17000000.000,124000000.000,60000000.000,27000000.000,63000000.000,22000000.000,70000000.000,47000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersIntoLevel3,,,,,,,,,23000000.000,,24000000.000,,1000000.000,50000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,0.000,-208700000.000,-18900000.000,100000.000,-5900000.000,-28000000.000,-19000000.000,-100000.000,4000000.000,-22000000.000,-69000000.000,26000000.000,-28000000.000,-17000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersOutOfLevel3,,,,,,,,,19000000.000,,93000000.000,,29000000.000,67000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,100277000.000,74000000.000,145800000.000,43623000.000,232100000.000,77000000.000,-43000000.000,-25100000.000,-51000000.000,-48000000.000,-77000000.000,410000000.000,133000000.000,112000000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInOtherComprehensiveIncome,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchases,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPurchasesSalesIssuancesSettlements,0.000,0.000,0.000,0.000,,,,,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySales,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilitySettlements,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityTransfersNet,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,70000000.000,-49000000.000,-23000000.000,35000000.000,51000000.000,99000000.000
GainLossOnInvestments,123417000.000,-1700000.000,145000000.000,39983000.000,58500000.000,-58000000.000,74000000.000,-111500000.000,63000000.000,-42000000.000,-28000000.000,26000000.000,51000000.000,81000000.000
GainLossOnSaleOfDerivatives,54880000.000,44900000.000,57200000.000,52220000.000,40900000.000,40000000.000,37000000.000,-9900000.000,-12000000.000,-42000000.000,-32000000.000,2000000.000,1000000.000,75000000.000
GainLossOnSaleOfOtherInvestments,-72000.000,100000.000,-1500000.000,-28000.000,-1400000.000,-37000000.000,-1000000.000,-600000.000,-2000000.000,-1000000.000,-10000000.000,-13000000.000,-2000000.000,-1000000.000
GainLossOnSaleOfSecuritiesNet,11951000.000,6400000.000,73000000.000,11149000.000,-2700000.000,-22000000.000,48000000.000,-12300000.000,-5000000.000,8000000.000,-7000000.000,-10000000.000,0.000,-17000000.000
GainOnDerivativeInstrumentsPretax,111538000.000,-8200000.000,73500000.000,28862000.000,62600000.000,1000000.000,27000000.000,-98600000.000,,,,,,
ImpairmentOfInvestments,34000.000,0.000,600000.000,66000.000,0.000,61000000.000,4000000.000,17000000.000,10000000.000,1000000.000,17000000.000,17000000.000,1000000.000,21000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,64735000.000,-13500000.000,82100000.000,55465000.000,23300000.000,-12000000.000,128000000.000,42700000.000,73000000.000,15000000.000,16000000.000,49000000.000,163000000.000,35000000.000
IncomeTaxExpenseBenefit,22041000.000,-38300000.000,25600000.000,16759000.000,9200000.000,0.000,42000000.000,12800000.000,25000000.000,6000000.000,6000000.000,19000000.000,55000000.000,13000000.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,35000000.000,,,,,,,,,,,,
IncomeTaxesPaid,0.000,,,,26000000.000,,,,1000000.000,,,,0.000,
IncreaseDecreaseInAccruedInvestmentIncomeReceivable,-1502000.000,,,,,,,,,,,,,
IncreaseDecreaseInDeferredPolicyAcquisitionCosts,52550000.000,,,,76400000.000,,,,39000000.000,,,,-23000000.000,
IncreaseDecreaseInFundsHeldUnderReinsuranceAgreements,39924000.000,,,,-37300000.000,,,,16000000.000,,,,26000000.000,
IncreaseDecreaseInFuturePolicyBenefitReserves,-10927000.000,,,,-20500000.000,,,,5000000.000,,,,-14000000.000,
IncreaseDecreaseInLifeInsuranceLiabilities,8875000.000,,,,,,,,,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,-36868000.000,,,,15500000.000,,,,-24000000.000,,,,26000000.000,
IncreaseDecreaseInReinsuranceRecoverable,17748000.000,,,,14500000.000,,,,9000000.000,,,,8000000.000,
