,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AccumulatedDepreciationDepletionAndAmortizationSaleOfPropertyPlantAndEquipment1,486000000.000,,,,607000000.000,
AllocatedShareBasedCompensationExpense,165000000.000,138000000.000,149000000.000,145000000.000,174000000.000,126000000.000
AllocatedShareBasedCompensationExpenseNetOfTax,115000000.000,99000000.000,104000000.000,98000000.000,115000000.000,85000000.000
AmortizationOfIntangibleAssets,218000000.000,201000000.000,210000000.000,126000000.000,101000000.000,107000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,64000000.000,46000000.000,25000000.000,-103000000.000,7000000.000,85000000.000
BusinessCombinationAcquisitionRelatedCosts,37000000.000,53000000.000,37000000.000,51000000.000,44000000.000,51000000.000
CapitalLeasesIncomeStatementLeaseRevenue,88000000.000,88000000.000,94000000.000,94000000.000,93000000.000,96000000.000
CommonStockDividendsPerShareDeclared,0.110,0.060,0.060,-0.010,0.130,0.065
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,190000000.000,245000000.000,2262000000.000,-1120000000.000,742000000.000,-611000000.000
CostOfGoodsSold,3312000000.000,3314000000.000,2997000000.000,3092000000.000,2838000000.000,2917000000.000
CostOfServices,5742000000.000,5694000000.000,5576000000.000,5531000000.000,5204000000.000,1945000000.000
CostsAndExpenses,12340000000.000,12219000000.000,9713000000.000,11701000000.000,10944000000.000,7263000000.000
DeferredIncomeTaxExpenseBenefit,245000000.000,,,,-125000000.000,
DefinedBenefitPlanPlanAmendments,,,,,6000000.000,16000000.000
DefinedBenefitPlanSettlementsBenefitObligation,,,0.000,,,
DepreciationDepletionAndAmortization,989000000.000,,,,840000000.000,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,3000000.000,-326000000.000,-83000000.000,-24000000.000,-44000000.000,-198000000.000
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,,,2169000000.000,,,
EarningsPerShareBasic,0.150,0.190,1.350,0.150,0.160,-0.370
EarningsPerShareDiluted,0.150,0.180,1.320,0.170,0.160,-0.370
EffectiveIncomeTaxRateContinuingOperations,0.163,0.118,0.056,-0.112,0.226,5.822
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350,,,0.350,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,50000000.000,39000000.000,45000000.000,47000000.000,59000000.000,41000000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,2000000.000,,,,74000000.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,2000000.000,,,,74000000.000,
FinancialServicesCosts,58000000.000,60000000.000,65000000.000,66000000.000,66000000.000,65000000.000
GainLossFromComponentsExcludedFromAssessmentOfCashFlowHedgeEffectivenessNet,0.000,,0.000,,0.000,
GoodwillAcquiredDuringPeriod,,,,,76000000.000,
GoodwillPurchaseAccountingAdjustments,257000000.000,,,,-1000000.000,
ImpairedAssetsToBeDisposedOfByMethodOtherThanSaleAmountOfImpairmentLoss,,,0.000,,,
IncomeLossFromContinuingOperations,,,,,,-487000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,319000000.000,363000000.000,2407000000.000,990000000.000,345000000.000,101000000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,-0.290
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,-0.290
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,-125000000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,-0.080
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,-0.080
IncomeLossFromEquityMethodInvestments,,,-72000000.000,,-22000000.000,-3000000.000
IncomeTaxExpenseBenefit,52000000.000,43000000.000,135000000.000,688000000.000,78000000.000,588000000.000
IncomeTaxReconciliationDispositionOfBusiness,,,123000000.000,,,
IncomeTaxReconciliationOtherAdjustments,,24000000.000,61000000.000,,19000000.000,-79000000.000
IncomeTaxReconciliationOtherReconcilingItems,-110000000.000,-87000000.000,37000000.000,,-108000000.000,506000000.000
IncreaseDecreaseInAccountsPayableTrade,-788000000.000,,,,-231000000.000,
IncreaseDecreaseInAccountsReceivable,-612000000.000,,,,-466000000.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,-440000000.000,,,,-22000000.000,
IncreaseDecreaseInFinanceReceivables,-60000000.000,,,,-126000000.000,
IncreaseDecreaseInInventories,182000000.000,,,,132000000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,1110000000.000,,,,2729000000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,17000000.000,26000000.000,34000000.000,-53000000.000,31000000.000,0.000
InterestExpense,138000000.000,149000000.000,144000000.000,146000000.000,158000000.000,142000000.000
InterestExpenseDebt,80000000.000,89000000.000,79000000.000,80000000.000,92000000.000,77000000.000
InventoryWriteDown,33000000.000,,,,15000000.000,
NetCashProvidedByUsedInContinuingOperations,-1337000000.000,,,,-3129000000.000,
NetCashProvidedByUsedInFinancingActivities,-570000000.000,,,,-508000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-570000000.000,,,,-508000000.000,
NetCashProvidedByUsedInInvestingActivities,-692000000.000,,,,-1157000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-692000000.000,,,,-1157000000.000,
NetCashProvidedByUsedInOperatingActivities,-75000000.000,,,,-1464000000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-75000000.000,,,,-1464000000.000,
NetIncomeLoss,267000000.000,320000000.000,2272000000.000,302000000.000,267000000.000,-612000000.000
NonoperatingIncomeExpense,-65000000.000,-129000000.000,-18000000.000,-100000000.000,-78000000.000,-85000000.000
OperatingIncomeLoss,384000000.000,492000000.000,2497000000.000,777000000.000,463000000.000,182000000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,,,-2000000.000,,24000000.000,1000000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPortionAttributableToParent,21000000.000,-276000000.000,153000000.000,58000000.000,-27000000.000,-79000000.000
OtherComprehensiveIncomeFinalizationOfPensionAndNonPensionPostretirementPlanValuationTax,1000000.000,11000000.000,7000000.000,-20000000.000,7000000.000,7000000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,-139000000.000,57000000.000,-183000000.000,,-25000000.000,-11000000.000
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,20000000.000,-42000000.000,7000000.000,13000000.000,-1000000.000,0.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,11000000.000,-3000000.000,6000000.000,-15000000.000,-13000000.000,-4000000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,2000000.000,1000000.000,0.000,-3000000.000,1000000.000,0.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,38000000.000,,,,606000000.000,
