,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccruedLiabilitiesCurrentAndNoncurrent,6109.000,7872.000,9634.000,5018.000,7906.000,3060.000,4680.000,2189.000,3289.000
AdditionalPaidInCapital,711666.000,711666.000,711666.000,711666.000,711666.000,711666.000,711666.000,711666.000,711666.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,5355000.000,5355000.000,5355000.000,5355000.000,5355000.000,5355000.000,5355000.000,5355000.000,5355000.000
CommonStockSharesOutstanding,5355000.000,5355000.000,5355000.000,5355000.000,5355000.000,5355000.000,5355000.000,5355000.000,5355000.000
CommonStockValue,5355.000,5355.000,5355.000,5355.000,5355.000,5355.000,5355.000,5355.000,5355.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,35300.000,37063.000,38825.000,43843.000,46731.000,47791.000,53164.000,764353.000,765453.000
DueFromRelatedParties,710000.000,710000.000,710000.000,710000.000,710000.000,710000.000,710000.000,,
DueToRelatedPartiesCurrentAndNoncurrent,22170.000,22170.000,22170.000,31804.000,31804.000,37710.000,41463.000,45143.000,45143.000
EquityMethodInvestmentOwnershipPercentage,,,,,0.934,0.934,0.934,0.934,0.934
Liabilities,28279.000,30042.000,31804.000,36822.000,39710.000,40770.000,46143.000,47332.000,48432.000
LiabilitiesAndStockholdersEquity,710000.000,710000.000,710000.000,710000.000,710000.000,710000.000,710000.000,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000,20000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,,,,,
PreferredStockValueOutstanding,,,,,0.000,0.000,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,,,,,46731.000,47791.000,53164.000,764353.000,765453.000
StockholdersEquity,681721.000,679958.000,678196.000,673178.000,670290.000,669230.000,663857.000,-47332.000,-48432.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,681721.000,679958.000,678196.000,673178.000,670290.000,669230.000,663857.000,,
