,2011-06-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-12-31
AccountsPayable,15065.000,19451.000,26996.000,29297.000,1361.000,1361.000,1360.000,,,,,,,,,,,,
AccruedLiabilitiesCurrent,216.000,,,,,,4000.000,,,,,,,,,,,,
AdditionalPaidInCapital,56889.000,56889.000,56889.000,56889.000,64389.000,64389.000,64389.000,64389.000,64389.000,64389.000,64389.000,64389.000,64389.000,64389.000,64389.000,74389.000,74389.000,74389.000,74389.000
BeneficialInterest,,-279.000,-128.000,,-1000.000,-7500.000,-7500.000,-7500.000,-7500.000,-7500.000,-7500.000,-7500.000,-7500.000,-7500.000,-7500.000,-17500.000,-17500.000,-17500.000,-17500.000
CommonStockSharesAuthorized,,,,,,,,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000,75000000.000
CommonStockSharesIssued,,,,,,,,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000
CommonStockSharesOutstanding,,,,,,,,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000,8505000.000
CommonStockValue,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000
CommonStockValueOutstanding,,,,,,,,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000,8505.000
DepositLiabilitiesAccruedInterest,,278.000,403.000,528.000,591.000,747.000,903.000,1216.000,1371.000,1528.000,1684.000,1840.000,1996.000,2152.000,2310.000,2468.000,2625.000,2783.000,3098.000
DueToOfficersOrStockholdersNoncurrent,10000.000,,,,,,,,,,,,,,,,,,
DueToOtherRelatedPartiesNoncurrent,,,,,,,,,10000.000,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,7500.000,7500.000,17500.000,,,,,,,,
DueToRelatedPartiesNoncurrent,,,,,,,,,,10000.000,,,,,,,,,
EquityIssuanceNumberOfEquitySecuritiesIssuedForNoncashConsiderations,40452.000,,,,,,,,,,,,,,,,,,
Liabilities,9646.000,29450.000,,,,,,,,,,,,,,,,,
LiabilitiesCurrent,15281.000,19729.000,37271.000,39825.000,5952.000,6108.000,6263.000,10177.000,10332.000,10489.000,20645.000,32051.000,32806.000,33563.000,34321.000,28483.000,29240.000,29998.000,34913.000
LoansPayable,,10000.000,10000.000,10000.000,10000.000,7500.000,7500.000,10000.000,,,,,,,,,,,
LoansPayableCurrent,,,,,,,,,,,,17500.000,17500.000,17500.000,17500.000,17500.000,17500.000,17500.000,17500.000
LongTermDebt,,9721.000,,,,,,,,,,,,,,,,,
RelatedPartyTransactionDueFromToRelatedParty,,,,10000.000,,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-90321.000,-94844.000,-102665.000,-105218.000,-88846.000,-89002.000,-89157.000,-93071.000,-93226.000,-93383.000,-93539.000,-104945.000,105700.000,-106457.000,107215.000,-111377.000,-112134.000,-112892.000,-117807.000
SharesIssued,,-35334.000,,,-15952.000,,,-20177.000,,,,-27677.000,,,,,,,
StockholdersEquity,-24927.000,-29450.000,-37271.000,-39825.000,-15952.000,-16108.000,-16263.000,-20177.000,-20332.000,-20489.000,-20645.000,-32051.000,-32051.000,33653.000,34321.000,-28483.000,-29240.000,-29998.000,-34913.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,-15952.000,,,,,,,,,,,-28483.000,,,-34913.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,8505000.000,,,,,,,,,,,,,,,,,,
