,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
Assets,3683977000.000,3740091000.000,3779051000.000,3828149000.000,3869587000.000,3894421000.000,3983385000.000,3447176000.000,3483046000.000,3551453000.000
CashAndCashEquivalentsAtCarryingValue,240548000.000,219906000.000,228958000.000,325597000.000,469147000.000,542527000.000,719222000.000,254441000.000,360517000.000,381891000.000
CommonStockNoParValue,,,,,,,0.000,,,
CommonStockSharesAuthorized,,,,,,,14000000.000,14000000.000,14000000.000,14000000.000
CommonStockSharesIssued,,,,,,,14000000.000,14000000.000,14000000.000,14000000.000
CommonStockSharesOutstanding,,,,,,,14000000.000,14000000.000,14000000.000,14000000.000
CommonStockValue,2810116000.000,2810116000.000,2810116000.000,2810116000.000,2810116000.000,2810116000.000,2617516000.000,2617516000.000,2617516000.000,2617516000.000
DividendsPayableAmount,684000.000,930000.000,0.000,2594000.000,2962000.000,3416000.000,,,,
DividendsPayableCurrentAndNoncurrent,684000.000,930000.000,0.000,2594000.000,2962000.000,3416000.000,500000000.000,2074000.000,2336000.000,940000.000
DueFromRelatedParties,2524000.000,50393000.000,40376000.000,74215000.000,25790000.000,41615000.000,0.000,60333000.000,71678000.000,0.000
FinancingReceivableAcquiredWithDeterioratedCreditQuality,,,,,0.000,0.000,,0.000,0.000,0.000
FinancingReceivableAllowanceForCreditLossesAcquiredWithDeterioratedCreditQuality,,,,,0.000,0.000,,0.000,0.000,0.000
FinancingReceivableAllowanceForCreditLossesCollectivelyEvaluatedForImpairment,,,,,60077000.000,59949000.000,57616000.000,59002000.000,52107000.000,39579000.000
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment,,,,,1432000.000,2114000.000,,,,
FinancingReceivableAllowanceForCreditLossesIndividuallyEvaluatedForImpairment1,,,,,,,1835000.000,2030000.000,1010000.000,1833000.000
FinancingReceivableCollectivelyEvaluatedForImpairment,,,,,3392640000.000,3317872000.000,3266582000.000,3144991000.000,3058947000.000,3163476000.000
FinancingReceivableIndividuallyEvaluatedForImpairment,,,,,34331000.000,45436000.000,48361000.000,39883000.000,37033000.000,39586000.000
FinancingReceivableModificationsPostModificationRecordedInvestment1,,,,,,,,1955000.000,,
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment,,,,,,,,0.000,0.000,
FinancingReceivableRecordedInvestmentNonaccrualStatus,,,,,27981000.000,32550000.000,35871000.000,28192000.000,23449000.000,21781000.000
ImpairedFinancingReceivableRecordedInvestment,,,,,,,48361000.000,,,
ImpairedFinancingReceivableWithNoRelatedAllowanceRecordedInvestment,,,,,,,9181000.000,,,
ImpairedFinancingReceivableWithRelatedAllowanceRecordedInvestment,,,,,,,39180000.000,,,
Liabilities,1574000.000,1996000.000,1113000.000,3496000.000,3897000.000,5585000.000,564869000.000,3238000.000,3569000.000,31011000.000
LiabilitiesAndStockholdersEquity,3683977000.000,3740091000.000,3779051000.000,3828149000.000,3869587000.000,3894421000.000,3983385000.000,3447176000.000,3483046000.000,3551453000.000
LoansAndLeasesReceivableAllowance,112514000.000,92899000.000,83772000.000,70722000.000,61509000.000,62063000.000,59451000.000,61032000.000,53117000.000,41412000.000
LoansAndLeasesReceivableCollateralForSecuredBorrowings,,,,,300000000.000,300000000.000,200000000.000,400000000.000,300000000.000,300000000.000
LoansAndLeasesReceivableConsumerRealEstate,,466703000.000,434272000.000,404801000.000,377751000.000,352639000.000,439073000.000,418654000.000,394891000.000,371044000.000
LoansAndLeasesReceivableGrossCarryingAmount,,,,,3426971000.000,3363308000.000,3314943000.000,3184874000.000,3095980000.000,3203062000.000
LoansAndLeasesReceivableNetOfDeferredIncome,3543776000.000,3553072000.000,3583602000.000,3489354000.000,3426971000.000,3363308000.000,3314943000.000,3184874000.000,3095980000.000,3203062000.000
LoansAndLeasesReceivableNetReportedAmount,3431262000.000,3460173000.000,3499830000.000,3418632000.000,3365462000.000,3301245000.000,3255492000.000,3123842000.000,3042863000.000,3161650000.000
LoansAndLeasesReceivableNetReportedAmountConsumer,497310000.000,,,,,,,,,
LoansReceivableCommercialRealEstate,3046466000.000,3086369000.000,3149330000.000,3084553000.000,3049220000.000,3010669000.000,2875870000.000,2766220000.000,2701089000.000,2832018000.000
OtherAssets,9643000.000,9619000.000,9887000.000,9705000.000,9188000.000,9034000.000,8671000.000,8560000.000,7988000.000,7912000.000
OtherLiabilities,56000.000,66000.000,78000.000,57000.000,38000.000,847000.000,870000.000,340000.000,579000.000,695000.000
RelatedPartyTransactionDueFromToRelatedParty,,,,,25800000.000,41600000.000,-62942000.000,0.000,0.000,-28118000.000
RetainedEarningsAccumulatedDeficit,71287000.000,126979000.000,166822000.000,213537000.000,254574000.000,277720000.000,0.000,25422000.000,60961000.000,101926000.000
StockholdersEquity,3682403000.000,3738095000.000,3777938000.000,3824653000.000,3865690000.000,3888836000.000,3418516000.000,3443938000.000,3479477000.000,3520442000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,3682403000.000,3738095000.000,3777938000.000,3824653000.000,3865690000.000,3888836000.000,3418516000.000,3443938000.000,3479477000.000,3520442000.000
