,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30
AccountsPayableTradeCurrent,434738.000,572196.000,358803.000,985605.000,156722.000,469901.000,913514.000,372745.000,502219.000
AccruedLiabilitiesCurrent,,,,,820545.000,2363117.000,983014.000,1099298.000,2258270.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,501981.000,556495.000,618321.000,680868.000,743314.000
AdditionalPaidInCapital,60659702.000,61533577.000,62167748.000,63045993.000,100338188.000,100790974.000,101118082.000,102116395.000,105360815.000
Assets,21883463.000,19081067.000,15024571.000,10805001.000,44203554.000,40971147.000,35916698.000,31722937.000,26446503.000
AssetsCurrent,20856640.000,18037770.000,13828616.000,9516376.000,43001595.000,39728229.000,34444581.000,30281222.000,25032189.000
AssetsFairValueDisclosureRecurring,,,,,42510735.000,39376334.000,34049168.000,30006888.000,24306096.000
AssetsNoncurrent,1026823.000,230113.000,1195955.000,1288625.000,1201959.000,1242918.000,1472117.000,1441715.000,1414314.000
CashAndCashEquivalentsAtCarryingValue,16010957.000,15966815.000,13261687.000,7250304.000,26617071.000,28570701.000,23848892.000,24725353.000,19017310.000
ClassOfWarrantOrRightOutstanding,,,,,321335.000,321335.000,320606.000,321335.000,288091.000
CommonStockNoParValue,,,,,,,,0.000,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000,300000000.000
CommonStockSharesIssued,54244068.000,54502647.000,54565358.000,54809960.000,63403451.000,63405118.000,63405118.000,63680118.000,63828463.000
CommonStockSharesOutstanding,54244068.000,54502647.000,54565358.000,54809960.000,63403451.000,63405118.000,63405118.000,63680118.000,63828463.000
CommonStockValue,542.000,545.000,545.000,548.000,634.000,634.000,634.000,636.000,638.000
DepositsAssetsCurrent,3258433.000,1663395.000,139000.000,1884464.000,15836336.000,10748144.000,10064439.000,5219885.000,5226625.000
DepositsAssetsNoncurrent,2414.000,2755.000,4458.000,4586.000,2239.000,5322.000,5575.000,5705.000,5709.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,41140864.000,44625337.000,49647011.000,54646382.000,57715875.000,63216554.000,67918445.000,72663253.000,82548400.000
DueToRelatedPartiesCurrent,66317.000,62800.000,221339.000,64806.000,58914.000,28931.000,225480.000,69147.000,106038.000
EmployeeRelatedLiabilitiesCurrent,,,,,212582.000,185782.000,213020.000,269192.000,285469.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,1167715.000,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognizedStockOptions,,,,,1686723.000,1531028.000,,,
GrantsReceivable,,,,,,,899.000,,
GrantsReceivableCurrent,,,,,477814.000,167945.000,276604.000,199747.000,626578.000
LiabilitiesAndStockholdersEquity,21883463.000,19081067.000,15024571.000,10805001.000,44203554.000,40971147.000,35916698.000,31722937.000,26446503.000
LiabilitiesCurrent,2078648.000,1894995.000,2218612.000,2070652.000,1248763.000,3047731.000,2335028.000,1810382.000,3151996.000
OperatingLeasesFutureMinimumPaymentsDue,,,,,49420.000,49559.000,51935.000,212582.000,160759.000
OperatingLeasesFutureMinimumPaymentsNextRollingTwelveMonths,,,,,49420.000,49559.000,,,
OtherAssetsCurrent,,,,,7070.000,2500.000,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,0.000,0.000,,,,,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,,,,,0.000,0.000,0.000
PreferredStockValue,,,,,,,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,1412782.000,245195.000,329244.000,381608.000,490860.000,351895.000,395413.000,274334.000,726093.000
PrepaidExpenseCurrent,,,,,5976.000,181450.000,118809.000,74587.000,99515.000
PropertyPlantAndEquipmentGross,,,,,1442421.000,1512919.000,1780386.000,1786563.000,1799948.000
PropertyPlantAndEquipmentNet,792619.000,813184.000,898254.000,964033.000,940440.000,956424.000,1162065.000,1105695.000,1056634.000
RestrictedCashAndCashEquivalentsAtCarryingValue,174468.000,162365.000,98685.000,,57328.000,57489.000,135837.000,61650.000,62161.000
RestrictedCashAndCashEquivalentsNoncurrent,,,58858.000,60538.000,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,,,936000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,,,,,,2.200,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,4294705.000,4454288.000,4578038.000,4865538.000,5334825.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,5510705.000,5504038.000,5514038.000,6621538.000,7725325.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,2.240,2.260,2.240,2.670,2.970
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableWeightedAverageExercisePrice,,,,,1.320,1.470,1.610,1.640,2.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,,4578038.000,4865538.000,5334825.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,,5514038.000,6621538.000,7725325.000
SharePrice,,,,,,,2.500,0.000,
StockholdersEquity,19519380.000,16908785.000,12521282.000,8400159.000,42622947.000,37575054.000,33200271.000,29453778.000,22813053.000
WarrantsAndRightsOutstanding,,,,,1327114.000,1275700.000,,1340133.000,1554628.000
