,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,172258.000
AccountsReceivableGross,293009.000
AccountsReceivableNet,128631.000
AccountsReceivableNetCurrent,128631.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,710493.000
AdditionalPaidInCapital,1479206.000
Assets,356522.000
AssetsCurrent,276707.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,356522.000
CapitalLeaseObligations,53515.000
CapitalLeaseObligationsCurrent,18348.000
CapitalLeaseObligationsNoncurrent,35167.000
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,289977.000
CashAndCashEquivalentsAtCarryingValue,57600.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,230000000.000
CommonStockSharesIssued,67853640.000
CommonStockSharesOutstanding,67853640.000
CommonStockValue,6785.000
ConvertibleDebt,227042.000
ConvertibleDebtCurrent,550206.000
ConvertibleNotesPayable,550206.000
ConvertibleNotesPayableCurrent,-550206.000
DebtInstrumentFaceAmount,550000.000
DebtInstrumentUnamortizedDiscountCurrent,49794.000
DeferredOfferingCosts,56635.000
DepositsAssetsNoncurrent,9540.000
DueToRelatedPartiesCurrent,438057.000
DueToRelatedPartiesCurrentAndNoncurrent,680517.000
DueToRelatedPartiesNoncurrent,242460.000
Liabilities,1456496.000
LiabilitiesAndStockholdersEquity,356522.000
LiabilitiesCurrent,1178869.000
LongTermDebtAndCapitalLeaseObligations,35167.000
NotesPayable,603721.000
OperatingLeasesFutureMinimumPaymentsReceivable,901411.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,198320.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,162055.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,273856.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,267180.000
PrepaidExpenseCurrent,33841.000
PropertyPlantAndEquipmentGross,780768.000
PropertyPlantAndEquipmentNet,70275.000
RetainedEarningsAccumulatedDeficit,-2601340.000
StockholdersEquity,-1099974.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1099974.000
WarrantsAndRightsOutstanding,111479.000
