,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-06-30,2015-12-31,2016-03-31,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,38087.000,147086.000,206490.000,278010.000,3442691.000,4409526.000,4949817.000,7406146.000,8564562.000,19849978.000,23153977.000,7626126.000,10566066.000,9676600.000
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,2065397.000,,,,,
AccountsPayableRelatedPartiesCurrent,138655.000,153603.000,,42000.000,18297.000,16192.000,15678.000,51806.000,278770.000,177776.000,338706.000,468839.000,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,110623.000,110623.000,,,,,,,,,,,
AccountsReceivableGrossCurrent,,,,,,,,,,,,,10607378.000,6305753.000
AccountsReceivableNetCurrent,,755.000,1559.000,1559.000,4341602.000,4420610.000,4505617.000,9099229.000,10109443.000,11409258.000,11666552.000,7629822.000,10589677.000,6293252.000
AccountsReceivableNetNoncurrent,,,,,,,,118913.000,643012.000,,,,,
AccruedLiabilitiesCurrent,,,,,,,,3582126.000,,,,,,
AccruedPayrollTaxesCurrent,,,,,425971.000,423947.000,413670.000,917079.000,1661789.000,1598335.000,1618618.000,2047476.000,1829934.000,1937889.000
AccruedSalariesCurrent,,,,45000.000,90000.000,135000.000,180000.000,,,,,,,
AccruedSalariesCurrentAndNoncurrent,,198000.000,247581.000,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,1781086.000,1818516.000,1962497.000,2128372.000,,136835.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,-427551.000,-361744.000,,
AdditionalPaidInCapital,15441512.000,15922458.000,15990761.000,16919705.000,17228707.000,16957152.000,17205399.000,17900139.000,18609425.000,17943798.000,18004755.000,22205127.000,18302262.000,18335835.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,66215.000,35990.000,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,62800.000,35950.000,83870.000,88215.000,20249.000,17701.000,12501.000
Assets,1005.000,2386795.000,2364027.000,2406238.000,21101412.000,20896096.000,21909982.000,33989318.000,35368573.000,51870457.000,53420579.000,42448848.000,32792557.000,27783275.000
AssetsCurrent,55.000,173445.000,150677.000,192888.000,6315176.000,6112158.000,6675466.000,10507759.000,11652955.000,16962346.000,18947336.000,21772575.000,13121862.000,8555960.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,11650973.000,,17432153.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,5037434.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,16000000.000,,,,,,,,,,
BusinessAcquisitionPreacquisitionContingencyAmount,,,,4969000.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherLiabilities,,,,11031000.000,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,150000.000,150000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,75683.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,1537912.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,2864661.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,5261723.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialLiabilities,,,,,,,,,,,,,,2300000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,10396316.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentAssets,,,,,,,,548311.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,,10499934.000,,,,,,
Cash,55.000,201.000,,13302.000,565885.000,898935.000,1584699.000,,,1101298.000,,,2208750.000,2174007.000
CashAndCashEquivalentsAtCarryingValue,55.000,201.000,,13302.000,565885.000,898935.000,1584699.000,233741.000,322317.000,842715.000,1136578.000,321888.000,289480.000,277122.000
CashFDICInsuredAmount,,,,,,,,,250000.000,,553439.000,767688.000,,662581.000
CashUninsuredAmount,,,,,,,,0.000,,0.000,250000.000,250000.000,0.000,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,,,,,,,,,,,,,7000000.000,
ClassOfWarrantOrRightOutstanding,,,14860000.000,3460000.000,,,,,,,,,1405000.000,1405000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,,,,,,,,,,,,35095763.000,36871478.000
CommonStockSharesOutstanding,24124824.000,25424824.000,25424824.000,34935416.000,33270416.000,33410416.000,33710416.000,35029495.000,36616495.000,36871478.000,36947978.000,33980478.000,35095763.000,36871478.000
CommonStockSharesSubscribedButUnissued,,755592.000,2895592.000,,,,,,,,,,,
CommonStockValue,24124.000,25424.000,25424.000,34935.000,33270.000,33410.000,33710.000,35029.000,36616.000,36871.000,36948.000,33980.000,35095.000,35202.000
ConvertibleDebtCurrent,,25000.000,,,,,,,,,,,,
ConvertibleLongTermNotesPayable,,,25000.000,25000.000,,,,,,,,,,
ConvertibleNotesPayable,,1975000.000,1975000.000,1975000.000,,,,,,,,,,
ConvertibleNotesPayableCurrent,,,10000.000,,,,,,,,,,,
ConvertiblePreferredStockSharesReservedForFutureIssuance,,,,,,,,,,,,,,10000000.000
CustomerDepositsCurrent,,,,,46455.000,42985.000,,,,,,,,
DebtCurrent,,,,,,,,,,1194074.000,,,2388148.000,2388148.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,17515345.000,17515345.000
DebtInstrumentConvertibleConversionPrice1,,,,,,,,2.000,2.000,,,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,0.019,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,,-2306298.000,-2106298.000,-1274474.000,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,,-3200000.000,-2800000.000,,,,,
DeferredCompensationEquity,,,,,,,,,,,,,48571.000,
DeferredCostsCreditCardOriginationCostsAmount,,,,,,,,,,,,293105.000,-123105.000,-123105.000
DeferredRevenue,,,,,,,,,804584.000,1276850.000,1407419.000,1308404.000,1444449.000,1430385.000
DeferredRevenueCurrent,,,,,,,,288342.000,804584.000,742976.000,618313.000,825534.000,879026.000,913139.000
