,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayable,10479.000,,,7492.000,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilities,,11898.000,15887.000,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,2952875.000,3653237.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,1386189.000,419658.000,1033846.000,1098270.000,867543.000,904615.000,2196973.000,1778804.000,1822364.000,3609890.000,,
AccountsReceivableNet,13732.000,17591.000,9855.000,16097.000,60650.000,108586.000,180527.000,81815.000,48371.000,18220.000,29236.000,138300.000,360712.000,448702.000,244100.000,220653.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,-93220.000,-94177.000,-94696.000,-95264.000,1129.000,994.000,858.000,,,,,,,,,
AdditionalPaidInCapital,192842.000,192842.000,192842.000,192842.000,5529203.000,9769750.000,10422683.000,11154432.000,11358145.000,13680474.000,16718810.000,20265577.000,21235733.000,29321895.000,29826735.000,30259549.000
AdvancesToAffiliate,,,,,,,,,,,,,3392659.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetRetirementObligation,,,,,,,34000.000,49000.000,49000.000,34000.000,129000.000,34157.000,36612.000,639349.000,663269.000,290770.000
Assets,48038.000,46764.000,51845.000,49122.000,3422086.000,2899326.000,3756508.000,3699267.000,3105987.000,3057119.000,13422067.000,15838611.000,19334799.000,28002218.000,24764601.000,17693900.000
AssetsCurrent,29382.000,29065.000,33541.000,30531.000,287655.000,246588.000,702517.000,607117.000,503150.000,630081.000,7539816.000,8246534.000,10415366.000,2425520.000,471976.000,325659.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,,,,,,20554559000.000,20554559.000,20554559.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCapitalLeaseObligation,,,,,,,,,,,,,,88000000.000,88000.000,88000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,,,,6011000.000,6011.000,6011.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,,,,,,,140439000.000,140439.000,140439.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,,,,,,,188887000.000,188887.000,188887.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,,,,,,2500473000.000,2500473.000,2500473.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesLongTermDebt,,,,,,,,,,,,,,4114183000.000,4114183.000,4114183.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLiabilities,,,,,,,,,,,,,,7303809000.000,7303809.000,7303809.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,,,13250750000.000,13250750.000,13250750.000
CapitalLeaseObligationsCurrent,14208.000,,,,,,,,,,,,,88000.000,,
CapitalLeaseObligationsNoncurrent,,11070.000,11829.000,10914.000,,,,,,,,,,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,574809.000,,,,707143.000,,,,790011.000,,
CapitalizedCostsMineralInterestsInProvedProperties,,,,,,,,,,,,,,13185888.000,,
CapitalizedCostsMineralInterestsInUnprovedProperties,,,,,,,,,,,,,,12087982.000,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,,4617170.000,,,,4746639.000,,,,25273870.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,2527249.000,,,,1770519.000,,,,20785935.000,,
CapitalizedCostsProvedProperties,,,,,,2454855.000,,,,3225769.000,,,,,,
CapitalizedCostsSupportEquipmentAndFacilities,,,,,,,,,,,,,,2652271.000,2250851.000,1624372.000
CapitalizedCostsUnprovedProperties,,,,,,2162315.000,,,,1520870.000,,,,,,
Cash,,,,,183465.000,75103.000,460617.000,455521.000,427662.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,6049.000,1310.000,14440.000,5018.000,183465.000,75103.000,460617.000,455521.000,427662.000,609061.000,7048187.000,6421908.000,6072037.000,1937225.000,224203.000,104104.000
CashEquivalentsAtCarryingValue,6049.000,1310.000,14440.000,,0.000,,0.000,,,,,,,,,
CommonStockCapitalSharesReservedForFutureIssuance,,,,,6110000.000,6110000.000,,,,6110000.000,,,,,,
CommonStockParOrStatedValuePerShare,,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,,750000000.000,750000000.000,125000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000,750000000.000
CommonStockSharesIssued,,,1460000.000,1460000.000,39482550.000,44281127.000,44347556.000,44542376.000,44542376.000,46692376.000,47542376.000,49287376.000,56687376.000,116904004.000,120737337.000,119305071.000
CommonStockSharesOutstanding,,,1460000.000,1460000.000,39482550.000,44281127.000,44347556.000,44542376.000,44542376.000,46692376.000,47542376.000,49287376.000,56687376.000,116904004.000,120737337.000,119305071.000
CommonStockValue,1460.000,1460.000,1460.000,1460.000,394826.000,442811.000,443475.000,445423.000,445423.000,466924.000,475424.000,492874.000,566874.000,1169038.000,1207372.000,1193049.000
