,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AccountsNotesAndLoansReceivableNetCurrent,312934.000,307793.000,182247.000,260433.000,,,,,,
AccountsPayableCurrent,179393.000,93206.000,61450.000,56372.000,31103.000,43174.000,32882.000,27274.000,26501.000,29215.000
AccruedIncomeTaxesCurrent,119457.000,31510.000,32628.000,2591.000,,,,,,
AccruedLiabilitiesCurrent,120467.000,123974.000,18644.000,38178.000,45832.000,49032.000,18732.000,40732.000,35832.000,19332.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,1397.000,-1445.000,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-22077.000,-11728.000,373.000,1347.000,-1397.000,-1445.000,-2111.000,-2162.000,14850.000,14876.000
AdditionalPaidInCapitalCommonStock,3078134.000,3048134.000,3048134.000,3048134.000,3048134.000,3048134.000,3048134.000,3048134.000,3048134.000,3048134.000
Assets,1713528.000,1452949.000,1029763.000,569382.000,46482.000,32658.000,26132.000,26270.000,600.000,2257.000
AssetsCurrent,1609646.000,1309781.000,787019.000,463880.000,25922.000,12141.000,6197.000,6381.000,600.000,2257.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,22900.000,22852.000,22204.000,22153.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,2340.000,2335.000,2269.000,2264.000,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,,20560.000,20517.000,19935.000,19889.000,,
CashAndCashEquivalentsAtCarryingValue,656685.000,441448.000,231254.000,120172.000,,9806.000,3928.000,4117.000,600.000,2257.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,,15152.000,9827.000,3949.000,4138.000,600.000,2257.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,,,,
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,,,,
CommonStockSharesIssued,53672708.000,53672708.000,53672708.000,53672708.000,53672708.000,53672708.000,,,,
CommonStockSharesOutstanding,53672708.000,53672708.000,53672708.000,53672708.000,53672708.000,53672708.000,,,,
CommonStockValue,5367.000,5367.000,5367.000,5367.000,5367.000,5367.000,,,,
CumulativeEarningsDeficit,,,,,3082557.000,3112220.000,3196699.000,3258597.000,3331926.000,3360260.000
CustomerAdvancesAndDepositsCurrent,,31925.000,18648.000,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,,,,,105455.000,135118.000,219597.000,281495.000,354824.000,383158.000
DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,,,,,21.000,21.000,21.000,21.000,,
DisposalGroupIncludingDiscontinuedOperationOtherCurrentAssets,,,,,2319.000,2314.000,2248.000,2243.000,,
DueFromOfficersOrStockholdersCurrent,,,,,8451.000,,,,,
DueToOfficersOrStockholdersCurrent,51247.000,99991.000,26093.000,25322.000,,616.000,119827.000,165522.000,201842.000,245593.000
InventoryNet,518805.000,441607.000,267052.000,2194.000,,,,,,
Liabilities,,485706.000,315564.000,270621.000,76935.000,92822.000,171441.000,233528.000,264175.000,294140.000
LiabilitiesAndStockholdersEquity,1713528.000,1452949.000,1029763.000,569382.000,46482.000,32658.000,26132.000,26270.000,600.000,2257.000
LiabilitiesCurrent,670564.000,426708.000,263199.000,194945.000,76935.000,92822.000,171441.000,233528.000,264175.000,294140.000
LongTermNotesPayable,,58998.000,52365.000,75676.000,,,,,,
NotesPayableCurrent,,39645.000,101516.000,69855.000,,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,200000.000,,,,,,,,,
OtherAccountsPayableAndAccruedLiabilities,,6457.000,4219.000,2627.000,,,,,,
OtherAssets,,68268.000,100088.000,105502.000,,,,,,
OtherAssetsCurrent,121222.000,118933.000,106467.000,81081.000,,,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000,5000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PropertyPlantAndEquipmentNet,103882.000,74900.000,142656.000,,,,,,,
RetainedEarningsAccumulatedDeficit,-1988460.000,-2074530.000,-2339675.000,-2756087.000,-2977102.000,-2977102.000,-2977102.000,-2977102.000,-2977102.000,-2977102.000
StockholdersEquity,1042964.000,967243.000,714199.000,298761.000,-30453.000,-60164.000,-145309.000,-207258.000,-263575.000,-291883.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,967243.000,714199.000,298761.000,-30453.000,-60164.000,-145309.000,-207258.000,-263575.000,-291883.000
TreasuryStockShares,120000.000,,,,,,,,,
TreasuryStockValue,30000.000,,,,,,,,,
