,2011-08-31,2011-11-30,2012-08-31,2012-11-30,2013-05-31,2013-08-31,2013-11-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,,,,,,,5208.000,,,
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,99806.000,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,462427.000,,,
AmortizationOfDebtDiscountPremium,,,,,46211.000,-71256.000,76776.000,87227.000,67175.000,82655.000,1018563.000
AmortizationOfFinancingCosts,,,,0.000,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,2820.000,,,
CashPeriodIncreaseDecrease,38292.000,,,,9614.000,,,24.000,,,
CostOfGoodsSold,1897111.000,1558584.000,183606.000,3712.000,1.000,,,3075.000,,-3875.000,
Depreciation,,,,,43.000,,,2388.000,,,
DerivativeGainOnDerivative,,,,,46211.000,,,,,,
EarningsPerShareBasic,,,,,,,,,,-0.000,
EarningsPerShareBasicAndDiluted,-0.030,-0.020,-0.020,-0.000,-0.000,-0.000,-0.010,-0.010,-0.010,,
GainsLossesOnExtinguishmentOfDebt,,,,-180486.000,,,-209406.000,260000.000,,-102282.000,
GeneralAndAdministrativeExpense,8771.000,98024.000,63392.000,27058.000,19365.000,51284.000,40850.000,128567.000,61271.000,147851.000,372921.000
GrossProfit,63535.000,-217543.000,-152513.000,6862.000,452.000,,,8522.000,51451.000,154490.000,58801.000
IncomeLossFromContinuingOperations,,,,,-257836.000,,,-1122306.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,-222837.000,-804653.000,-1122306.000,-723963.000,-283240.000,-2120442.000
IncreaseDecreaseInAccountsPayable,2197188.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,30153.000,,,140375.000,,,
IncreaseDecreaseInAccountsReceivable,-1542484.000,,,,,,,,,,
