,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,89015.000,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,15600.000,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,11503.000,,,,,
AmortizationOfDeferredCharges,,93600.000,0.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-6013889.000,0.000,0.000,0.000,0.000,0.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,0.000,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,1904739.000,,,,,
ComprehensiveIncomeNetOfTax,-6613644.000,-101378.000,,,,
CostOfRevenue,,0.000,0.000,,,
Depreciation,,0.000,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,0.000,,,,
DisposalGroupNotDiscontinuedOperationGainLossOnDisposal,1038962.000,,,,,
EarningsPerShareBasic,,-0.010,-0.004,-0.002,-0.002,-0.001
EarningsPerShareDiluted,,-0.010,-0.004,-0.002,-0.002,-0.001
EffectOfExchangeRateOnCashAndCashEquivalents,-40736.000,0.000,0.000,0.000,0.000,0.000
EquityMethodInvestmentRealizedGainLossOnDisposal,-1038962.000,,,,,
GainOrLossOnSaleOfStockInSubsidiary,,0.000,,,,
GeneralAndAdministrativeExpense,,,,73665.000,74147.000,85643.000
GrossProfit,,0.000,0.000,,,
IncomeLossFromContinuingOperations,,-101378.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-101378.000,,,,-84413.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,689566.000,-101378.000,-76051.000,-73665.000,-74147.000,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,689566.000,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,0.030,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,0.030,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,-7262474.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.340,0.000,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.340,,,,,
IncomeTaxExpenseBenefit,,0.000,0.000,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,,0.000,,,,
IncreaseDecreaseInAccountsPayableTrade,-47905.000,,,,,
IncreaseDecreaseInOtherCurrentAssets,,10498.000,-5669.000,-4829.000,0.000,0.000
IncreaseDecreaseInOtherCurrentLiabilities,-235120.000,18276.000,40382.000,68836.000,74147.000,-55271.000
InterestIncomeExpenseNet,,0.000,,,,
NetCashProvidedByUsedInDiscontinuedOperations,,0.000,,,,
NetCashProvidedByUsedInFinancingActivities,-10100.000,0.000,0.000,0.000,0.000,139684.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-10100.000,0.000,0.000,0.000,0.000,139684.000
NetCashProvidedByUsedInInvestingActivities,,,0.000,0.000,0.000,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,0.000,0.000,0.000
NetCashProvidedByUsedInOperatingActivities,-5963053.000,0.000,0.000,0.000,0.000,-139684.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-7867792.000,0.000,0.000,0.000,0.000,-139684.000
NetIncomeLoss,-6572908.000,-101378.000,-76051.000,-73665.000,-74147.000,-84413.000
NetIncomeLossAttributableToNoncontrollingInterest,,0.000,,,,
OperatingExpenses,349396.000,137430.000,76051.000,73665.000,74147.000,
OperatingIncomeLoss,-349396.000,-137430.000,-76051.000,,,
OtherAmortizationOfDeferredCharges,15600.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-40736.000,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,0.000,,,,
OtherNonoperatingIncomeExpense,1038962.000,36052.000,0.000,,,
OtherOperatingIncome,,,,,,1230.000
OtherOperatingIncomeExpenseNet,,36052.000,0.000,,,
PaymentsForRepurchaseOfCommonStock,10100.000,0.000,,,,
PaymentsForRepurchaseOfEquity,-404000.000,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,0.000,0.000,0.000
ProceedsFromIssuanceOfCommonStock,,,,0.000,0.000,203221.000
ProceedsFromRelatedPartyDebt,,,,,,0.000
ProfessionalFees,,93600.000,0.000,,,
ProfitLoss,,0.000,,,,
ProvisionForDoubtfulAccounts,,0.000,,,,
Revenues,,0.000,0.000,0.000,0.000,1230.000
SalesRevenueNet,,0.000,0.000,0.000,0.000,0.000
SellingGeneralAndAdministrativeExpense,349396.000,137430.000,76051.000,,,
ShareBasedCompensation,,,30000.000,0.000,0.000,0.000
