,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,1362456.000,1774182.000,1902904.000,1138470.000,1456173.000,1794531.000,621761.000,412456.000,1520344.000,974475.000,241634.000
AccruedLiabilitiesCurrent,2631627.000,3926456.000,4432938.000,3727784.000,5229686.000,3811905.000,4579176.000,3182415.000,3452462.000,1932568.000,3683017.000
AccruedProfessionalFeesCurrent,347610.000,813178.000,470220.000,411096.000,,,,551391.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1686420.000,,,,1868340.000,,,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-316.000,-2004.000,-369.000,-8117.000,1162.000,-2268.000,1528.000,-971.000,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,2622.000,-39004.000,-69031.000,-47515.000,-36249.000,-49549.000,-70790.000,-59507.000,-66197.000,-86413.000
AdditionalPaidInCapital,,157443941.000,158286727.000,159308307.000,163037867.000,164331927.000,168329051.000,169683829.000,170613074.000,171176189.000,171147476.000
AdditionalPaidInCapitalCommonStock,141328487.000,,,,,,,,,,
Assets,50648100.000,128224214.000,120063777.000,118291046.000,110354687.000,99042244.000,93063214.000,64021390.000,57599987.000,51056589.000,42787553.000
AssetsCurrent,49308834.000,72401876.000,67219756.000,55857363.000,48104350.000,37223290.000,31352919.000,21970714.000,15986345.000,9464322.000,6373580.000
AvailableForSaleSecurities,,,,,16970558.000,12438166.000,15909751.000,,14541669.000,,
AvailableForSaleSecuritiesCurrent,27318404.000,29758608.000,48104088.000,40624349.000,28691026.000,22347224.000,13627943.000,5106627.000,,,
AvailableForSaleSecuritiesNoncurrent,803416.000,3033840.000,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,23524774.000,24494354.000,31507588.000,32553821.000,33633054.000,34754287.000,21088834.000,22702598.000,14559641.000,14998000.000
BusinessCombinationContingentConsiderationLiabilityCurrent,,,,,,,,,,8993000.000,9408000.000
CashAndCashEquivalentsAtCarryingValue,20716710.000,40242102.000,17020047.000,13073137.000,16970558.000,12438166.000,15909751.000,15302382.000,14541669.000,8675724.000,5885474.000
CashAndCashEquivalentsFairValueDisclosure,20716710.000,40242102.000,17020047.000,13073137.000,,,,15302382.000,,,5885474.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,22268942.000,22307138.000,22307138.000,22199256.000,23331230.000,23332825.000,24769083.000,24769083.000,24769083.000,24769083.000,24769083.000
CommonStockSharesOutstanding,22268942.000,22307138.000,22307138.000,22199256.000,23331230.000,23332825.000,24769083.000,24769083.000,24769083.000,24769083.000,24769083.000
CommonStockValue,2227.000,2231.000,2231.000,2234.000,2333.000,2333.000,2477.000,2477.000,2477.000,2477.000,2477.000
DebtInstrumentCarryingAmount,,,,,,,,43750000.000,,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,,0.080,,,
DebtInstrumentUnamortizedDiscount,,19172978.000,18611375.000,18020658.000,16194704.000,15583249.000,14938461.000,15471125.000,13541516.000,12785423.000,12940871.000
DeferredFinanceCostsCurrentNet,,375808.000,375808.000,375808.000,346458.000,346458.000,346458.000,,,,
DeferredFinanceCostsNoncurrentNet,,1487711.000,1393625.000,1299674.000,1125989.000,1039374.000,952760.000,,,,
DeferredIncomeTaxLiabilities,,,,22987263.000,,,,21096834.000,,,
DeferredTaxAssetsCharitableContributionCarryforwards,,,,9196.000,,,,,,,
DeferredTaxAssetsGross,,,,49861277.000,,,,61996173.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,43399282.000,,,,47179913.000,,,
DeferredTaxAssetsOther,,,,,,,,201865.000,,,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,5155127.000,,,
DeferredTaxAssetsTaxCreditCarryforwardsResearch,,,,3598910.000,,,,5004252.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,,,,550165.000,,,,,,,
